Genus	Species	Subspecies	Name.Clem	Notes	Localities
Setophaga	castanea		Setophaga castanea		Alto Bonito-1; Dabeiba-2; Honda-1; Juntas de Tamana-1; Malena-1; Novita-1; Puerto Valdivia-1; Rio Frio-1
Setophaga	cerulea		Setophaga cerulea		Buena Vista-2
Setophaga	fusca		Setophaga fusca		Almaguer-2; Buena Vista-3; Chicoral-1; Choachi-1; El Eden-3; El Roble-3; Honda-1; La Sierra-1; Laguneta-1; Miraflores-2; Paramo Santa Isabel-1; Salento-4; San Agustin-2; San Antonio-10; Santa Elena-1
Setophaga	petechia	aequatorialis	Setophaga petechia		Tumaco-8
Setophaga	petechia	aestiva	Setophaga petechia		San Agustin-1; San Jose-1; Villavicencio-2
Setophaga	petechia		Setophaga petechia		Bagado-1; Barbacoas-2; Bocas de Chimi-1; Bogota-1; Calamar-4; Caldas-1; Chicoral-1; Honda-2; Magdalena River-1; Rio Frio-1
Setophaga	pitiayumi	pacifica	Setophaga pitiayumi		Ricaurte-1
Setophaga	pitiayumi	pitiayumi	Setophaga pitiayumi		Anolaima-1; Caldas-1; El Eden-1; El Roble-1; Gallera-2; La Candela-1; La Sierra-1; Lomitas-1; Miraflores-4; Rio Frio-1; San Antonio-2
Setophaga	ruticilla		Setophaga ruticilla		Barbacoas-1; Buena Vista-2; Cali-1; Dabeiba-1; Honda-2; Puerto Valdivia-1; Rio Frio-1; Salento-1; San Antonio-3; Villavicencio-1
Setophaga	striata		Setophaga striata		Rio Frio-1; Villavicencio-3
Sicalis	arvensis	minor	Sicalis luteola		Subia-2
Sicalis	citrina	browni	Sicalis citrina		Anolaima-2; Barro Blanco-5
Sicalis	flaveola	flaveola	Sicalis flaveola		Villavicencio-1
Sicalis	flaveola		Sicalis flaveola		Bocas de Chimi-1; La Playa-2; Turbaco-2
Silvicultrix	frontalis		Ochthoeca frontalis		Paramo Santa Isabel-3
Sipia	nigricauda		Sipia nigricauda		Buenavista-1; San Jose-2
Sipia	palliata		Sipia palliata		Puerto Valdivia-4
Siptornis	erythrops	griseigularis	Cranioleuca erythrops		Gallera-1; Ricaurte-1; San Antonio-1
Siptornis	flammulata	multostriata	Asthenes flammulata		Choachi-1
Siptornis	striaticollis		Siptornis striaticollis		La Palma-1
Siptornis			Cranioleuca curtata		Fusugasuga-1
Sirystes	albocinereus		Sirystes albocinereus		Barrigon-1
Spathura	underwoodi	underwoodi	Ocreatus underwoodii		Cerro Munchique-1; Coast Range-1; La Candela-1; La Florida-1; San Agustin-1
Sphenopsis	frontalis		Sphenopsis frontalis		Aguadita-3; Salento-1; Santa Elena-3
Sphenopsis	melanotis		Sphenopsis melanotis		Aguadita-1; Choachi-1; El Roble-1; Fusugasuga-1; Salento-1; Santa Elena-2
Spinus	psaltria	colombianus	Spinus psaltria		Aguadita-1; Andalucia-3; Anolaima-1; Barro Blanco-2; Bogota-1; Buena Vista-3; Cerro Munchique-1; Honda-2; La Candela-3; La Palma-1; Miraflores-4; Quetame-1; San Agustin-1; Santa Elena-1; Subia-1
Spinus	spinescens	nigricauda	Spinus spinescens		Paramillo-4; Paramo Santa Isabel-2
Spinus	spinescens	spinescens	Spinus spinescens		Aguadita-1; Anolaima-1; Bogota-6; Chipaque-1; El Roble-1
Spinus	xanthogastrus		Spinus xanthogastrus		San Antonio-4; Santa Elena-3
Spinus					Ricaurte-1
Spiza	americana		Spiza americana		Calamar-1; Villavicencio-5
Spizaetus					La Morelia-1; Puerto Valdivia-2
Sporathraupis	cyanocephala	auricrissa	Thraupis cyanocephala		Choachi-1
Sporathraupis	cyanocephala	auricrissa	Thraupis cyanocephala		Aguadita-1; Anolaima-1; Barro Blanco-2; Cerro Munchique-11; Coast Range-1; Cocal-1; El Eden-9; El Roble-1; La Florida-2; La Sierra-3; Popayan-1; Salento-2; Santa Elena-10; Subia-1
Sporophila	angolensis		Sporophila angolensis		Andalucia-1; Villavicencio-1
Sporophila	aurita	aurita	Sporophila corvina		Bagado-1; Dabeiba-1; Noanama-3; Novita-3; Quibdo-2
Sporophila	castaneiventris		Sporophila castaneiventris		La Morelia-1
Sporophila	corvina	ophthalmica	Sporophila corvina		Barbacoas-6; Buenaventura-1; Buenavista-1; Cisneros-4; San Jose-2; Tumaco-8
Sporophila	corvina		Sporophila corvina		San Jose-1
Sporophila	crassirostris	crassirostris	Sporophila crassirostris		Villavicencio-2
Sporophila	funerea		Sporophila funerea		Buenaventura-2; Buenavista-3; Novita-1; Rio Frio-2
Sporophila	grisea	grisea	Sporophila intermedia		Andalucia-4; Buena Vista-1; Caldas-2; Cali-1; Chicoral-1; Honda-1; Lomitas-1; Magdalena River-1; Miraflores-3; Popayan-1; San Agustin-1; San Antonio-1; Villavicencio-2
Sporophila	guttaralis		Sporophila nigricollis		Miraflores-3; Palmira-1; San Antonio-1
Sporophila	gutteralis	pallida	Sporophila nigricollis		Cali-1
Sporophila	intermedia	intermedia	Sporophila intermedia		Villavicencio-2
Sporophila	luctuosa		Sporophila luctuosa		Anolaima-1; Barro Blanco-5; Choachi-1; Dabeiba-2
Sporophila	minuta	minuta	Sporophila minuta		Barro Blanco-3; Calamar-2; Caldas-2; Cali-1; Chicoral-2; Honda-1; Magdalena River-1; Malena-2; Miraflores-1; Palmira-4; Puerto Berrio-1; Quetame-2; Rio Frio-1; San Agustin-1
Sporophila	minuta		Sporophila minuta		Cali-2; Puerto Berrio-1
Sporophila	murallae		Sporophila murallae		La Morelia-3
Sporophila	nigricollis		Sporophila nigricollis		Andalucia-2; Barbacoas-5; Buena Vista-3; Buenavista-3; Caldas-3; Cali-1; Cisneros-1; Fomeque-1; La Candela-1; La Frijolera-1; La Morelia-1; Novita-1; Puerto Valdivia-1; Quetame-2; Ricaurte-1; Rio Frio-1; San Agustin-3; San Antonio-2; Villavicencio-1
Sporophila					Tumaco-4; Turbaco-1
Stelgidopteryx	ruficollis	aequalis	Stelgidopteryx ruficollis		Andalucia-4; Calamar-1; Chicoral-1; La Morelia-1; Magdalena River-3; Malena-1; Puerto Berrio-3; Rio Frio-1; Varrud-1; Villavicencio-2
Stelgidopteryx	ruficollis	aequalis	Stelgidopteryx ruficollis		Dabeiba-1; Puerto Valdivia-1
Stelgidopteryx	ruficollis	aequalis+uropygialis	Stelgidopteryx ruficollis		
Stelgidopteryx	ruficollis	uropygialis	Stelgidopteryx ruficollis		Barbacoas-3; Barro Blanco-3; Buenavista-2; Caldas-3; Juntas de Tamana-2; La Frijolera-1; Lomitas-1; Novita-1; Rio Toche-2; Salento-1; San Jose-6
Stenopais	cayennensis	cayennensis	Hydropsalis cayennensis		Villavicencio-3
Stenopsis	cayennensis	insularis	Hydropsalis cayennensis		La Playa-2
Stenopsis	cayennensis	monticola	Hydropsalis cayennensis		San Antonio-3
Stenopsis	ruficervix		Systellura longirostris		Coast Range-2; El Eden-1; La Sierra-1; Laguneta-7; Santa Elena-1; Tumaco-1
Stictornis	cinctus		Ampelioides tschudii		Andalucia-2; Cocal-1; Lomitas-1; San Antonio-1
Streptoprocne	zonaris	albicincta	Streptoprocne zonaris		Alto Bonito-4; Buena Vista-5; Chicoral-1; Dabeiba-3; Lomitas-3; Quetame-2; San Antonio-2; Villavicencio-4
Streptoprocne	zonaris	altissima	Streptoprocne zonaris		Laguneta-1
Sturnella	magna	meridionalis	Sturnella magna		Bogota-14; Chipaque-2; Choachi-3; El Roble-1; Quetame-2
Sturnella	magna	praticola	Sturnella magna		Villavicencio-1
Sublegatus	arenarum	glaber	Sublegatus arenarum		La Playa-2; Magdalena River-1
Sublegatus	obscurior		Sublegatus obscurior		Villavicencio-1
Sycakus	arfensis	minor	Sicalis luteola		Bogota-4
Sycakus	flaveola		Sicalis flaveola		Calamar-3
Sycalis	arvensis	minor	Sicalis luteola		Cali-1; Chicoral-1
Synallaxis	a.	media	Synallaxis azarae		Cerro Munchique-1
Synallaxis	albescens	insignis	Synallaxis albescens		Villavicencio-1
Synallaxis	albescens	latitabunda	Synallaxis albescens		Cali-2
Synallaxis	albescens		Synallaxis albescens		Calamar-2; Caldas-1; Cali-2; Fusugasuga-1; La Frijolera-1; Magdalena River-1; Palmira-3; Puerto Berrio-2; Quetame-2; Villavicencio-4
Synallaxis	albigularis	albigularis	Synallaxis albigularis		Puerto Berrio-1
Synallaxis	albigularis		Synallaxis albigularis		Rio Frio-1
Synallaxis	azarae	elegantior	Synallaxis azarae		Chipaque-6; Choachi-3
Synallaxis	azarae	media	Synallaxis azarae		Almaguer-1; Barro Blanco-1; Cerro Munchique-5; Choachi-1; El Eden-6; La Candela-3; La Palma-2; Laguneta-3; Miraflores-1; Salento-5; Santa Elena-3; Valle de las Papas-6
Synallaxis	brachyura	caucae	Synallaxis brachyura		Cali-1; Miraflores-2; Palmira-2
Synallaxis	brachyura	nigrifumosa	Synallaxis brachyura		Dabeiba-1
Synallaxis	candei	candei	Synallaxis candei		La Playa-2
Synallaxis	candei		Synallaxis candei		Calamar-1; Magdalena River-1
Synallaxis	cinamomea	fuscifrons	Synallaxis cinnamomea		Calamar-1
Synallaxis	cinnamomea	fuscifrons	Synallaxis cinnamomea		Bagado-2; La Playa-2
Synallaxis	erythrops	griseigularis	Cranioleuca erythrops		San Antonio-3
Synallaxis	gujanensis	columbiana	Synallaxis gujanensis		Buena Vista-3; Villavicencio-8
Synallaxis	moesta	moesta	Synallaxis moesta		Buena Vista-9; Villavicencio-1
Synallaxis	moesta	obscura	Synallaxis moesta		La Morelia-2
Synallaxis	pudica	chapmani	Synallaxis brachyura		Dabeiba-2
Synallaxis	pudica	nigrifumosa	Synallaxis brachyura		Alto Bonito-6; Bagado-1; Barbacoas-5; Cisneros-2; Noanama-2; Novita-1; Ricaurte-2; San Jose-4
Synallaxis	pudica	pudica	Synallaxis brachyura		Andalucia-6; Anolaima-1; Barbacoas-1; La Frijolera-1; San Agustin-2
Synallaxis	rutilans	caquetensis	Synallaxis rutilans		Florencia-3
Synallaxis	subpudica		Synallaxis subpudica		Bogota-2
Synallaxis	unirufa		Synallaxis unirufa		Coast Range-5; Cocal-4; El Roble-5; Penon-2; San Antonio-1
Synallaxis			Synallaxis		Buena Vista-1
Syndactyla	subalaris	subalaris	Syndactyla subalaris		Alban-1
Tachornis	squamata	squamata	Tachornis squamata		Villavicencio-2
Tachycineta	albiventer		Tachycineta albiventer		Villavicencio-4
Tachyphonus	cristatus	cristatus	Tachyphonus cristatus		Villavicencio-1
Tachyphonus	delatrii		Tachyphonus delatrii		Alto Bonito-4; Bagado-1; Barbacoas-11; Baudo-2; Buenavista-1; Juntas de Tamana-7; Noanama-2; Novita-5; Puerto Valdivia-6; San Jose-7
Tachyphonus	luctuosus		Tachyphonus luctuosus		Chicoral-2; Dabeiba-3; La Morelia-1; Magdalena River-1; Rio Frio-4
Tachyphonus	rufus		Tachyphonus rufus		Aguadita-1; Alban-1; Andalucia-4; Barro Blanco-1; Buena Vista-1; Caldas-2; Cali-1; Choachi-1; Dabeiba-6; Fusugasuga-1; Gallera-1; La Candela-3; La Palma-6; Lomitas-5; Miraflores-4; Ricaurte-9; Rio Frio-1; San Agustin-2; San Antonio-4
Tachyphonus	surinamus	brevipes	Tachyphonus surinamus		Villavicencio-1
Tachyphonus	surinamus	surinamus	Tachyphonus surinamus		La Morelia-3; Villavicencio-1
Tachyphonus			Tachyphonus delatrii		Rio Andagueda-1
Tanagra	olivacea	humilis	Euphonia minuta		Puerto Valdivia-1
Tanagra	xanthogastra	brevirostris	Ixothraupis xanthogastra		Florencia-2; La Candela-4; La Palma-2
Tanagra	xanthogastra	chocoensis	Ixothraupis xanthogastra		Alto Bonito-1; La Frijolera-3; Lomitas-1; San Antonio-2
Tangara	arthus	aurulenta			
Tangara	arthus	goodsoni	Tangara arthus		Ricaurte-1
Tangara	arthus	occidentalis	Tangara arthus		Cocal-2; Gallera-6; La Frijolera-4; Lomitas-4; Miraflores-1; Ricaurte-6; San Antonio-10
Tangara	atricapilla	heinei	Stilpnia heinei		Santa Elena-1
Tangara	atricapilla		Stilpnia heinei		Aguadita-5; Anolaima-3; Barro Blanco-2; Cerro Munchique-2; El Roble-5; La Candela-4; La Frijolera-1; La Sierra-6; Popayan-2; Ricaurte-3; San Antonio-5; Santa Elena-3; Subia-7
Tangara	aurulenta		Tangara arthus		La Candela-4; Subia-1
Tangara	boliviana		Tangara mexicana		La Morelia-2
Tangara	cayana	cayana	Tangara cayana		Villavicencio-1
Tangara	chilensis		Tangara chilensis		Andalucia-1; Florencia-1
Tangara	cyaneicollis	nanadensis	Stilpnia cyanicollis		Subia-1
Tangara	cyanicollis	caeruleocephala	Stilpnia cyanicollis		Andalucia-6; Buena Vista-4; Fusugasuga-2; La Candela-4; La Palma-2; San Agustin-12
Tangara	cyanicollis	granadensis	Stilpnia cyanicollis		Aguadita-1; Cocal-1; El Consuelo-1; Fusugasuga-1; La Frijolera-3; Lomitas-5; Miraflores-6; San Antonio-3
Tangara	episcopus	cana	Thraupis episcopus		Anolaima-2; Barbacoas-1; Miraflores-1; Novita-1; San Agustin-1; Villavicencio-2
Tangara	episcopus	leucoptera	Thraupis episcopus		Barrigon-2; Quetame-1
Tangara	episcopus		Thraupis episcopus		Buena Vista-1; Quetame-3
Tangara	florida		Tangara florida		Buenavista-8; Novita-1
Tangara	glaucocolpa		Thraupis glaucocolpa		La Playa-2
Tangara	guttata	bogotensis	Ixothraupis guttata		Buena Vista-3
Tangara	gyr.	gyroloides	Tangara gyrola		Buenaventura-1
Tangara	gyrola	bangsi	Tangara gyrola		Ricaurte-3
Tangara	gyrola	catharinae	Tangara gyrola		Buena Vista-4
Tangara	gyrola		Tangara gyrola		Gallera-1
Tangara	gyroloides	gyroloides	Tangara gyrola		Aguadita-2; Andalucia-5; Cocal-1; El Consuelo-1; Gallera-2; La Frijolera-4; Lomitas-4; San Antonio-4
Tangara	heinei		Stilpnia heinei		Anolaima-4; Choachi-1; Subia-1
Tangara	icterocephala		Tangara icterocephala		Gallera-1
Tangara	inornata		Tangara inornata		Puerto Valdivia-7
Tangara	johannae		Tangara johannae		Juntas de Tamana-5; Noanama-1; Ricaurte-1; Rio Andagueda-1; San Jose-2
Tangara	labradorides		Tangara labradorides		Aguadita-4; Anolaima-6; Cerro Munchique-4; El Eden-1; El Roble-6; Fusugasuga-3; La Candela-3; La Florida-1; La Palma-2; Lomitas-1; Miraflores-5; Salento-3; San Antonio-20; Santa Elena-5; Subia-8
Tangara	larvata	fanny	Stilpnia larvata		Bagado-4; Barbacoas-6; Buenavista-1; Cisneros-2; Noanama-2; Novita-3; Puerto Valdivia-1; San Agustin-1; San Jose-5
Tangara	lavinia	lavinia	Tangara lavinia		Buenaventura-1; Juntas de Tamana-1; Noanama-1; Novita-1; San Jose-6
Tangara	lavinia		Tangara lavinia		Buenavista-1
Tangara	nigrocincta		Stilpnia nigrocincta		Villavicencio-1
Tangara	nigroviridis	nigroviridis	Tangara nigroviridis		Aguadita-1; Cocal-1; El Eden-1; El Roble-5; Fusugasuga-1; Gallera-4; Paramillo-1; San Antonio-4; Santa Elena-4; Subia-6
Tangara	nigroviridis		Tangara nigroviridis		Subia-3
Tangara	palmarum	melanoptera	Thraupis palmarum		Andalucia-1; Barrigon-2; Buena Vista-2; Cali-1; Chicoral-1; Cisneros-1; Dabeiba-1; Florencia-2; La Frijolera-1; La Morelia-3; Noanama-1; Novita-1; Puerto Berrio-1; Puerto Valdivia-1; Quetame-2; San Jose-2; Subia-4; Turbaco-2; Villavicencio-1
Tangara	palmeri		Poecilostreptus palmeri		San Jose-2
Tangara	parzudakii		Tangara parzudakii		Aguadita-2; El Roble-1; La Palma-1; Subia-7
Tangara	ruficervix	ruficervix	Chalcothraupis ruficervix		Aguadita-1; Cerro Munchique-3; El Roble-2; Fusugasuga-2; Gallera-1; La Candela-1; Miraflores-2; Ricaurte-3; San Agustin-1; San Antonio-8
Tangara	ruficervix		Chalcothraupis ruficervix		El Roble-1; San Agustin-1
Tangara	rufigularis		Ixothraupis rufigula		Buenavista-4; Gallera-2; Ricaurte-4
Tangara	rulicapilla				Aguadita-1
Tangara	schrankii		Tangara schrankii		Florencia-1
Tangara	vassorii		Tangara vassorii		Almaguer-7; Choachi-1; Coast Range-2; El Eden-6; El Roble-7; La Florida-7; Laguneta-3; Paramillo-1; Penon-1; Rio Toche-1; Santa Elena-14
Tangara	vitriolina		Stilpnia vitriolina		Aguadita-3; Andalucia-3; Anolaima-1; Barrigon-1; Barro Blanco-5; Caldas-1; Cali-3; Chicoral-4; Honda-4; La Candela-2; La Frijolera-1; La Palma-2; La Sierra-3; Miraflores-3; Peque-1; Popayan-5; Rio Frio-1; Salento-1; San Agustin-12; San Antonio-6; Subia-5; Villavicencio-1
Tangara	xanthocephala	venusta	Tangara xanthocephala		Aguadita-1; Cerro Munchique-7; Coast Range-1; Cocal-1; El Roble-3; La Candela-1; La Florida-1; San Antonio-3; Subia-6
Tangara	xanthogastra		Ixothraupis xanthogastra		La Morelia-1
Tangara					Anolaima-1; Cali-3; La Frijolera-1; Santa Elena-2; Subia-1
Tapera	naevia		Tapera naevia		Caldas-1; La Frijolera-1; Palmira-1; Quetame-2; San Antonio-1; Tumaco-1; Villavicencio-1
Taraba	major	granadensis	Taraba major		Villavicencio-1
Taraba	tranaandeana	transandeana	Taraba major		Baudo-1; La Vieja-1
Taraba	transandeana	granadensis	Taraba major		Malena-1
Taraba	transandeana	nanadensis	Taraba major		Buena Vista-3; Honda-2; Villavicencio-1
Taraba	transandeana	transandeana	Taraba major		Alto Bonito-7; Barbacoas-11; Rio Frio-5
Terenotriccus	erythrurus	fulvigularis	Terenotriccus erythrurus		Alto Bonito-2; Puerto Valdivia-2; San Jose-1
Terenotriccus	erythrurus		Terenotriccus erythrurus		Alto Bonito-1
Terenotriccus	signatus	venezuelensis	Terenotriccus erythrurus		Villavicencio-1
Tersa	viridis	occidentalis	Tersina viridis		Miraflores-1
Tersina	viridis	occidentalis	Tersina viridis		Buena Vista-1; Caldas-1; Juntas de Tamana-2; Novita-4; Popayan-1; San Antonio-9; Villavicencio-5
Thalurania	colombica	colombica	Thalurania colombica		Andalucia-2; El Consuelo-1; La Candela-11; San Agustin-16
Thalurania	colombica	fannyae	Thalurania colombica		Alto Bonito-2; Buenavista-10; Juntas de Tamana-1; La Frijolera-1; La Vieja-1
Thalurania	colombica	verticeps	Thalurania colombica		Lomitas-3; San Antonio-3
Thalurania	colombica		Thalurania colombica		San Agustin-1
Thalurania	furcata	nigrofasciata	Thalurania furcata		Buena Vista-1; Florencia-1; La Morelia-1
Thamnistes	aequatorialis		Thamnistes anabatinus		La Morelia-3
Thamnistes	anabatinus	intermedius	Thamnistes anabatinus		Alto Bonito-1; Barbacoas-1
Thamnomanes	ardesiacus	ardesiacus	Thamnomanes ardesiacus		Florencia-3; La Morelia-4
Thamnomanes	glaucus		Thamnomanes caesius		Florencia-1; La Morelia-5
Thamnophilus	atrinucha	atrinucha	Thamnophilus atrinucha		Honda-2
Thamnophilus	atrinucha		Thamnophilus atrinucha		Barbacoas-11
Thamnophilus	canadensis	pulchellus	Sakesphorus canadensis		Calamar-1; Magdalena River-3
Thamnophilus	canadensis	pullchis	Sakesphorus canadensis		Turbaco-1
Thamnophilus	doliatus	albicans	Thamnophilus doliatus		Chicoral-1
Thamnophilus	doliatus	doliatus	Thamnophilus doliatus		Villavicencio-5
Thamnophilus	multistriatus		Thamnophilus multistriatus		Alban-2; Andalucia-2; Caldas-4; Cali-3; Cisneros-2; Fusugasuga-1; La Candela-2; La Frijolera-1; Lomitas-2; Miraflores-3; San Agustin-3; San Antonio-4
Thamnophilus	naevius	atrinnchus	Thamnophilus atrinucha		Chicoral-1
Thamnophilus	naevius	atrinuchus	Thamnophilus atrinucha		San Jose-1
Thamnophilus	nigriceps		Thamnophilus nigriceps		Malena-4; Puerto Berrio-3
Thamnophilus	nigrocinereus	cinereoniger	Thamnophilus nigrocinereus		Villavicencio-1
Thamnophilus	punctatus	interpositus	Thamnophilus punctatus		Villavicencio-2
Thamnophilus	punctatus		Thamnophilus punctatus		Alto Bonito-1
Thamnophilus	rad.	albicans	Thamnophilus doliatus		Malena-1
Thamnophilus	radiatus	albicans	Thamnophilus doliatus		Chicoral-3; Honda-4; Magdalena River-1; Malena-2; Puerto Berrio-3
Thamnophilus	tenuepunctatus		Thamnophilus tenuepunctatus		Villavicencio-4
Thamnophilus	transandeanus	transandeanus	Taraba major		Palmira-1; San Jose-3
Thamnophilus	unduliger		Frederickena unduliger		La Morelia-1
Thamnophilus	unicolor		Thamnophilus unicolor		Aguadita-2; Andalucia-1; Cerro Munchique-2; Cocal-2; Fusugasuga-2; Gallera-4; La Candela-3; La Palma-4; Ricaurte-2
Thamnophilus					Cali-1; Cocal-1; Malena-1
Theristicus			Theristicus caudatus		Barrigon-1; Palmira-1
Thraupis	cana	cana	Thraupis episcopus		Andalucia-3; Barbacoas-1; Barro Blanco-1; Calamar-3; Caldas-1; Cali-2; Chicoral-1; Dabeiba-2; Honda-3; Juntas de Tamana-1; La Frijolera-1; La Morelia-2; Lomitas-2; Miraflores-2; Noanama-1; Novita-2; Popayan-1; Puerto Valdivia-1; Rio Frio-1; San Antonio-3; San Jose-2; Tumaco-5
Thraupis	coclestis	coelestis	Thraupis episcopus		La Morelia-5
Threnetes	fraseri		Threnetes ruckeri		Barbacoas-4
Threnetes			Threnetes		Barbacoas-2; Florencia-1; La Morelia-1
Thripadectes	flammulatus		Thripadectes flammulatus		Laguneta-2
Thripadectes	sclateri		Thripadectes virgaticeps		Alban-1; Buenavista-1
Thripadectes	virgaticeps	sclateri	Thripadectes virgaticeps		San Antonio-3
Thripadectes					Anolaima-1
Thryophilus	albipectus	bogotensis	Cantorchilus leucotis		Villavicencio-4
Thryophilus	leucopogon		Cantorchilus leucopogon		Buenavista-1; San Jose-1
Thryophilus	nigricapillae	schotti	Cantorchilus nigricapillus		Buenaventura-2; Cisneros-2
Thryophilus	nigricapillus	nigricapillus	Cantorchilus nigricapillus		Barbacoas-1
Thryophilus	nigricapillus	schotti	Cantorchilus nigricapillus		Alto Bonito-13; Bagado-2; Baudo-1; Dabeiba-4; Juntas de Tamana-4; Puerto Valdivia-5; San Jose-9
Thryophilus	rufalbus	cumanensis	Thryophilus rufalbus		Villavicencio-8
Tiaris	olivaceus	pusillus	Tiaris olivaceus		Andalucia-2; Barro Blanco-1; Caldas-2; Dabeiba-1; El Consuelo-1; El Roble-1; La Palma-2; La Tigrerra-1; Lomitas-1; Miraflores-2; Palmira-1; Ricaurte-2; Rio Frio-1; Rio Toche-1; Salento-3; San Agustin-3; San Antonio-7; Santa Elena-1
Tiaris					Caldas-1; La Frijolera-1
Tigrisoma	lineatum		Tigrisoma lineatum		Malena-1
Tigrisoma					El Roble-1; Juntas de Tamana-1; Puerto Berrio-1
Tinamus					Barbacoas-2; Baudo-1; La Morelia-1; Puerto Valdivia-5
Tityra	buckleyi		Tityra inquisitor		Florencia-2
Tityra	cayana	cayana	Tityra cayana		Villavicencio-1
Tityra	cayana		Tityra cayana		Florencia-2; Villavicencio-1
Tityra	semifasciata	columbiana	Tityra semifasciata		Dabeiba-1; Puerto Valdivia-3
Tityra	semifasciata	columbiana	Tityra semifasciata		Noanama-1
Tityra	semifasciata	nigriceps	Tityra semifasciata		Barbacoas-1
Tityra	semifasciata	semifasciata	Tityra semifasciata		Buena Vista-1
Tityra	semifasciata	columbiana+esmeraldae	Tityra semifasciata		
Todirostrum	cinereum	cinereum	Todirostrum cinereum		Alto Bonito-3; Andalucia-4; Bagado-1; Barbacoas-1; Calamar-3; Caldas-2; Cali-6; Chicoral-2; Dabeiba-5; Honda-2; Juntas de Tamana-1; Lomitas-1; Malena-1; Miraflores-1; Puerto Valdivia-2; Rio Frio-1; San Jose-1; Turbaco-1; Villavicencio-1
Todirostrum	cinereum		Todirostrum cinereum		Cali-3; Peque-1
Todirostrum	laterrostri		Poecilotriccus latirostris		Florencia-1
Todirostrum	nigriceps		Todirostrum nigriceps		Malena-1
Todirostrum	schistaceiceps	superciliare	Poecilotriccus sylvia		Honda-2; Lomitas-1; Puerto Berrio-2; Rio Frio-2; Villavicencio-1
Todirostrum	schistaceiceps	supercilliare	Poecilotriccus sylvia		Palmira-1
Todirostrum	sclateri		Todirostrum cinereum		Barbacoas-3; Buenavista-1; Tumaco-2
Todirostrum			Poecilotriccus latirostris		Florencia-1
Tolmomyias	sulphurescens	exortivus	Tolmomyias sulphurescens		Chicoral-1; Malena-1; Opon-1
Totanus			Tringa melanoleuca		Cali-1; Palmira-1
Tringa	flavipes		Tringa flavipes		Barbacoas-1; Quibdo-2
Tringa	solitaria	solitaria	Tringa solitaria		Puerto Berrio-2; Quibdo-1; San Agustin-1; Villavicencio-2
Tringa	solitaria		Tringa solitaria		Barro Blanco-1; Buenavista-1; Novita-1
Troglodytes	aedon	albicans	Troglodytes aedon		Villavicencio-1
Troglodytes	aedon	columbae	Troglodytes aedon		Chipaque-5; Choachi-3; El Roble-1; Fomeque-1; Penon-2; Quetame-1; Tocaimito-1
Troglodytes	aedon	striatulus	Troglodytes aedon		Alto Bonito-1; Andalucia-1; Anolaima-3; Bagado-1; Caldas-4; Cali-7; Chicoral-2; Dabeiba-4; Honda-2; La Frijolera-2; La Sierra-1; La Tigrerra-1; Lomitas-3; Miraflores-2; Palmira-1; Rio Frio-1; Rio Toche-3; Salento-1; San Antonio-5; Santa Elena-1
Troglodytes	aedon		Troglodytes aedon		Villavicencio-4
Troglodytes	musculus	chapmani	Troglodytes aedon		Buena Vista-7
Troglodytes	solstitialis	solitarius	Troglodytes solstitialis		Almaguer-4; Cerro Munchique-3; El Eden-1; El Roble-2; La Palma-1; Laguneta-13; Paramo Santa Isabel-4; Penon-1; Rio Toche-1; Valle de las Papas-2
Troglodytes			Troglodytes aedon		Barbacoas-2; Tumaco-5
Trogon	chionurus		Trogon chionurus		Bagado-1; Barbacoas-6; Juntas de Tamana-3; San Jose-1
Trogon	collaris		Trogon collaris		Andalucia-3; Coast Range-2; Cocal-4; El Eden-2; El Roble-1; La Candela-3; La Florida-1; La Frijolera-3; Lomitas-2; Miraflores-2; Salento-1; San Antonio-11
Trogon	curucui	cupreicauda	Trogon curucui		San Jose-1
Trogon	curucui		Trogon curucui		Barbacoas-1; La Morelia-1
Trogon	massena	australis	Trogon massena		Alto Bonito-1; Bagado-1; Barbacoas-2; La Frijolera-2
Trogon	personatus	assimilis	Trogon personatus		Laguneta-3; Paramo Santa Isabel-2
Trogon	personatus	personatus	Trogon personatus		El Eden-2
Trogon	personatus		Trogon personatus		Almaguer-2; Andalucia-1; Buena Vista-1; Choachi-1; La Morelia-2; Paramillo-1; Puerto Valdivia-1; Santa Elena-1; Valle de las Papas-1
Trogon	rufus	cupreicauda	Trogon rufus		Alto Bonito-3; Bagado-1; Barbacoas-7; Baudo-2; Juntas de Tamana-1; Puerto Valdivia-1; Valle de las Papas-1
Trogon	s.	chionurus	Trogon chionurus		Barbacoas-1
Trogon	violaceus		Trogon violaceus		Florencia-1
Trogon	viridis		Trogon viridis		Alto Bonito-3; Dabeiba-1; Florencia-4; Puerto Valdivia-4; Villavicencio-1
Trogon					La Morelia-1; Penon-1
Trogonurus	assimilis		Trogon personatus		Almaguer-3
Trogonurus	personatus	assimilis	Trogon personatus		Laguneta-4
Trogonurus	personatus		Trogon personatus		Cocal-2; Gallera-1
Turannuscus	c.	chrysops	Zimmerius chrysops		Santa Elena-1
Turdus	fuscater	gigantodes	Turdus fuscater		Cerro Munchique-1; Rio Toche-1
Turdus	ignobilis	debilis	Turdus ignobilis		Villavicencio-2
Turdus	ignobilis	goodfellowi	Turdus ignobilis		Cali-4
Turdus	leucops		Turdus leucops		La Candela-2
