Institution,CatalogNumberPrefix,Kind of Object,Order,Family,ScientificName,Common Name (Name : Language),Date Collected,Country,ProvinceStateTerritory,PreciseLocation.Verbatim,Elevation.m,Collector,FieldNumber,Sex.Stage,Preparation.Remarks
NMNH,256041,Specimen/Lot,Passeriformes,Pipridae,Manacus vitellinus viridiventris,Golden-collared Manakin,1-Dec-11,Colombia,Cauca,"Rio Frio, Cauca River",1067 m,"Allen, A. A.; Miller, L. E.",1534; AMNH 112404,unknown/Juvenile,Skin: Whole
NMNH,256203,Specimen/Lot,Passeriformes,Turdidae,Turdus ignobilis goodfellowi,Black-billed Thrush,1-Dec-11,Colombia,Cauca,"Rio Frio, Cauca River",1067 m,"Allen, A. A.; Miller, L. E.",1537; AMNH 112585; 585,Male,Skin: Whole
NMNH,256155,Specimen/Lot,Passeriformes,Furnariidae,Synallaxis albescens insignis,Pale-breasted Spinetail,2-Dec-11,Colombia,Cauca,"Rio Frio, Cauca River",1067 m,"Allen, A. A.; Miller, L. E.",1543; AMNH 112044,unknown,Skin: Whole
NMNH,256029,Specimen/Lot,Passeriformes,Tyrannidae,Lophotriccus pileatus squamaecrista,Scale-crested Pygmy-Tyrant; Scale-crested Pygmy Tyrant,9-Dec-11,Colombia,Cauca,"Salencio, Novita Trail, W Andes",1676 m,"Allen, A. A.; Miller, L. E.",1553; AMNH 112234,unknown,Skin: Whole
NMNH,256311,Specimen/Lot,Passeriformes,Icteridae,Scaphidura oryzivora oryzivora,Giant Cowbird,13-Dec-11,Colombia,Cauca,"W. Andes, Novita Trail",488 m,"Allen, A. A.; Miller, L. E.",1584; AMNH 113201,Male,Skin: Whole
NMNH,323029,Specimen/Lot,Coraciiformes,Momotidae,Baryphthengus ruficapillus semirufus,Rufous Motmot,18-Dec-11,Colombia,Cauca,"Juntas De Tamana, Rio San Juan",244 m,"Allen, A. A.; Miller, L. E.",1640,Male,Skin: Whole
NMNH,256144,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula fulviventris salmoni,Checker-throated Antwren; Checker-throated Stipplethroat,18-Dec-11,Colombia,Cauca,"Juntas De Tamana, Rio San Juan",244 m,"Miller, L. E.; Allen, A. A.",1654,Female,Skin: Whole
NMNH,256294,Specimen/Lot,Passeriformes,Parulidae,Phaeothlypis fulvicauda semicervina,Buff-rumped Warbler,19-Dec-11,Colombia,Cauca,"Juntas De Tamana, Rio San Juan",244 m,"Allen, A. A.; Miller, L. E.",1680; AMNH 113264,unknown,Skin: Whole
NMNH,255852,Specimen/Lot,Coraciiformes,Momotidae,Baryphthengus ruficapillus semirufus,Rufous Motmot,20-Dec-11,Colombia,Cauca,"Juntas De Tamana, Rio San Juan",244 m,"Allen, A. A.; Miller, L. E.",1706,Male,Skin: Whole
NMNH,256042,Specimen/Lot,Passeriformes,Pipridae,Manacus vitellinus viridiventris,Golden-collared Manakin,20-Dec-11,Colombia,Cauca,"Juntas De Tamana, Rio San Juan",244 m,"Allen, A. A.; Miller, L. E.",1723; AMNH 112403,Male,Skin: Whole
NMNH,256333,Specimen/Lot,Passeriformes,Emberizidae,Ramphocelus flammigerus icteronotus,Flame-rumped Tanager; Flame-rumped Tanager (Lemon-rumped); Lemon-rumped Tanager,20-Dec-11,Colombia,Cauca,"Juntas De Tamana, Rio San Juan",244 m,"Allen, A. A.; Miller, L. E.",69,Male,Skin: Whole
NMNH,256337,Specimen/Lot,Passeriformes,Emberizidae,Tachyphonus delatrii,Tawny-chested Tanager; Tawny-crested Tanager,20-Dec-11,Colombia,Cauca,"Juntas De Tamana, Rio San Juan",244 m,"Allen, A. A.; Miller, L. E.",1720,Male,Skin: Whole
NMNH,256148,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula surinamensis pacifica,Streaked Antwren; Pacific Antwren,21-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1737,unknown,Skin: Whole
NMNH,256050,Specimen/Lot,Passeriformes,Pipridae,Pipra coronata minuscula,Blue-crowned Manakin,21-Dec-11,Colombia,Cauca,"Rio San Juan, Novita",122 m,"Allen, A. A.; Miller, L. E.",1734; AMNH 112396,Male,Skin: Whole
NMNH,256334,Specimen/Lot,Passeriformes,Emberizidae,Ramphocelus flammigerus icteronotus,Flame-rumped Tanager; Flame-rumped Tanager (Lemon-rumped); Lemon-rumped Tanager,21-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",,Male,Skin: Whole
NMNH,256234,Specimen/Lot,Passeriformes,Troglodytidae,Henicorhina leucosticta inornata,White-breasted Wood-Wren; White-breasted Wood Wren,23-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1760; AMNH 112557,Male,Skin: Whole
NMNH,256336,Specimen/Lot,Passeriformes,Emberizidae,Tachyphonus delatrii,Tawny-chested Tanager; Tawny-crested Tanager,23-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1767,Male,Skin: Whole
NMNH,255977,Specimen/Lot,Passeriformes,Tyrannidae,Colonia colonus leuconotus,Long-tailed Tyrant,24-Dec-11,Colombia,Choco,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1781; AMNH 112198,Male,Skin: Whole
NMNH,256128,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul maculifer,Chestnut-backed Antbird,24-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",,Male,Skin: Whole
NMNH,256080,Specimen/Lot,Passeriformes,Cotingidae,Querula purpurata,Purple-throated Fruitcrow,24-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1779; AMNH 112450,Male,Skin: Whole
NMNH,255866,Specimen/Lot,Piciformes,Capitonidae,Capito maculicoronatus rubrilateralis,Spot-crowned Barbet,26-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1806; AMNH 111766,Female,Skin: Whole
NMNH,256411,Specimen/Lot,Passeriformes,Emberizidae,Euphonia xanthogaster chocoensis,Orange-bellied Euphonia,26-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1809; 937,Female,Skin: Whole
NMNH,256127,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul maculifer,Chestnut-backed Antbird,26-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1841,Male,Skin: Whole
NMNH,256079,Specimen/Lot,Passeriformes,Cotingidae,Querula purpurata,Purple-throated Fruitcrow,26-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1836; AMNH 112452,Female,Skin: Whole
NMNH,256462,Specimen/Lot,Passeriformes,Emberizidae,Sporophila nigricollis nigricollis,Yellow-bellied Seedeater,26-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",AMNH 112720; 1813,Male,Skin: Whole
NMNH,256049,Specimen/Lot,Passeriformes,Pipridae,Pipra coronata minuscula,Blue-crowned Manakin,27-Dec-11,Colombia,Cauca,"Rio San Juan, Novita",122 m,"Allen, A. A.; Miller, L. E.",1853; AMNH 112393,Male,Skin: Whole
NMNH,256121,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus punctatus atrinucha,Western Slaty-Antshrike; Black-crowned Antshrike,27-Dec-11,Colombia,Cauca,"Novita, Rio San Juan",122 m,"Allen, A. A.; Miller, L. E.",1850,Female,Skin: Whole
NMNH,256147,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula surinamensis pacifica,Streaked Antwren; Pacific Antwren,29-Dec-11,Colombia,Cauca,"Noanama, Rio San Juan",91 m,"Allen, A. A.; Miller, L. E.",,unknown,Skin: Whole
NMNH,256146,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula surinamensis pacifica,Streaked Antwren; Pacific Antwren,30-Dec-11,Colombia,Cauca,"Noanama, Rio San Juan",,"Allen, A. A.; Miller, L. E.",1895,Male,Skin: Whole
NMNH,256161,Specimen/Lot,Passeriformes,Furnariidae,Synallaxis brachyura chapmani,Slaty Spinetail,31-Dec-11,Colombia,Cauca,"Noanama, Rio San Juan",91 m,"Allen, A. A.; Miller, L. E.",1920; AMNH 112041,Male,Skin: Whole
NMNH,255876,Specimen/Lot,Piciformes,Picidae,Melanerpes pucherani,Black-cheeked Woodpecker,2-Jan-12,Colombia,Choco,"Noanama, Rio San Juan",91 m,"Allen, A. A.; Miller, L. E.",1941,Male,Skin: Whole
NMNH,255835,Specimen/Lot,Psittaciformes,Psittacidae,Amazona mercenaria canipalliata,Scaly-naped Parrot; Scaly-naped Amazon,1-Mar-12,Colombia,Cauca,"La Sierra, Central Andes",2073 m,"Allen, A. A.; Miller, L. E.",2032; AMNH 115757,Female,Skin: Whole
NMNH,255834,Specimen/Lot,Psittaciformes,Psittacidae,Amazona mercenaria canipalliata,Scaly-naped Parrot; Scaly-naped Amazon,1-Mar-12,Colombia,Cauca,"La Sierra, Central Andes",2073 m,"Allen, A. A.; Miller, L. E.",2030; AMNH 115755,Male,Skin: Whole
NMNH,256169,Specimen/Lot,Passeriformes,Furnariidae,Anabacerthia striaticollis striaticollis,Montane Foliage-gleaner,1-Mar-12,Colombia,Cauca,"La Sierra, Central Andes",2073 m,"Allen, A. A.; Miller, L. E.",2039; AMNH 116410,Male,Skin: Whole
NMNH,256323,Specimen/Lot,Passeriformes,Icteridae,Psarocolius angustifrons salmoni,Russet-backed Oropendola,1-Mar-12,Colombia,Cauca,"La Sierra, Central Andes",2073 m,"Allen, A. A.; Miller, L. E.",2033; AMNH 117485,Male,Skin: Whole
NMNH,256380,Specimen/Lot,Passeriformes,Emberizidae,Tangara heinei,Blue-and-black Tanager (Spot-bellied); Black-capped Tanager,1-Mar-12,Colombia,Cauca,La Sierra,2073 m,"Allen, A. A.; Miller, L. E.",2019,Male,Skin: Whole
NMNH,256253,Specimen/Lot,Passeriformes,Vireonidae,Vireo gilvus dissors,Warbling Vireo; Brown-capped Vireo,1-Mar-12,Colombia,Cauca,"La Sierra, Central Andes",2073 m,"Allen, A. A.; Miller, L. E.",2029; AMNH 116979,Male,Skin: Whole
NMNH,255953,Specimen/Lot,Apodiformes,Trochilidae,Chlorostilbon melanorhynchus pumilus,,1-Mar-12,Colombia,Cauca,"La Sierra, Central Andes",2073 m,"Miller, L. E.",2022,Female,Skin: Whole
NMNH,255926,Specimen/Lot,Apodiformes,Trochilidae,Hylocharis grayi grayi,Blue-headed Sapphire,2-Mar-12,Colombia,Cauca,"La Sierra, Central Andes",2073 m,"Allen, A. A.; Miller, L. E.",2048,Male,Skin: Whole
NMNH,255988,Specimen/Lot,Passeriformes,Tyrannidae,Zimmerius viridiflavus chrysops,Golden-faced Tyrannulet (Golden-faced); Golden-faced Tyrannulet,2-Mar-12,Colombia,Cauca,"La Sierra, Central Andes",2073 m,"Allen, A. A.; Miller, L. E.",2053; AMNH 116596,Male,Skin: Whole
NMNH,256433,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes torquatus assimilis,Gray-browed Brushfinch; Grey-browed Brushfinch,11-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2080; 117168,Male,Skin: Whole
NMNH,255824,Specimen/Lot,Columbiformes,Columbidae,Geotrygon frenata bourcieri,White-throated Quail-Dove,11-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2097,Male,Skin: Whole
NMNH,256349,Specimen/Lot,Passeriformes,Emberizidae,Iridosornis rufivertex ignicapillus,Golden-crowned Tanager,11-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2111,Male,Skin: Whole
NMNH,256103,Specimen/Lot,Passeriformes,Formicariidae,Grallaria nuchalis ruficeps,Chestnut-naped Antpitta,13-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",,Female,Skin: Whole
NMNH,255895,Specimen/Lot,Apodiformes,Trochilidae,Metallura tyrianthina tyrianthina,Tyrian Metaltail (Merida); Tyrian Metaltail,13-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2153,Male,Skin: Whole
NMNH,255896,Specimen/Lot,Apodiformes,Trochilidae,Metallura tyrianthina tyrianthina,Tyrian Metaltail (Merida); Tyrian Metaltail,13-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2158,Female,Skin: Whole
NMNH,256287,Specimen/Lot,Passeriformes,Parulidae,Conirostrum albifrons,Capped Conebill,14-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2183; AMNH 117207,Male,Skin: Whole
NMNH,255904,Specimen/Lot,Apodiformes,Trochilidae,Heliangelus exortis,Tourmaline Sunangel,14-Mar-12,Colombia,Cauca,Almaguer,3139 m,"Allen, A. A.; Miller, L. E.",2194,Male,Skin: Whole
NMNH,256430,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes schistaceus schistaceus,Slaty Brushfinch,15-Mar-12,Colombia,Cauca,"Almaguer, Cenral Andes",3139 m,"Allen, A. A.; Miller, L. E.",117154; 2219,Male,Skin: Whole
NMNH,256282,Specimen/Lot,Passeriformes,Emberizidae,Diglossa caerulescens,Bluish Flowerpiercer,15-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2201; AMNH 117196,Male,Skin: Whole
NMNH,256284,Specimen/Lot,Passeriformes,Emberizidae,Diglossa cyanea cyanea,Masked Flowerpiercer,16-Mar-12,Colombia,Cauca,"Alamguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2236; AMNH 117191,Male,Skin: Whole
NMNH,256174,Specimen/Lot,Passeriformes,Furnariidae,Margarornis squamiger perlatus,Pearled Treerunner,16-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2243; AMNH 116422,Male,Skin: Whole
NMNH,255894,Specimen/Lot,Apodiformes,Trochilidae,Metallura tyrianthina tyrianthina,Tyrian Metaltail (Merida); Tyrian Metaltail,16-Mar-12,Colombia,Cauca,"Almaguer, Central Andes",3139 m,"Allen, A. A.; Miller, L. E.",2242,Male,Skin: Whole
NMNH,256101,Specimen/Lot,Passeriformes,Rhinocryptidae,Scytalopus unicolor latrans,Blackish Tapaculo (Blackish); Blackish Tapaculo,16-Mar-12,Colombia,Cauca,"Almaguer, Andes",3139 m,"Allen, A. A.; Miller, L. E.",2246,Male,Skin: Whole
NMNH,232535,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul cassini,Chestnut-backed Antbird,19-Mar-12,Colombia,,Cana,549 m,"Goldman, E. A.",15394,Female,Skin: Whole
NMNH,256008,Specimen/Lot,Passeriformes,Tyrannidae,Mecocerculus leucophrys rufomarginatus,White-throated Tyrannulet,25-Mar-12,Colombia,Huila,"Valle De Las Papas, Central Andes",3048 m,"Allen, A. A.; Miller, L. E.",2289; AMNH 116511,Male,Skin: Whole
NMNH,256007,Specimen/Lot,Passeriformes,Tyrannidae,Mecocerculus leucophrys setophagoides,White-throated Tyrannulet,27-Mar-12,Colombia,Huila,"Valle De Las Papas, Central Andes",3048 m,"Allen, A. A.; Miller, L. E.",2333; AMNH 116515,Female,Skin: Whole
NMNH,256289,Specimen/Lot,Passeriformes,Parulidae,Conirostrum sitticolor sitticolor,Blue-backed Conebill,28-Mar-12,Colombia,Huila,"Valle De Las Papas, Central Andes",3048 m,"Allen, A. A.; Miller, L. E.",2331; AMNH 117201,Male,Skin: Whole
NMNH,256172,Specimen/Lot,Passeriformes,Furnariidae,Margarornis squamiger perlatus,Pearled Treerunner,28-Mar-12,Colombia,Huila,"Valle De Las Papas, Central Andes",3048 m,"Allen, A. A.; Miller, L. E.",2339; AMNH 116428,Male,Skin: Whole
NMNH,256171,Specimen/Lot,Passeriformes,Furnariidae,Margarornis squamiger perlatus,Pearled Treerunner,28-Mar-12,Colombia,Huila,"Valle Da Las Papas, Central Andes",3048 m,"Allen, A. A.; Miller, L. E.",2336; AMNH 116425,Female,Skin: Whole
NMNH,256301,Specimen/Lot,Passeriformes,Parulidae,Myioborus ornatus chrysops,Golden-fronted Redstart (Golden-fronted); Golden-fronted Whitestart,28-Mar-12,Colombia,Huila,"Valle De Las Papas, Central Andes",3048 m,"Allen, A. A.; Miller, L. E.",2332; AMNH 116996,Female,Skin: Whole
NMNH,256011,Specimen/Lot,Passeriformes,Tyrannidae,Serpophaga cinerea cinerea,Torrent Tyrannulet,10-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2378; AMNH 116567,Female,Skin: Whole
NMNH,256361,Specimen/Lot,Passeriformes,Emberizidae,Anisognathus flavinuchus victorini,Blue-winged Mountain-Tanager; Blue-winged Mountain Tanager,11-Apr-12,Colombia,Huila,"San Augustin, Near",1524 m,"Miller, L. E.",2388,Female,Skin: Whole
NMNH,255984,Specimen/Lot,Passeriformes,Tyrannidae,Zimmerius viridiflavus chrysops,Golden-faced Tyrannulet (Golden-faced); Golden-faced Tyrannulet,15-Apr-12,Colombia,Huila,"San Augustin, Near",1524 m,"Miller, L. E.",2446; AMNH 116595,Female,Skin: Whole
NMNH,256446,Specimen/Lot,Passeriformes,Emberizidae,Saltator albicollis stiatipectus x perstriatus,Lesser Antillean Saltator,16-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2470; AMNH 117074,Male,Skin: Whole
NMNH,256463,Specimen/Lot,Passeriformes,Emberizidae,Sporophila nigricollis nigricollis,Yellow-bellied Seedeater,16-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",AMNH 117045; 2463,Male,Skin: Whole
NMNH,256400,Specimen/Lot,Passeriformes,Emberizidae,Tangara vitriolina,Rufous-winged Tanager; Scrub Tanager,16-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2466,Male,Skin: Whole
NMNH,256399,Specimen/Lot,Passeriformes,Emberizidae,Tangara vitriolina,Rufous-winged Tanager; Scrub Tanager,17-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2476,Male,Skin: Whole
NMNH,255969,Specimen/Lot,Passeriformes,Tyrannidae,Myiodynastes chrysocephalus minor,Golden-crowned Flycatcher,18-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2499; AMNH 116634,Male,Skin: Whole
NMNH,256093,Specimen/Lot,Passeriformes,Cotingidae,Rupicola peruviana aequatorialis,Andean Cock-of-the-rock,19-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2526; AMNH 116806,Male,Skin: Whole
NMNH,256090,Specimen/Lot,Passeriformes,Cotingidae,Rupicola peruviana aequatorialis,Andean Cock-of-the-rock,19-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2529; AMNH 116791,Male,Skin: Whole
NMNH,256092,Specimen/Lot,Passeriformes,Cotingidae,Rupicola peruviana aequatorialis,Andean Cock-of-the-rock,19-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2524; AMNH 116796,Male,Skin: Whole
NMNH,256094,Specimen/Lot,Passeriformes,Cotingidae,Rupicola peruviana aequatorialis,Andean Cock-of-the-rock,19-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2519; AMNH 116808,Female,Skin: Whole
NMNH,256091,Specimen/Lot,Passeriformes,Cotingidae,Rupicola peruviana aequatorialis,Andean Cock-of-the-rock,19-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2532; AMNH 116779,Male,Skin: Whole
NMNH,256373,Specimen/Lot,Passeriformes,Emberizidae,Tangara cyanicollis,Blue-browed Tanager; Blue-necked Tanager,19-Apr-12,Colombia,Huila,"San Augustin, Near",1524 m,"Miller, L. E.",2708; AMNH117303,unknown,Skin: Whole
NMNH,256112,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus multistriatus multistriatus,Bar-crested Antshrike,19-Apr-12,Colombia,Huila,"San Augustin, Near",1524 m,"Miller, L. E.",,Male,Skin: Whole
NMNH,255994,Specimen/Lot,Passeriformes,Tyrannidae,Mionectes striaticollis columbianus,Streak-necked Flycatcher,21-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2552; AMNH 116572,Male,Skin: Whole
NMNH,255968,Specimen/Lot,Passeriformes,Tyrannidae,Myiodynastes chrysocephalus minor,Golden-crowned Flycatcher,22-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2560; AMNH 116633,Female,Skin: Whole
NMNH,256371,Specimen/Lot,Passeriformes,Emberizidae,Tangara cyanicollis,Blue-browed Tanager; Blue-necked Tanager,22-Apr-12,Colombia,Huila,"San Augustin, Near",1524 m,"Miller, L. E.",2565; AMNH117297,Male,Skin: Whole
NMNH,256370,Specimen/Lot,Passeriformes,Emberizidae,Tangara cyanicollis,Blue-browed Tanager; Blue-necked Tanager,22-Apr-12,Colombia,Huila,"San Augustin, Near",1524 m,"Miller, L. E.",2561,Female,Skin: Whole
NMNH,255901,Specimen/Lot,Apodiformes,Trochilidae,Aglaiocercus kingi mocoa,Long-tailed Sylph,24-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2587,Male,Skin: Whole
NMNH,256248,Specimen/Lot,Passeriformes,Vireonidae,Hylophilus semibrunneus,Rufous-naped Greenlet,24-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2585; AMNH 116981,Male,Skin: Whole
NMNH,255938,Specimen/Lot,Apodiformes,Trochilidae,Amazilia franciae franciae,Andean Emerald,25-Apr-12,Colombia,Huila,"San Agustin, Near",1524 m,"Miller, L. E.",2601,Male,Skin: Whole
NMNH,256424,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes albinucha gutturalis,White-naped Brush-Finch; White-naped Brushfinch (White-naped); White-naped Brushfinch,27-Apr-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2611; 117145,unknown,Skin: Whole
NMNH,256180,Specimen/Lot,Passeriformes,Furnariidae,Premnoplex brunnescens brunnescens,Spotted Barbtail,28-Apr-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2619; AMNH 116432,Male,Skin: Whole
NMNH,256362,Specimen/Lot,Passeriformes,Emberizidae,Anisognathus flavinuchus victorini,Blue-winged Mountain-Tanager; Blue-winged Mountain Tanager,29-Apr-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2641,Male,Skin: Whole
NMNH,256089,Specimen/Lot,Passeriformes,Cotingidae,Rupicola peruviana aequatorialis,Andean Cock-of-the-rock,30-Apr-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2664; AMNH 116826,Male,Skin: Whole
NMNH,255836,Specimen/Lot,Psittaciformes,Psittacidae,Amazona mercenaria canipalliata,Scaly-naped Parrot; Scaly-naped Amazon,1-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2675; AMNH 115758,Female,Skin: Whole
NMNH,256039,Specimen/Lot,Passeriformes,Tyrannidae,Ochthoeca cinnamomeiventris cinnamomeiventris,Slaty-backed Chat-Tyrant (Slaty-backed); Slaty-backed Chat-Tyrant,1-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2682; AMNH 116497,Female,Skin: Whole
NMNH,256202,Specimen/Lot,Passeriformes,Turdidae,Turdus ignobilis ignobilis,Black-billed Thrush,1-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2678; AMNH 116949,Male,Skin: Whole
NMNH,256187,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus triangularis triangularis,Olive-backed Woodcreeper,1-May-12,Colombia,Huila,La Candela,1676 m,"Miller, L. E.",,Male,Skin: Whole
NMNH,256097,Specimen/Lot,Passeriformes,Rhinocryptidae,Scytalopus femoralis confusus,White-crowned Tapaculo; Northern White-crowned Tapaculo,2-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2694,Male,Skin: Whole
NMNH,256189,Specimen/Lot,Passeriformes,Dendrocolaptidae,Lepidocolaptes affinis sneiderni,Spot-crowned Woodcreeper; Montane Woodcreeper,3-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2711; AMNH 116473,Female,Skin: Whole
NMNH,255993,Specimen/Lot,Passeriformes,Tyrannidae,Leptopogon rufipectus rufipectus,Rufous-breasted Flycatcher,3-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2701; AMNH 116587,Female,Skin: Whole
NMNH,255809,Specimen/Lot,Galliformes,Cracidae,Ortalis motmot columbiana,Colombian Chachalaca,3-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",AMNH 115629; 2749,Male,Skin: Whole
NMNH,255838,Specimen/Lot,Psittaciformes,Psittacidae,Pionus chalcopterus chalcopterus,,4-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2716; AMNH 115762,Male,Skin: Whole
NMNH,256000,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea pyrrhoptera,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,4-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2714; AMNH 116652,Female,Skin: Whole
NMNH,256116,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus unicolor grandior,Uniform Antshrike,4-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2741,Male,Skin: Whole
NMNH,256118,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus unicolor grandior,Uniform Antshrike,4-May-12,Colombia,Huila,La Palma,1676 m,"Miller, L. E.",2722,Male,Skin: Whole
