Chapman	Clements	Locality.specific	Locality	Count
Chlorophanes spiza caerulescens	Chlorophanes spiza	Miraflores	Miraflores	3
Chlorophanes spiza caerulescens	Chlorophanes spiza	La Frijolera	La Frijolera	2
Chlorophanes spiza caerulescens	Chlorophanes spiza	El Consuelo	El Consuelo	3
Chlorophanes spiza caerulescens	Chlorophanes spiza	Aguadita	Aguadita	3
Chlorophanes spiza caerulescens	Chlorophanes spiza	La Palma	La Palma	1
Chlorophanes spiza caerulescens	Chlorophanes spiza	Florencia	Florencia	3
Chlorophanes spiza caerulescens	Chlorophanes spiza	La Morelia	La Morelia	1
Tersina viridis occidentalis	Tersina viridis	Juntas de Tamana	Juntas de Tamana	2
Tersina viridis occidentalis	Tersina viridis	Novita	Novita	4
Tersina viridis occidentalis	Tersina viridis	Caldas	Caldas	1
Tersina viridis occidentalis	Tersina viridis	San Antonio	San Antonio	8
Tersina viridis occidentalis	Tersina viridis	Miraflores	Miraflores	1
Tersina viridis occidentalis	Tersina viridis	Popayan	Popayan	1
Tersina viridis occidentalis	Tersina viridis	Honda	Honda (W of)	1
Tersina viridis occidentalis	Tersina viridis	Villavicencio	Villavicencio	5
Chlorophonia pretrei	Chlorophonia pyrrhophrys	Cerro Munchique	Cerro Munchique	1
Chlorophonia pretrei	Chlorophonia pyrrhophrys	Santa Isabel	Paramo Santa Isabel	1
Chlorophonia pretrei	Chlorophonia pyrrhophrys	Santa Elena	Santa Elena	3
Tanagra cyanocephala cyanocephala	Euphonia cyanocephala	Caldas	Caldas	3
Tanagra cyanocephala cyanocephala	Euphonia cyanocephala	Antioquia	Antioquia	1
Tanagra cyanocephala cyanocephala	Euphonia cyanocephala	La Sierra	La Sierra	1
Tanagra cyanocephala cyanocephala	Euphonia cyanocephala	Buena Vista	Buena Vista	3
Tanagra aurea pileata	Nemosia pileata	Buena Vista	Buena Vista	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Alto Bonito	Alto Bonito	3
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Juntas de Tamana	Juntas de Tamana	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Novita	Novita	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	San Jose	San Jose	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Barbacoas	Barbacoas	8
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	La Frijolera	La Frijolera	3
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Novita Trail (6000 ft)	Novita Trail	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Las Lomitas	Lomitas	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	San Antonio	San Antonio	5
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Cerro Munchique	Cerro Munchique	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Gallera	Gallera	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Cocal	Cocal	2
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Ricaurte	Ricaurte	1
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Miraflores	Miraflores	3
Tanagra xanthogastra chocoensis	Euphonia xanthogaster	Salento	Salento	1
Tanmagra xanthogastra brevirostris	Euphonia xanthogaster	La Palma	La Palma	2
Tanmagra xanthogastra brevirostris	Euphonia xanthogaster	La Candela	La Candela	4
Tanmagra xanthogastra brevirostris	Euphonia xanthogaster	Andalucia (5000 ft)	Andalucia	1
Tanmagra xanthogastra brevirostris	Euphonia xanthogaster	Caqueta Trail (2500 ft)	Caqueta Trail	1
Tanmagra xanthogastra brevirostris	Euphonia xanthogaster	La Morelia	La Morelia	4
Tanmagra xanthogastra brevirostris	Euphonia xanthogaster	Florencia	Florencia	2
Tanmagra xanthogastra brevirostris	Euphonia xanthogaster	Quetame	Quetame	1
Tanmagra xanthogastra brevirostris	Euphonia xanthogaster	Buena Vista	Buena Vista	2
Tanagra concinna	Euphonia concinna	Honda	Honda (W of)	5
Tanagra saturata	Euphonia saturata	Caldas	Caldas	6
Tanagra saturata	Euphonia saturata	Cali	Cali	1
Tanagra olivacea humilis	Euphonia minuta	Quibdo	Quibdo	3
Tanagra olivacea humilis	Euphonia minuta	Baudo	Baudo	1
Tanagra olivacea humilis	Euphonia minuta	Juntas de Tamana	Juntas de Tamana	1
Tanagra olivacea humilis	Euphonia minuta	Noanama	Noanama	6
Tanagra olivacea humilis	Euphonia minuta	Barbacoas	Barbacoas	1
Tanagra olivacea humilis	Euphonia minuta	Puerto Valdivia	Puerto Valdivia	1
Tanagra fulvicrissa purpurascens	Euphonia fulvicrissa	Barbacoas	Barbacoas	1
Tanagra fulvicrissa omissa	Euphonia fulvicrissa	Quibdo	Quibdo	1
Tanagra fulvicrissa omissa	Euphonia fulvicrissa	Bagado	Bagado	1
Tanagra fulvicrissa omissa	Euphonia fulvicrissa	Juntas de Tamana	Juntas de Tamana	1
Tanagra fulvicrissa omissa	Euphonia fulvicrissa	Noanama	Noanama	1
Tanagra fulvicrissa omissa	Euphonia fulvicrissa	San Jose	San Jose	1
Tanagra crassirostris crassirostris	Euphonia laniirostris	Puerto Valdivia	Puerto Valdivia	6
Tanagra crassirostris crassirostris	Euphonia laniirostris	La Manuelita	La Manuelita	2
Tanagra crassirostris crassirostris	Euphonia laniirostris	Cauca Valley	NA	3
Tanagra crassirostris crassirostris	Euphonia laniirostris	Puerto Berrio	Puerto Berrio	3
Tanagra crassirostris crassirostris	Euphonia laniirostris	Honda	Honda	5
Tanagra crassirostris crassirostris	Euphonia laniirostris	El Consuelo	El Consuelo	1
Tanagra crassirostris crassirostris	Euphonia laniirostris	Chicoral	Chicoral	1
Tanagra melanura	Euphonia laniirostris	Florencia	Florencia	1
Tanagra chrysopasta	Euphonia chrysopasta	Buena Vista	Buena Vista	1
Tanagra chrysopasta	Euphonia chrysopasta	Villavicencio	Villavicencio	3
Chlorochrysa calliparaea bourcieri	Chlorochrysa calliparaea	San Agustin (near)	San Agustin	2
Chlorochrysa calliparaea bourcieri	Chlorochrysa calliparaea	La Candela	La Candela	1
Chlorochrysa phoenicotis	Chlorochrysa phoenicotis	Novita Trail (7200 ft)	Novita Trail	2
Chlorochrysa phoenicotis	Chlorochrysa phoenicotis	Cerro Munchique	Cerro Munchique	1
Chlorochrysa phoenicotis	Chlorochrysa phoenicotis	Gallera	Gallera	6
Chlorochrysa nitidissima	Chlorochrysa nitidissima	Las Lomitas	Lomitas	4
Chlorochrysa nitidissima	Chlorochrysa nitidissima	San Antonio	San Antonio	3
Chlorochrysa nitidissima	Chlorochrysa nitidissima	Gallera	Gallera	1
Chlorochrysa nitidissima	Chlorochrysa nitidissima	Salento	Salento	2
Pipridea melanota venezuelensis	Pipraeidea melanonota	Rio Lima	NA	1
Pipridea melanota venezuelensis	Pipraeidea melanonota	Popayan	Popayan	1
Pipridea melanota venezuelensis	Pipraeidea melanonota	Aguadita	Aguadita	4
Pipridea melanota venezuelensis	Pipraeidea melanonota	Tenasuca	Tenasuca	4
Procnopis vassori	Tangara vassorii	Paramillo	Paramillo	1
Procnopis vassori	Tangara vassorii	Andes W of Popayan (10340 ft)	Coast Range	2
Procnopis vassori	Tangara vassorii	La Florida (7725 ft)	La Florida	7
Procnopis vassori	Tangara vassorii	Almaguer	Almaguer	7
Procnopis vassori	Tangara vassorii	Salento	Salento	1
Procnopis vassori	Tangara vassorii	Laguneta	Laguneta	3
Procnopis vassori	Tangara vassorii	Santa Elena	Santa Elena	11
Procnopis vassori	Tangara vassorii	El Eden	El Eden	6
Procnopis vassori	Tangara vassorii	Rio Toche	Rio Toche	1
Procnopis vassori	Tangara vassorii	El Roble	Los Robles	6
Procnopis vassori	Tangara vassorii	El Penon	El Penon	1
Tangara chilensis	Tangara chilensis	Andalucia (5000 ft)	Andalucia	1
Tangara chilensis	Tangara chilensis	Florencia	Florencia	1
Tangara schrankii	Tangara schrankii	Florencia	Florencia	1
Tangara johannae	Tangara johannae	Rio Andagueda	Rio Andagueda	1
Tangara johannae	Tangara johannae	Juntas de Tamana	Juntas de Tamana	4
Tangara johannae	Tangara johannae	Noanama	Noanama	1
Tangara johannae	Tangara johannae	San Jose	San Jose	2
Tangara johannae	Tangara johannae	Barbacoas	Barbacoas	1
Tangara florida auriceps	Tangara florida	Novita	Novita	1
Tangara florida auriceps	Tangara florida	Buenavista	Buenavista	9
Tangara guttata bogotensis	Ixothraupis guttata	Buena Vista	Buena Vista	3
Tangara guttata tolimae	Ixothraupis guttata	Honda (W of)	Honda (W of)	3
Tangara xanthogastra	Ixothraupis xanthogastra	La Morelia	La Morelia	1
Tangara rufigula	Ixothraupis rufigula	Gallera	Gallera	2
Tangara rufigula	Ixothraupis rufigula	Buenavista	Buenavista	2
Tangara rufigula	Ixothraupis rufigula	Ricaurte	Ricaurte	4
Tangara aurulenta aurulenta	Tangara arthus	La Candela	La Candela	4
Tangara aurulenta aurulenta	Tangara arthus	Fusagasuga	Fusagasuga	2
Tangara aurulenta aurulenta	Tangara arthus	Aguadita	Aguadita	3
Tangara aurulenta aurulenta	Tangara arthus	El Roble	Los Robles	1
Tangara aurulenta aurulenta	Tangara arthus	Subia	Subia	6
Tangara aurulenta occidentalis	Tangara arthus	Las Lomitas	Lomitas	4
Tangara aurulenta occidentalis	Tangara arthus	San Antonio	San Antonio	9
Tangara aurulenta occidentalis	Tangara arthus	Gallera	Gallera	6
Tangara aurulenta occidentalis	Tangara arthus	Cocal	Cocal	2
Tangara aurulenta occidentalis	Tangara arthus	Ricaurte	Ricaurte	7
Tangara aurulenta occidentalis	Tangara arthus	Miraflores	Miraflores	1
Tangara aurulenta occidentalis	Tangara arthus	La Frijolera	La Frijolera	5
Tangara icterocephala	Tangara icterocephala	Gallera	Gallera	1
Tangara vitriolina	Stilpnia vitriolina	Peque	Peque	1
Tangara vitriolina	Stilpnia vitriolina	Caldas	Caldas	2
Tangara vitriolina	Stilpnia vitriolina	Cali	Cali	2
Tangara vitriolina	Stilpnia vitriolina	San Antonio	San Antonio	7
Tangara vitriolina	Stilpnia vitriolina	Gallera	Gallera	1
Tangara vitriolina	Stilpnia vitriolina	Popayan	Popayan	5
Tangara vitriolina	Stilpnia vitriolina	La Sierra	La Sierra	2
Tangara vitriolina	Stilpnia vitriolina	La Manuelita	La Manuelita	3
Tangara vitriolina	Stilpnia vitriolina	Rio Frio	Rio Frio	2
Tangara vitriolina	Stilpnia vitriolina	Salento	Salento	1
Tangara vitriolina	Stilpnia vitriolina	Barro Blanco	Barro Blanco	5
Tangara vitriolina	Stilpnia vitriolina	La Frijolera	La Frijolera	1
Tangara vitriolina	Stilpnia vitriolina	Honda	Honda	5
Tangara vitriolina	Stilpnia vitriolina	Chicoral	Chicoral	3
Tangara vitriolina	Stilpnia vitriolina	La Candela	La Candela	2
Tangara vitriolina	Stilpnia vitriolina	La Palma	La Palma	1
Tangara vitriolina	Stilpnia vitriolina	San Agustin	San Agustin	13
Tangara vitriolina	Stilpnia vitriolina	Andalucia	Andalucia	3
Tangara vitriolina	Stilpnia vitriolina	Aguadita	Aguadita	3
Tangara vitriolina	Stilpnia vitriolina	Fusagasuga	Fusagasuga	1
Tangara vitriolina	Stilpnia vitriolina	Subia	Subia	5
Tangara vitriolina	Stilpnia vitriolina	Tenasuca	Tenasuca	2
Tangara vitriolina	Stilpnia vitriolina	El Carmen	El Carmen	3
Tangara vitriolina	Stilpnia vitriolina	El Alto de la Paz	El Alto de la Paz	4
Tangara vitriolina	Stilpnia vitriolina	Villavicencio	Villavicencio	1
Tangara vitriolina	Stilpnia vitriolina	Barrigon	Barrigon	1
Tangara lavinia lavinia	Tangara lavinia	Juntas de Tamana	Juntas de Tamana	1
Tangara lavinia lavinia	Tangara lavinia	Novita	Novita	1
Tangara lavinia lavinia	Tangara lavinia	Noanama	Noanama	1
Tangara lavinia lavinia	Tangara lavinia	Buenaventura	Buenaventura	1
Tangara lavinia lavinia	Tangara lavinia	San Jose	San Jose	6
Tangara lavinia lavinia	Tangara lavinia	Buenavista	Buenavista	1
Tangara gyroloides gyroloides	Tangara gyrola	Las Lomitas	Lomitas	4
Tangara gyroloides gyroloides	Tangara gyrola	San Antonio	San Antonio	4
Tangara gyroloides gyroloides	Tangara gyrola	Cocal	Cocal	1
Tangara gyroloides gyroloides	Tangara gyrola	Gallera	Gallera	3
Tangara gyroloides gyroloides	Tangara gyrola	La Frijolera	La Frijolera	4
Tangara gyroloides gyroloides	Tangara gyrola	Andalucia (4000 - 5000 ft)	Andalucia	5
Tangara gyroloides gyroloides	Tangara gyrola	Aguadita	Aguadita	2
Tangara gyroloides gyroloides	Tangara gyrola	El Consuelo	El Consuelo	1
Tangara gyroloides catharinae	Tangara gyrola	Buena Vista	Buena Vista	4
Tangara gyroloides bangsi	Tangara gyrola	Ricaurte	Ricaurte	3
Tangara palmeri	Poecilostreptus palmeri	San Jose	San Jose	2
Tangara mexicana boliviana	Tangara mexicana	La Morelia	La Morelia	2
Tangara inornata inornata	Tangara inornata	Puerto Valdivia	Puerto Valdivia	7
Tangara nigroviridis nigroviridis	Tangara nigroviridis	Paramillo (9000 ft)	Paramillo	1
Tangara nigroviridis nigroviridis	Tangara nigroviridis	San Antonio	San Antonio	4
Tangara nigroviridis nigroviridis	Tangara nigroviridis	Gallera	Gallera	4
Tangara nigroviridis nigroviridis	Tangara nigroviridis	Cocal	Cocal	1
Tangara nigroviridis nigroviridis	Tangara nigroviridis	Salento	Salento	2
Tangara nigroviridis nigroviridis	Tangara nigroviridis	Santa Elena	Santa Elena	4
Tangara nigroviridis nigroviridis	Tangara nigroviridis	El Eden	El Eden	1
Tangara nigroviridis nigroviridis	Tangara nigroviridis	Fusagasuga	Fusagasuga	1
Tangara nigroviridis nigroviridis	Tangara nigroviridis	Aguadita	Aguadita	1
Tangara nigroviridis nigroviridis	Tangara nigroviridis	El Roble	Los Robles	3
Tangara nigroviridis nigroviridis	Tangara nigroviridis	Subia	Subia	6
Tangara larvata fanny	Stilpnia larvata	Bagado	Bagado	4
Tangara larvata fanny	Stilpnia larvata	Novita	Novita	3
Tangara larvata fanny	Stilpnia larvata	Noanama	Noanama	2
Tangara larvata fanny	Stilpnia larvata	San Jose	San Jose	5
Tangara larvata fanny	Stilpnia larvata	Los Cisneros	Cisneros	2
Tangara larvata fanny	Stilpnia larvata	Barbacoas	Barbacoas	5
Tangara larvata fanny	Stilpnia larvata	Buenavista	Buenavista	1
Tangara larvata fanny	Stilpnia larvata	Puerto Valdivia	Puerto Valdivia	1
Tangara larvata fanny	Stilpnia larvata	Honda	Honda	1
Tangara cyaneicollis caeruleocephala	Stilpnia cyanicollis	Honda (W of, 5000 ft)	Honda (W of)	1
Tangara cyaneicollis caeruleocephala	Stilpnia cyanicollis	La Palma	La Palma	2
Tangara cyaneicollis caeruleocephala	Stilpnia cyanicollis	La Candela	La Candela	4
Tangara cyaneicollis caeruleocephala	Stilpnia cyanicollis	San Agustin (near)	San Agustin	10
Tangara cyaneicollis caeruleocephala	Stilpnia cyanicollis	Andalucia (3000 ft)	Andalucia	6
Tangara cyaneicollis caeruleocephala	Stilpnia cyanicollis	Quetame	Quetame	2
Tangara cyaneicollis caeruleocephala	Stilpnia cyanicollis	Buena Vista	Buena Vista	4
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	Las Lomitas	Lomitas	3
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	San Antonio	San Antonio	3
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	Cocal	Cocal	1
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	Miraflores	Miraflores	6
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	La Frijolera	La Frijolera	3
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	El Consuelo	El Consuelo	1
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	Fusagasuga	Fusagasuga	1
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	Aguadita	Aguadita	1
Tangara cyaneicollis granadensis	Stilpnia cyanicollis	Tenasuca	Tenasuca	2
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	San Antonio	San Antonio	8
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	Cerro Munchique	Cerro Munchique	3
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	Gallera	Gallera	1
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	Ricaurte	Ricaurte	3
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	Miraflores	Miraflores	2
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	Salento	Salento	1
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	La Candela	La Candela	1
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	San Agustin (near)	San Agustin	1
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	Fusagasuga	Fusagasuga	2
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	Aguadita	Aguadita	1
Tangara ruficervix ruficervix	Chalcothraupis ruficervix	El Roble	Los Robles	1
Tangara labradorides	Tangara labradorides	Las Lomitas	Lomitas	1
Tangara labradorides	Tangara labradorides	San Antonio	San Antonio	20
Tangara labradorides	Tangara labradorides	Cerro Munchique	Cerro Munchique	4
Tangara labradorides	Tangara labradorides	Miraflores	Miraflores	5
Tangara labradorides	Tangara labradorides	Salento	Salento	4
Tangara labradorides	Tangara labradorides	Santa Elena	Santa Elena	5
Tangara labradorides	Tangara labradorides	El Eden	El Eden	1
Tangara labradorides	Tangara labradorides	La Candela	La Candela	3
Tangara labradorides	Tangara labradorides	La Palma	La Palma	1
Tangara labradorides	Tangara labradorides	Fusagasuga	Fusagasuga	4
Tangara labradorides	Tangara labradorides	Aguadita	Aguadita	4
Tangara labradorides	Tangara labradorides	El Roble	Los Robles	4
Tangara labradorides	Tangara labradorides	Subia	Subia	6
Tangara melanotis	Tangara cyanotis	La Palma	La Palma	1
Tangara parzudaki	Tangara parzudakii	La Palma	La Palma	1
Tangara parzudaki	Tangara parzudakii	Aguadita	Aguadita	2
Tangara parzudaki	Tangara parzudakii	El Roble	Los Robles	1
Tangara parzudaki	Tangara parzudakii	Subia	Subia	7
Tangara venusta	Tangara xanthocephala	San Antonio	San Antonio	2
Tangara venusta	Tangara xanthocephala	Cerro Munchique	Cerro Munchique	7
Tangara venusta	Tangara xanthocephala	Andes W of Popayan (10340 ft)	Coast Range	1
Tangara venusta	Tangara xanthocephala	La Florida	La Florida	1
Tangara venusta	Tangara xanthocephala	Cocal	Cocal	1
Tangara venusta	Tangara xanthocephala	Miraflores	Miraflores	1
Tangara venusta	Tangara xanthocephala	Salento	Salento	2
Tangara venusta	Tangara xanthocephala	La Candela	La Candela	1
Tangara venusta	Tangara xanthocephala	Aguadita	Aguadita	1
Tangara venusta	Tangara xanthocephala	El Roble	Los Robles	1
Tangara venusta	Tangara xanthocephala	Subia	Subia	5
Tangara atricapilla	Stilpnia heinei	La Frijolera	La Frijolera	1
Tangara atricapilla	Stilpnia heinei	San Antonio	San Antonio	5
Tangara atricapilla	Stilpnia heinei	Cerro Munchique	Cerro Munchique	2
Tangara atricapilla	Stilpnia heinei	Ricaurte	Ricaurte	3
Tangara atricapilla	Stilpnia heinei	La Sierra	La Sierra	6
Tangara atricapilla	Stilpnia heinei	Popayan	Popayan	2
Tangara atricapilla	Stilpnia heinei	Santa Elena	Santa Elena	3
Tangara atricapilla	Stilpnia heinei	Barro Blanco	Barro Blanco	3
Tangara atricapilla	Stilpnia heinei	Aguadita	Aguadita	5
Tangara atricapilla	Stilpnia heinei	El Roble	Los Robles	5
Tangara atricapilla	Stilpnia heinei	Subia	Subia	7
Iridosornis dubusia dubusia	Iridosornis rufivertex	El Penon	El Penon	1
Iridosornis dubusia ignicapillus	Iridosornis rufivertex	Andes W of Popayan (10340 ft)	Coast Range	12
Iridosornis dubusia ignicapillus	Iridosornis rufivertex	Almaguer	Almaguer	6
Iridosornis dubusia caeruleoventris	Iridosornis rufivertex	Paramillo	Paramillo	2
Iridosornis porphyrocephala	Iridosornis porphyrocephalus	Novita Trail (7200 ft)	Novita Trail	1
Iridosornis porphyrocephala	Iridosornis porphyrocephalus	San Antonio	San Antonio	6
Iridosornis porphyrocephala	Iridosornis porphyrocephalus	Cerro Munchique	Cerro Munchique	1
Iridosornis porphyrocephala	Iridosornis porphyrocephalus	Cocal	Cocal	2
Poecilothraupis lunulata lunulata	Anisognathus igniventris	El Penon	El Penon	4
Poecilothraupis lunulata lunulata	Anisognathus igniventris	Chipaque	Chipaque	4
Poecilothraupis lunulata lunulata	Anisognathus igniventris	Choachi	Choachi	2
Poecilothraupis lunulata lunulata	Anisognathus igniventris	La Porquera	La Porquera	9
Poecilothraupis lunulata lunulata	Anisognathus igniventris	La Mar	La Mar	3
Poecilothraupis lunulata lunulata	Anisognathus igniventris	La Pradera	La Pradera	1
Poecilothraupis palpebrosa palpebrosa	Anisognathus lacrymosus	Andes W of Popayan (10340 ft)	Coast Range	17
Poecilothraupis palpebrosa palpebrosa	Anisognathus lacrymosus	Almaguer	Almaguer	4
Poecilothraupis palpebrosa palpebrosa	Anisognathus lacrymosus	Laguneta	Laguneta	12
Poecilothraupis palpebrosa palpebrosa	Anisognathus lacrymosus	Santa Isabel	Paramo Santa Isabel	1
Pocilothraupis palpebrosa olivaceiceps	Anisognathus lacrymosus	Paramillo	Paramillo	11
Pocilothraupis palpebrosa olivaceiceps	Anisognathus lacrymosus	Rio Toche	Rio Toche	1
Buthraupis cucullata cucullata	Buthraupis montana	Cerro Munchique	Cerro Munchique	2
Buthraupis cucullata cucullata	Buthraupis montana	Cocal	Cocal	4
Buthraupis cucullata cucullata	Buthraupis montana	Almaguer	Almaguer	4
Buthraupis cucullata cucullata	Buthraupis montana	Laguneta	Laguneta	1
Buthraupis cucullata cucullata	Buthraupis montana	Santa Isabel	Paramo Santa Isabel	4
Buthraupis cucullata gigas	Buthraupis montana	El Penon	El Penon	3
