Name	Locality	Count
Chaetura spinicaudus	Puerto Valdivia	1
Chaetura cinereiventris	Buena Vista	1
Chaetura cinereiventris	Juntas de Tamana	1
Chaetura cinereiventris	NA	2
Streptoprocne rutila	San Antonio	1
Streptoprocne rutila	Aguadita	1
Streptoprocne rutila	Quetame	4
Streptoprocne rutila	Buena Vista	3
Doryfera ludovicae	Miraflores	1
Doryfera ludovicae	Salento	2
Doryfera ludovicae	Buena Vista	1
Androdon aequatorialis	Juntas de Tamana	2
Androdon aequatorialis	Novita	2
Androdon aequatorialis	Noanama	1
Androdon aequatorialis	Bagado	1
Androdon aequatorialis	Barbacoas	6
Threnetes leucurus	Florencia	1
Threnetes leucurus	La Morelia	1
Threnetes ruckeri	Barbacoas	6
Glaucis hirsutus	Alto Bonito	2
Glaucis hirsutus	Cali	1
Glaucis hirsutus	Malena	1
Glaucis hirsutus	Villavicencio	1
Glaucis hirsutus	La Morelia	2
Glaucis aeneus	San Jose	1
Glaucis aeneus	Barbacoas	2
Phaethornis guy	Lomitas	5
Phaethornis guy	San Antonio	3
Phaethornis guy	Miraflores	5
Phaethornis guy	Peque	1
Phaethornis guy	W of Honda	1
Phaethornis guy	Buena Vista	3
Phaethornis yaruqui	Alto Bonito	1
Phaethornis yaruqui	Rio Monguido	1
Phaethornis yaruqui	Baudo	1
Phaethornis yaruqui	Novita	1
Phaethornis yaruqui	Noanama	2
Phaethornis yaruqui	San Jose	4
Phaethornis yaruqui	Buenaventura	1
Phaethornis yaruqui	Barbacoas	4
Phaethornis malaris	La Morelia	5
Phaethornis malaris	Florencia	5
Phaethornis hispidus	Villavicencio	1
Phaethornis syrmatophorus	San Antonio	5
Phaethornis syrmatophorus	Cocal	1
Phaethornis syrmatophorus	Cerro Munchique	2
Phaethornis syrmatophorus	Salento	1
Phaethornis syrmatophorus	La Palma	1
Phaethornis anthophilus	Puerto Berrio	1
Phaethornis anthophilus	Chicoral	2
Phaethornis griseogularis	Florencia	1
Phaethornis striigularis	W of Honda	1
Phaethornis striigularis	Puerto Valdivia	1
Phaethornis striigularis	Novita	1
Phaethornis striigularis	Cocal	2
Phaethornis striigularis	Barbacoas	6
Eutoxeres condamini	La Morelia	2
Eutoxeres aquila	La Palma	1
Eutoxeres aquila	Buena Vista	1
Eutoxeres aquila	San Jose	2
Eutoxeres aquila	San Antonio	1
Eutoxeres aquila	Cocal	1
Campylopterus largipennis	La Morelia	1
Campylopterus falcatus	Peque	1
Campylopterus falcatus	San Agustin	1
Campylopterus falcatus	Quetame	3
Campylopterus falcatus	Buena Vista	1
Florisuga mellivora	Noanama	1
Florisuga mellivora	Barbacoas	5
Florisuga mellivora	Buenavista	1
Florisuga mellivora	Miraflores	2
Florisuga mellivora	Puerto Berrio	1
Amazilia franciae	Ricaurte	1
	Villavicencio	1
Amazilia fimbriata	La Morelia	1
Amazilia amabilis	Puerto Valdivia	3
Amazilia amabilis	Alto Bonito	1
Amazilia rosenbergi	Bagado	1
Amazilia rosenbergi	Novita	2
Amazilia rosenbergi	Noanama	1
Amazilia rosenbergi	Buenaventura	4
Amazilia rosenbergi	San Jose	1
Amazilia rosenbergi	Barbacoas	6
Amazilia franciae	San Antonio	7
Amazilia franciae	Lomitas	2
Amazilia franciae	Miraflores	2
Amazilia franciae	W of Honda	2
Amazilia franciae	La Candela	1
Amazilia franciae	San Agustin	2
Lepidopyga goudoti	Honda	1
Lepidopyga goudoti	Chicoral	3
Lepidopyga goudoti	San Agustin	1
Lepidopyga goudoti	Andalucia	1
Lepidopyga coeruleogularis	Varrud	1
Lepidopyga coeruleogularis	Banco	2
Lepidopyga coeruleogularis	Calamar	1
Lepidopyga coeruleogularis	Algodonal	1
Lepidopyga coeruleogularis	Rio Monguido	1
Amazilia saucerottei	Dabeiba	3
Amazilia saucerottei	Alto Bonito	4
Amazilia saucerottei	Caldas	5
Amazilia saucerottei	Lomitas	1
Amazilia saucerottei	San Antonio	1
Amazilia saucerottei	Cali	9
Amazilia saucerottei	La Manuelita	1
Amazilia saucerottei	Miraflores	5
Amazilia saucerottei	Rio Frio	4
Amazilia viridigaster	Quetame	8
Amazilia viridigaster	Buena Vista	4
Amazilia viridigaster	Villavicencio	1
Amazilia tzacatl	Dabeiba	10
Amazilia tzacatl	Puerto Valdivia	2
Amazilia tzacatl	Puerto Berrio	1
Amazilia tzacatl	W of Honda	2
Amazilia tzacatl	Fusagasuga	1
Amazilia tzacatl	Bogota	8
Amazilia tzacatl	Juntas de Tamana	1
Amazilia tzacatl	Noanama	1
Amazilia tzacatl	San Jose	1
Amazilia tzacatl	Cisneros	1
Amazilia tzacatl	Lomitas	1
Amazilia tzacatl	Tumaco	4
Amazilia tzacatl	Barbacoas	3
Hylocharis grayi	Caldas	1
Hylocharis grayi	San Antonio	18
Hylocharis grayi	Cali	2
Hylocharis grayi	Miraflores	2
Hylocharis grayi	Popayan	3
Hylocharis grayi	La Sierra	1
Hylocharis humboldtii	Buenaventura	2
Hylocharis humboldtii	Tumaco	3
Juliamyia julie	Honda	1
Chlorostilbon gibsoni	W of Honda	1
Chlorostilbon gibsoni	Chicoral	3
Chlorostilbon gibsoni	Rio Toche	3
Chlorostilbon gibsoni	San Agustin	6
Chlorostilbon gibsoni	La Playa	1
Chlorostilbon melanorhynchus	Dabeiba	5
Chlorostilbon melanorhynchus	Barro Blanco	1
Chlorostilbon melanorhynchus	Caldas	5
Chlorostilbon melanorhynchus	Lomitas	5
Chlorostilbon melanorhynchus	San Antonio	3
Chlorostilbon melanorhynchus	Cali	3
Chlorostilbon melanorhynchus	Miraflores	6
Chlorostilbon melanorhynchus	Popayan	1
Chlorostilbon melanorhynchus	Cerro Munchique	2
Chlorostilbon melanorhynchus	La Florida	1
Chlorostilbon melanorhynchus	La Sierra	1
Chlorostilbon melanorhynchus	Ricaurte	4
Chlorostilbon poortmani	Quetame	2
Chlorostilbon poortmani	Buena Vista	1
Thalurania colombica	Alto Bonito	2
Thalurania colombica	La Vieja	1
Thalurania colombica	Juntas de Tamana	1
Thalurania colombica	Buenavista	6
Thalurania colombica	Lomitas	3
Thalurania colombica	San Antonio	3
Thalurania furcata	La Morelia	1
Thalurania furcata	Florencia	1
Thalurania furcata	Buena Vista	1
Thalurania colombica	El Consuelo	1
Thalurania colombica	Andalucia	2
Thalurania colombica	San Agustin	18
Thalurania colombica	La Candela	9
Chalybura buffonii	Peque	2
Chalybura buffonii	Cisneros	3
Chalybura buffonii	Alban	1
Chalybura buffonii	Rio Frio	1
Chalybura buffonii	Miraflores	1
Chalybura buffonii	La Candela	3
Chalybura buffonii	San Agustin	4
Chalybura buffonii	Andalucia	5
Chalybura buffonii	El Consuelo	1
Chalybura buffonii	Buena Vista	2
Chalybura buffonii	Villavicencio	2
Chalybura urochrysia	Alto Bonito	2
Chalybura urochrysia	Buenaventura	2
Chalybura urochrysia	Barbacoas	1
Chalybura urochrysia	Buenavista	3
Colibri delphinae	Buenavista	1
Colibri cyanotus	Cerro Munchique	1
Colibri cyanotus	El Eden	1
Colibri cyanotus	Rio Toche	9
Colibri cyanotus	Santa Elena	4
Colibri coruscans	Cerro Munchique	1
Colibri coruscans	La Florida	1
Colibri coruscans	Popayan	1
Colibri coruscans	Almaguer	3
Colibri coruscans	Barro Blanco	1
Colibri coruscans	Buena Vista	1
Anthracothorax nigricollis	Cali	3
Anthracothorax nigricollis	Honda	1
Anthracothorax nigricollis	Villavicencio	2
Chrysolampis mosquitus	Caldas	1
Chrysolampis mosquitus	Dabeiba	2
Chrysolampis mosquitus	La Playa	1
Anthocephala berlepschi	Rio Toche	3
Heliodoxa rubinoides	Los Robles	1
Heliodoxa rubinoides	San Antonio	5
Heliodoxa rubinoides	Miraflores	1
Heliodoxa rubinoides	Salento	2
Heliodoxa leadbeateri	La Frijolera	1
Heliodoxa leadbeateri	La Candela	9
Heliodoxa leadbeateri	San Agustin	8
Heliodoxa leadbeateri	Quetame	1
Heliodoxa leadbeateri	Buena Vista	2
Coeligena helianthea	Chipaque	1
Coeligena bonapartei	El Penon	2
Coeligena lutetiae	Almaguer	1
Coeligena lutetiae	Laguneta	5
Coeligena torquata	Cocal	1
Coeligena torquata	La Florida	2
Coeligena torquata	Cerro Munchique	3
Coeligena torquata	Coast Range	3
Coeligena torquata	Salento	2
Coeligena torquata	Rio Toche	1
Coeligena torquata	El Eden	3
Coeligena torquata	Santa Elena	5
Coeligena torquata	Los Robles	6
Coeligena torquata	El Penon	1
Coeligena coeligena	El Eden	3
Coeligena coeligena	La Candela	1
Coeligena coeligena	Andalucia	2
Coeligena coeligena	Fusagasuga	1
Coeligena coeligena	San Antonio	14
Coeligena coeligena	Cerro Munchique	4
Coeligena coeligena	Miraflores	3
Coeligena coeligena	Salento	2
Coeligena coeligena	Rio Toche	8
Lafresnaya lafresnayi	Paramo Santa Isabel	1
Lafresnaya lafresnayi	Rio Toche	2
Lafresnaya lafresnayi	El Eden	1
Lafresnaya lafresnayi	Los Robles	1
Lafresnaya lafresnayi	El Penon	1
Lafresnaya lafresnayi	Chipaque	1
Lafresnaya lafresnayi	Coast Range	1
Ensifera ensifera	Cerro Munchique	1
Ensifera ensifera	Almaguer	2
Ensifera ensifera	Laguneta	1
Ensifera ensifera	Los Robles	1
Pterophanes cyanopterus	Paramo Santa Isabel	1
Aglaeactis cupripennis	Coast Range	1
Aglaeactis cupripennis	Valle de las Papas	2
Boissonneaua jardini	Novita Trail	1
Boissonneaua jardini	Buenavista	1
Boissonneaua flavescens	Cocal	1
Boissonneaua flavescens	La Florida	3
Boissonneaua flavescens	Cerro Munchique	14
Boissonneaua flavescens	Almaguer	2
Boissonneaua flavescens	Laguneta	2
Boissonneaua flavescens	Andalucia	1
Boissonneaua flavescens	Los Robles	2
Boissonneaua flavescens	El Penon	1
Eriocnemis vestita	El Penon	4
Eriocnemis vestita	Tocaimito	2
Eriocnemis vestita	Chipaque	8
Eriocnemis vestita	Almaguer	4
Eriocnemis vestita	Paramillo	13
Eriocnemis mosquera	Coast Range	1
Eriocnemis mosquera	Paramo Santa Isabel	1
Haplophaedia aureliae	Barro Blanco	1
Haplophaedia aureliae	La Candela	9
Haplophaedia aureliae	San Agustin	1
Haplophaedia aureliae	Los Robles	1
Haplophaedia aureliae	El Penon	1
Haplophaedia aureliae	San Antonio	18
Haplophaedia aureliae	Cerro Munchique	1
Haplophaedia aureliae	Gallera	2
Haplophaedia aureliae	Coast Range	1
Haplophaedia aureliae	Miraflores	6
Haplophaedia aureliae	Salento	3
Eriocnemis derbyi	Laguneta	15
Eriocnemis derbyi	Paramo Santa Isabel	1
Ocreatus underwoodii	Lomitas	1
Ocreatus underwoodii	San Antonio	10
Ocreatus underwoodii	Coast Range	1
Ocreatus underwoodii	Cerro Munchique	1
Ocreatus underwoodii	La Florida	1
Ocreatus underwoodii	Miraflores	5
Ocreatus underwoodii	Salento	7
Ocreatus underwoodii	La Candela	4
Ocreatus underwoodii	San Agustin	2
Ocreatus underwoodii	Aguadita	1
Ocreatus underwoodii	Buena Vista	1
Urosticte benjamini	Ricaurte	1
Adelomyia melanogenys	Fusagasuga	3
Adelomyia melanogenys	Quetame	1
Adelomyia melanogenys	Paramillo	1
Adelomyia melanogenys	San Antonio	7
Adelomyia melanogenys	Cerro Munchique	13
Adelomyia melanogenys	Coast Range	1
Adelomyia melanogenys	Almaguer	1
Adelomyia melanogenys	Miraflores	5
Adelomyia melanogenys	Rio Toche	2
Adelomyia melanogenys	El Eden	2
Heliangelus exortis	Cerro Munchique	2
Heliangelus exortis	La Florida	1
Heliangelus exortis	Coast Range	4
Heliangelus exortis	Almaguer	8
Heliangelus exortis	Salento	1
Heliangelus exortis	Laguneta	27
Heliangelus exortis	Paramo Santa Isabel	3
Heliangelus exortis	Santa Elena	4
Heliangelus exortis	El Eden	1
Heliangelus exortis	Fusagasuga	7
Heliangelus exortis	Los Robles	8
Heliangelus exortis	El Penon	1
Metallura williami	Valle de las Papas	1
Metallura williami	Paramo Santa Isabel	10
Metallura tyrianthina	Coast Range	15
Metallura tyrianthina	Almaguer	10
Metallura tyrianthina	Laguneta	10
Metallura tyrianthina	Paramo Santa Isabel	11
Metallura tyrianthina	Santa Elena	7
Metallura tyrianthina	El Eden	1
Metallura tyrianthina	El Penon	1
Metallura tyrianthina	Chipaque	5
Oxypogon stuebelii	Paramo Santa Isabel	2
Chalcostigma herrani	Coast Range	3
Chalcostigma heteropogon	Tocaimito	2
Ramphomicron microrhynchum	Paramillo	1
Ramphomicron microrhynchum	Coast Range	6
Ramphomicron microrhynchum	Almaguer	1
Ramphomicron microrhynchum	Laguneta	3
Ramphomicron microrhynchum	Paramo Santa Isabel	2
Ramphomicron microrhynchum	Los Robles	2
Ramphomicron microrhynchum	El Penon	1
Opisthoprora euryptera	Almaguer	1
Aglaiocercus kingii	Los Robles	4
Aglaiocercus kingii	Choachi	1
Aglaiocercus kingii	San Antonio	6
Aglaiocercus kingii	Cerro Munchique	9
Aglaiocercus kingii	Salento	2
Aglaiocercus kingii	Santa Elena	1
Aglaiocercus kingii	El Eden	1
Aglaiocercus kingii	La Palma	2
Aglaiocercus kingii	La Candela	18
Aglaiocercus kingii	San Agustin	2
Aglaiocercus coelestis	Novita Trail	2
Aglaiocercus coelestis	Gallera	5
Aglaiocercus coelestis	Ricaurte	1
Lesbia victoriae	Chipaque	1
Lesbia nuna	Sibate	1
Schistes geoffroyi	Los Robles	1
Schistes albogularis	Lomitas	1
Schistes albogularis	San Antonio	1
Schistes albogularis	Miraflores	1
Heliothryx barroti	NA	1
Heliothryx barroti	Juntas de Tamana	1
Heliothryx barroti	Noanama	1
Heliothryx barroti	San Jose	5
Heliothryx barroti	Barbacoas	5
Heliomaster longirostris	Cali	3
Heliomaster longirostris	San Agustin	1
Heliomaster longirostris	Honda	1
Heliomaster longirostris	El Consuelo	1
Philodice mitchellii	Gallera	2
Philodice mitchellii	Barbacoas	3
Chaetocercus mulsant	Barro Blanco	1
Chaetocercus heliodor	San Agustin	1
Chaetocercus heliodor	Miraflores	1
Klais guimeti	Andalucia	1
Klais guimeti	Buena Vista	3
Discosura conversii	Noanama	1
Discosura conversii	Barbacoas	5
Pharomachrus antisianus	San Antonio	2
Pharomachrus antisianus	Buena Vista	1
Pharomachrus auriceps	San Antonio	8
Pharomachrus auriceps	Cerro Munchique	1
Pharomachrus auriceps	La Florida	4
Pharomachrus auriceps	Almaguer	1
Pharomachrus auriceps	Miraflores	5
Pharomachrus auriceps	Salento	3
Pharomachrus auriceps	Subia	1
Pharomachrus pavoninus	Florencia	1
Trogon personatus	Puerto Valdivia	1
Trogon personatus	La Frijolera	1
Trogon personatus	Cocal	2
Trogon personatus	Gallera	1
Trogon personatus	Santa Elena	1
Trogon personatus	El Eden	2
Trogon personatus	Fusagasuga	1
Trogon personatus	Icononzo	1
Trogon personatus	Paramillo	1
Trogon personatus	Laguneta	7
Trogon personatus	Paramo Santa Isabel	2
Trogon personatus	Almaguer	5
Trogon personatus	Valle de las Papas	2
Trogon personatus	El Penon	1
Trogon collaris	La Frijolera	2
Trogon collaris	Lomitas	2
Trogon collaris	San Antonio	11
Trogon collaris	Coast Range	2
Trogon collaris	Cocal	4
Trogon collaris	La Florida	1
Trogon collaris	Miraflores	3
Trogon collaris	Salento	2
Trogon collaris	El Eden	2
Trogon collaris	W of Honda	2
Trogon collaris	La Candela	3
Trogon collaris	Andalucia	3
Trogon collaris	Buena Vista	1
Trogon rufus	Alto Bonito	3
Trogon rufus	Baudo	2
Trogon rufus	Bagado	1
Trogon rufus	Juntas de Tamana	1
Trogon rufus	San Jose	1
Trogon rufus	Barbacoas	6
Trogon rufus	Puerto Valdivia	1
Trogon rufus	W of Honda	1
Trogon curucui	La Morelia	2
Trogon curucui	Florencia	1
Trogon viridis	La Morelia	1
Trogon viridis	Florencia	4
Trogon viridis	Villavicencio	1
Trogon viridis	Buena Vista	1
Trogon chionurus	Salaqui	1
Trogon chionurus	Dabeiba	1
Trogon chionurus	Alto Bonito	3
Trogon chionurus	Bagado	1
Trogon chionurus	Juntas de Tamana	3
Trogon chionurus	San Jose	1
Trogon chionurus	Barbacoas	6
Trogon chionurus	Puerto Valdivia	4
Trogon chionurus	W of Honda	2
Trogon caligatus	Puerto Valdivia	1
Trogon caligatus	Honda	1
Trogon caligatus	Opon	2
Trogon caligatus	Puerto Berrio	1
Trogon ramonianus	Florencia	1
Trogon melanurus	Florencia	2
Trogon melanurus	Salaqui	2
Trogon melanurus	Rio Atrato	2
Trogon massena	Alto Bonito	1
Trogon massena	Bagado	1
Trogon massena	Barbacoas	2
Trogon massena	La Frijolera	2
Coccyzus melacoryphus	Dabeiba	3
Coccyzus melacoryphus	Caldas	2
Coccyzus melacoryphus	Cali	2
Coccyzus melacoryphus	Miraflores	1
Coccyzus melacoryphus	Florencia	1
Coccyzus melacoryphus	La Morelia	1
Coccyzus americanus	La Holanda	4
Coccyzus americanus	Puente Andalucia	3
Coccyzus americanus	Choachi	2
Coccyzus americanus	Villavicencio	1
Piaya cayana	Puerto Berrio	1
Piaya cayana	Chicoral	2
Piaya cayana	El Alto de la Paz	1
Piaya cayana	Subia	2
Piaya cayana	Alto Bonito	1
Piaya cayana	San Jose	1
Piaya cayana	Barbacoas	2
Piaya cayana	Buenavista	1
Piaya cayana	Ricaurte	1
Piaya cayana	Puerto Valdivia	2
Piaya cayana	San Antonio	4
Piaya cayana	Cerro Munchique	2
Piaya cayana	Guengue	1
Piaya cayana	Rio Frio	1
Piaya cayana	Miraflores	1
Piaya cayana	Salento	2
Piaya cayana	Santa Elena	2
Piaya cayana	W of Honda	2
Piaya cayana	La Palma	2
Piaya cayana	Andalucia	2
Piaya cayana	Quetame	3
Piaya cayana	Buena Vista	2
Piaya cayana	Barrigon	2
Coccycua minuta	Villavicencio	2
Coccycua minuta	Cali	6
Coccycua minuta	La Manuelita	1
Coccycua minuta	Rio Frio	1
Coccycua minuta	Malena	2
Neomorphus geoffroyi	Alto Bonito	2
Neomorphus geoffroyi	Baudo	1
Tapera naevia	Caldas	1
Tapera naevia	La Frijolera	1
Tapera naevia	San Antonio	1
Tapera naevia	La Manuelita	1
Tapera naevia	Turbaco	1
Tapera naevia	NA	3
Tapera naevia	Quetame	2
Crotophaga ani	Dabeiba	2
Crotophaga ani	Quibdo	2
Crotophaga ani	Noanama	1
Crotophaga ani	Caldas	2
Crotophaga ani	Tumaco	1
Crotophaga ani	Barbacoas	2
Crotophaga ani	Ricaurte	2
Crotophaga ani	Cali	1
Crotophaga ani	Puerto Valdivia	1
Crotophaga ani	La Frijolera	1
Crotophaga ani	La Manuelita	2
Crotophaga ani	Miraflores	1
Crotophaga ani	Salento	4
Crotophaga ani	Santa Elena	1
Crotophaga ani	Barro Blanco	1
Crotophaga ani	La Candela	1
Crotophaga ani	Chicoral	1
Crotophaga ani	La Playa	1
Crotophaga ani	Turbaco	2
Crotophaga ani	Pacho	3
Crotophaga ani	NA	2
Crotophaga ani	Chipaque	1
Crotophaga ani	Buena Vista	1
Crotophaga ani	La Morelia	2
Crotophaga major	Dabeiba	1
Crotophaga major	Rio Atrato	2
Crotophaga major	Noanama	2
Crotophaga major	Algodonal	1
Crotophaga major	Puerto Berrio	1
Crotophaga major	Malena	2
Crotophaga major	Honda	1
Capito aurovirens	La Morelia	6
Capito maculicoronatus	Alto Bonito	5
Capito maculicoronatus	Rio Andagueda	2
Capito maculicoronatus	Baudo	1
Capito maculicoronatus	Juntas de Tamana	2
Capito maculicoronatus	Novita	1
Capito maculicoronatus	San Jose	7
Capito maculicoronatus	Cisneros	2
Capito maculicoronatus	Puerto Valdivia	11
Capito maculicoronatus	Salaqui	2
Capito squamatus	Ricaurte	1
Capito hypoleucus	Puerto Valdivia	1
Capito hypoleucus	La Frijolera	4
Capito hypoleucus	W of Honda	3
Capito hypoleucus	El Carmen de Jacopi	1
Capito quinticolor	Barbacoas	1
Capito auratus	La Morelia	1
Capito auratus	Florencia	1
Capito auratus	Villavicencio	1
Capito auratus	Buena Vista	9
Eubucco richardsoni	Buena Vista	4
Eubucco bourcierii	La Candela	1
Eubucco bourcierii	La Palma	1
Eubucco bourcierii	San Agustin	1
Eubucco bourcierii	Andalucia	1
Eubucco bourcierii	La Frijolera	6
Eubucco bourcierii	San Antonio	9
Semnornis ramphastinus	San Antonio	1
Ramphastos sulfuratus	Salaqui	1
Ramphastos ambiguus	Salaqui	2
Ramphastos ambiguus	Alto Bonito	1
Ramphastos ambiguus	Baudo	1
Ramphastos ambiguus	Bagado	3
Ramphastos ambiguus	Juntas de Tamana	1
Ramphastos ambiguus	Alban	1
Ramphastos ambiguus	Puerto Valdivia	1
Ramphastos ambiguus	Lomitas	1
Ramphastos ambiguus	San Antonio	4
Ramphastos ambiguus	Cocal	1
Ramphastos ambiguus	Miraflores	2
Ramphastos ambiguus	San Agustin	1
Ramphastos ambiguus	La Palma	3
Ramphastos ambiguus	La Candela	1
Ramphastos ambiguus	Andalucia	1
Ramphastos ambiguus	Fusagasuga	1
Ramphastos ambiguus	Buena Vista	4
Ramphastos ambiguus	Iguamiando	1
Ramphastos ambiguus	Novita	4
Ramphastos ambiguus	Barbacoas	3
Ramphastos tucanus	La Morelia	3
Ramphastos tucanus	Florencia	2
Ramphastos tucanus	Barrigon	3
Ramphastos vitellinus	Buena Vista	2
Ramphastos vitellinus	Villavicencio	2
Ramphastos vitellinus	Puerto Valdivia	4
Ramphastos vitellinus	La Frijolera	1
Ramphastos vitellinus	Puerto Berrio	1
Ramphastos vitellinus	Malena	1
Ramphastos vitellinus	W of Honda	3
Andigena hypoglauca	Almaguer	1
Andigena hypoglauca	Laguneta	2
Andigena hypoglauca	Paramo Santa Isabel	4
Andigena nigrirostris	Subia	4
Andigena nigrirostris	Laguneta	2
Andigena nigrirostris	Salento	1
Andigena nigrirostris	San Antonio	6
Andigena nigrirostris	Cerro Munchique	1
Andigena nigrirostris	La Florida	1
Pteroglossus pluricinctus	La Morelia	2
Pteroglossus pluricinctus	Villavicencio	1
Pteroglossus castanotis	Villavicencio	1
Pteroglossus torquatus	Puerto Valdivia	6
Pteroglossus torquatus	Puerto Berrio	2
Pteroglossus torquatus	Malena	3
Pteroglossus torquatus	W of Honda	3
Pteroglossus torquatus	Salaqui	1
Pteroglossus torquatus	Alto Bonito	6
Pteroglossus torquatus	Bagado	1
Pteroglossus torquatus	Baudo	2
Pteroglossus torquatus	Novita	1
Pteroglossus torquatus	Noanama	1
Pteroglossus torquatus	San Jose	2
Pteroglossus torquatus	Cisneros	2
Pteroglossus torquatus	Barbacoas	5
Pteroglossus torquatus	Buenavista	1
Pteroglossus azara	La Morelia	3
Pteroglossus azara	Florencia	2
Pteroglossus inscriptus	La Morelia	2
Selenidera reinwardtii	La Morelia	3
Selenidera reinwardtii	Florencia	1
Selenidera spectabilis	Baudo	1
Selenidera spectabilis	La Frijolera	1
Aulacorhynchus albivitta	El Eden	1
Aulacorhynchus albivitta	La Palma	3
Aulacorhynchus albivitta	Andalucia	2
Aulacorhynchus albivitta	Aguadita	6
Aulacorhynchus albivitta	Subia	8
Aulacorhynchus albivitta	Palo Hueco	1
Aulacorhynchus albivitta	San Antonio	4
Aulacorhynchus albivitta	Cerro Munchique	1
Aulacorhynchus albivitta	Florida	1
Aulacorhynchus albivitta	Cocal	1
Aulacorhynchus albivitta	Paramillo	1
Aulacorhynchus albivitta	Santa Elena	4
Aulacorhynchus albivitta	Salento	3
Aulacorhynchus albivitta	Miraflores	3
Aulacorhynchus haematopygus	La Frijolera	4
Aulacorhynchus haematopygus	Alban	1
Aulacorhynchus haematopygus	San Antonio	10
Aulacorhynchus haematopygus	Gallera	3
Aulacorhynchus haematopygus	Ricaurte	2
Aulacorhynchus haematopygus	Buenavista	1
Aulacorhynchus haematopygus	Miraflores	1
Aulacorhynchus haematopygus	Salento	1
Aulacorhynchus haematopygus	Andalucia	3
Aulacorhynchus haematopygus	W of Honda	3
Aulacorhynchus haematopygus	Fusagasuga	1
Aulacorhynchus haematopygus	Buena Vista	3
Galbula ruficauda	Puerto Valdivia	3
Galbula ruficauda	Puerto Berrio	2
Galbula ruficauda	Honda	5
Galbula ruficauda	W of Honda	13
Galbula ruficauda	Chicoral	2
Galbula ruficauda	Calamar	5
Galbula ruficauda	Banco	2
Galbula ruficauda	Alto Bonito	2
Galbula ruficauda	Quibdo	2
Galbula ruficauda	Juntas de Tamana	3
Galbula ruficauda	Novita	2
Galbula ruficauda	San Jose	2
Galbula ruficauda	Cisneros	1
Galbula ruficauda	Barbacoas	6
Galbula tombacea	La Morelia	3
Galbula tombacea	Buena Vista	2
Galbula tombacea	Villavicencio	10
Galbula albirostris	La Morelia	5
Brachygalba lugubris	Buena Vista	3
Brachygalba lugubris	Villavicencio	5
Brachygalba lugubris	La Morelia	10
Brachygalba lugubris	Florencia	2
Galbalcyrhynchus leucotis	La Morelia	6
Bucco capensis	La Morelia	2
Bucco capensis	Florencia	2
Notharchus hyperrhynchus	Honda	2
Notharchus pectoralis	Bagado	1
Notharchus pectoralis	Barbacoas	7
Notharchus pectoralis	Puerto Valdivia	4
Notharchus pectoralis	Nare	1
Notharchus tectus	Barbacoas	4
Notharchus tectus	Nare	1
Notharchus tectus	Puerto Berrio	1
Notharchus tectus	Malena	2
Bucco macrodactylus	La Morelia	3
Bucco macrodactylus	Villavicencio	4
Bucco macrodactylus	Buena Vista	2
Bucco noanamae	Iguamiando	3
Bucco noanamae	Quibdo	1
Hypnelus ruficollis	Turbaco	4
Hypnelus ruficollis	La Playa	3
Hypnelus ruficollis	Calamar	4
Hypnelus ruficollis	Banco	1
Hypnelus ruficollis	Varrud	1
Hypnelus ruficollis	Puerto Berrio	1
Nystalus radiatus	Barbacoas	2
Nystalus radiatus	Puerto Valdivia	7
Nystalus radiatus	Puerto Berrio	1
Nystalus radiatus	Honda	1
Nystalus radiatus	W of Honda	2
Malacoptila fusca	Caqueta Trail	1
Malacoptila fusca	La Morelia	2
Malacoptila mystacalis	Novita Trail	1
Malacoptila mystacalis	La Frijolera	1
Malacoptila mystacalis	Salento	3
Malacoptila mystacalis	W of Honda	1
Malacoptila mystacalis	Anolaima	1
Malacoptila panamensis	Cisneros	1
Malacoptila panamensis	Barbacoas	6
Malacoptila panamensis	NA	1
Malacoptila panamensis	Baudo	1
Malacoptila panamensis	Novita	2
Malacoptila panamensis	Dabeiba	1
Malacoptila panamensis	Alto Bonito	2
Malacoptila panamensis	Puerto Valdivia	4
Micromonacha lanceolata	Buenavista	1
Nonnula frontalis	Algodonal	1
Monasa flavirostris	La Morelia	3
Monasa flavirostris	Florencia	3
Monasa flavirostris	Villavicencio	2
Monasa flavirostris	Buena Vista	1
Monasa morphoeus	Florencia	8
Monasa morphoeus	Salaqui	1
Monasa morphoeus	Iguamiando	1
Monasa morphoeus	Baudo	4
Monasa morphoeus	Alto Bonito	4
Monasa morphoeus	Puerto Valdivia	7
Monasa morphoeus	W of Honda	6
Monasa nigrifrons	La Morelia	6
Colaptes rivolii	El Penon	3
Colaptes rivolii	Subia	1
Colaptes rivolii	Palo Hueco	2
Colaptes rivolii	Chipaque	1
Colaptes rivolii	Laguneta	1
Colaptes rivolii	Paramo Santa Isabel	1
Colaptes rivolii	Rio Toche	1
Colaptes rivolii	El Eden	2
Piculus chrysochloros	Remolino	1
Piculus litae	Baudo	1
Colaptes rubiginosus	La Frijolera	2
Colaptes rubiginosus	San Antonio	8
Colaptes rubiginosus	Coast Range	1
Colaptes rubiginosus	Cerro Munchique	1
Colaptes rubiginosus	Cali	2
Colaptes rubiginosus	Miraflores	1
Colaptes rubiginosus	Salento	2
Colaptes rubiginosus	Santa Elena	1
Colaptes rubiginosus	Barro Blanco	2
Colaptes rubiginosus	W of Honda	1
