Name	Locality	Count
Premnoplex brunnescens	Salento	3
Premnoplex brunnescens	La Palma	1
Premnoplex brunnescens	Aguadita	1
Premnoplex brunnescens	Buena Vista	5
Glyphorynchus spirurus	Villavicencio	1
Glyphorynchus spirurus	Florencia	4
Glyphorynchus spirurus	La Morelia	3
Glyphorynchus spirurus	Alto Bonito	3
Glyphorynchus spirurus	NA	1
Glyphorynchus spirurus	Salaqui	1
Glyphorynchus spirurus	Noanama	1
Glyphorynchus spirurus	San Jose	2
Glyphorynchus spirurus	Gallera	2
Glyphorynchus spirurus	Cocal	1
Glyphorynchus spirurus	Barbacoas	4
Glyphorynchus spirurus	Buenavista	2
Glyphorynchus spirurus	Puerto Valdivia	1
Dendrocincla tyrannina	Cerro Munchique	1
Dendrocincla tyrannina	Almaguer	1
Dendrocincla tyrannina	Salento	1
Dendrocincla tyrannina	Laguneta	1
Dendrocincla tyrannina	El Eden	1
Dendrocincla fuliginosa	Novita	2
Dendrocincla fuliginosa	Baudo	1
Dendrocincla fuliginosa	Barbacoas	1
Dendrocincla fuliginosa	Puerto Valdivia	1
Dendrocincla fuliginosa	Rio Frio	2
Dendrocincla fuliginosa	Honda	1
Dendrocincla fuliginosa	Villavicencio	3
Xiphorhynchus guttatus	Florencia	1
Xiphorhynchus erythropygius	Quibdo	1
Xiphorhynchus erythropygius	Baudo	1
Xiphorhynchus erythropygius	San Jose	1
Xiphorhynchus erythropygius	Barbacoas	4
Xiphorhynchus erythropygius	Buenavista	1
Xiphorhynchus erythropygius	La Frijolera	1
Xiphorhynchus triangularis	Lomitas	3
Xiphorhynchus triangularis	San Antonio	1
Xiphorhynchus triangularis	Cerro Munchique	1
Xiphorhynchus triangularis	Cocal	5
Xiphorhynchus triangularis	Miraflores	3
Xiphorhynchus triangularis	Salento	3
Xiphorhynchus triangularis	Laguneta	1
Xiphorhynchus triangularis	El Eden	1
Xiphorhynchus triangularis	La Candela	13
Xiphorhynchus triangularis	La Palma	3
Xiphorhynchus triangularis	San Agustin	1
Xiphorhynchus triangularis	Andalucia	3
Xiphorhynchus triangularis	Fusagasuga	2
Xiphorhynchus triangularis	Aguadita	4
Xiphorhynchus triangularis	Anolaima	1
Xiphorhynchus triangularis	Buena Vista	3
Xiphorhynchus lachrymosus	Baudo	1
Xiphorhynchus lachrymosus	Novita	1
Xiphorhynchus lachrymosus	Novita Trail	1
Xiphorhynchus lachrymosus	Noanama	2
Xiphorhynchus lachrymosus	Dabeiba	2
Xiphorhynchus lachrymosus	Alto Bonito	5
Xiphorhynchus lachrymosus	San Jose	1
Xiphorhynchus lachrymosus	Barbacoas	4
Xiphorhynchus lachrymosus	Puerto Valdivia	12
Xiphorhynchus susurrans	Rio Atrato	2
Xiphorhynchus susurrans	Rio Frio	4
Xiphorhynchus susurrans	La Manuelita	1
Xiphorhynchus susurrans	Puerto Berrio	2
Xiphorhynchus susurrans	Opon	1
Xiphorhynchus susurrans	Honda	1
Xiphorhynchus elegans	Florencia	1
Xiphorhynchus elegans	Buena Vista	3
Dendroplex picus	Villavicencio	3
Dendroplex picus	Turbaco	1
Dendroplex picus	Rio Atrato	2
Dendroplex picus	La Playa	1
Dendroplex picus	Magangue	1
Dendroplex picus	Banco	2
Dendroplex picus	Puerto Berrio	2
Dendroplex picus	Malena	2
Dendroplex picus	W of Honda	4
Dendroplex picus	Chicoral	1
Xiphocolaptes promeropirhynchus	Salento	2
Xiphocolaptes promeropirhynchus	Laguneta	1
Xiphocolaptes promeropirhynchus	Rio Toche	1
Xiphocolaptes promeropirhynchus	La Candela	3
Xiphocolaptes promeropirhynchus	La Palma	1
Xiphocolaptes promeropirhynchus	Fusagasuga	2
Xiphocolaptes promeropirhynchus	Aguadita	2
Xiphocolaptes promeropirhynchus	El Penon	2
Xiphocolaptes promeropirhynchus	Subia	3
Lepidocolaptes lacrymiger	Paramillo	1
Lepidocolaptes lacrymiger	Lomitas	1
Lepidocolaptes lacrymiger	San Antonio	7
Lepidocolaptes lacrymiger	Cerro Munchique	3
Lepidocolaptes lacrymiger	Popayan	1
Lepidocolaptes lacrymiger	La Sierra	2
Lepidocolaptes lacrymiger	Almaguer	3
Lepidocolaptes lacrymiger	Miraflores	5
Lepidocolaptes lacrymiger	Salento	3
Lepidocolaptes lacrymiger	Laguneta	3
Lepidocolaptes lacrymiger	Santa Elena	2
Lepidocolaptes lacrymiger	Rio Toche	1
Lepidocolaptes lacrymiger	La Palma	1
Lepidocolaptes lacrymiger	La Candela	6
Lepidocolaptes lacrymiger	Andalucia	1
Lepidocolaptes lacrymiger	Aguadita	2
Lepidocolaptes lacrymiger	Los Robles	2
Lepidocolaptes lacrymiger	Ricaurte	1
Lepidocolaptes souleyetii	Salaqui	1
Lepidocolaptes souleyetii	Tumaco	3
Lepidocolaptes souleyetii	Barbacoas	5
Lepidocolaptes souleyetii	Puerto Valdivia	2
Lepidocolaptes souleyetii	Rio Frio	1
Lepidocolaptes souleyetii	Cali	1
Lepidocolaptes souleyetii	Honda	4
Lepidocolaptes souleyetii	Buena Vista	1
Lepidocolaptes souleyetii	Villavicencio	4
Campylorhamphus trochilirostris	La Morelia	1
Campylorhamphus trochilirostris	Alto Bonito	1
Campylorhamphus trochilirostris	Villavicencio	1
Campylorhamphus trochilirostris	Buenavista	1
Campylorhamphus pusillus	San Antonio	1
Campylorhamphus pusillus	Cocal	1
Campylorhamphus pusillus	Barbacoas	2
Campylorhamphus pusillus	Miraflores	2
Campylorhamphus pusillus	Fusagasuga	1
Drymotoxeres pucheranii	Cocal	1
Dendrocolaptes picumnus	Cerro Munchique	1
Dendrocolaptes picumnus	Miraflores	1
Dendrocolaptes picumnus	Salento	2
Dendrocolaptes picumnus	La Candela	3
Dendrocolaptes picumnus	Aguadita	1
Dendrocolaptes picumnus	Villavicencio	1
Dendrocolaptes picumnus	Florencia	1
Dendrocolaptes sanctithomae	Puerto Valdivia	2
Dendrocolaptes certhia	Florencia	1
Myiotheretes striaticollis	Paramillo	1
Myiotheretes striaticollis	Paramo Santa Isabel	1
Myiotheretes striaticollis	Fomeque	1
Myiotheretes fumigatus	Coast Range	1
Myiotheretes fumigatus	Almaguer	1
Myiotheretes fumigatus	Laguneta	5
Myiotheretes fumigatus	Paramo Santa Isabel	2
Myiotheretes fumigatus	Choachi	3
Ochthoeca oenanthoides	Choachi	2
Ochthoeca oenanthoides	Chipaque	12
Ochthoeca oenanthoides	El Penon	2
Ochthoeca oenanthoides	Palo Hueco	1
Ochthoeca oenanthoides	La Mar	2
Ochthoeca oenanthoides	La Pradera	1
Ochthoeca oenanthoides	Paramillo	17
Ochthoeca oenanthoides	Coast Range	1
Ochthoeca oenanthoides	Valle de las Papas	7
Ochthoeca oenanthoides	Paramo Santa Isabel	13
Ochthoeca oenanthoides	Santa Elena	4
Ochthoeca frontalis	Tocaimito	1
Ochthoeca frontalis	Paramo Santa Isabel	3
Ochthoeca rufipectoralis	Paramillo	1
Ochthoeca rufipectoralis	Coast Range	10
Ochthoeca rufipectoralis	Laguneta	15
Ochthoeca rufipectoralis	Almaguer	3
Ochthoeca rufipectoralis	Valle de las Papas	1
Ochthoeca rufipectoralis	Palo Hueco	1
Ochthoeca cinnamomeiventris	Novita Trail	1
Ochthoeca cinnamomeiventris	Cerro Munchique	3
Ochthoeca cinnamomeiventris	Salento	1
Ochthoeca cinnamomeiventris	Rio Toche	1
Ochthoeca cinnamomeiventris	La Palma	4
Ochthoeca cinnamomeiventris	Aguadita	2
Ochthoeca cinnamomeiventris	Chipaque	3
Ochthoeca diadema	Cerro Munchique	2
Ochthoeca diadema	Coast Range	1
Ochthoeca diadema	Cocal	3
Ochthoeca diadema	Almaguer	2
Ochthoeca diadema	Laguneta	4
Ochthoeca diadema	Santa Elena	1
Mecocerculus leucophrys	Paramillo	4
Mecocerculus leucophrys	Coast Range	7
Mecocerculus leucophrys	Valle de las Papas	7
Mecocerculus leucophrys	Laguneta	3
Mecocerculus leucophrys	Paramo Santa Isabel	12
Mecocerculus leucophrys	El Penon	5
Mecocerculus leucophrys	Chipaque	13
Mecocerculus stictopterus	Coast Range	3
Mecocerculus stictopterus	Almaguer	5
Mecocerculus stictopterus	Laguneta	4
Mecocerculus stictopterus	Paramo Santa Isabel	1
Mecocerculus poecilocercus	Cerro Munchique	2
Mecocerculus poecilocercus	Salento	1
Mecocerculus poecilocercus	El Eden	1
Mecocerculus poecilocercus	Aguadita	1
Mecocerculus poecilocercus	Los Robles	3
Ochthornis littoralis	La Morelia	2
Fluvicola pica	Turbaco	2
Fluvicola pica	Cali	12
Fluvicola pica	La Manuelita	3
Fluvicola pica	Rio Frio	1
Fluvicola pica	Honda	1
Fluvicola pica	Calamar	1
Fluvicola pica	La Playa	1
Arundinicola leucocephala	Turbaco	2
Arundinicola leucocephala	Calamar	1
Colonia colonus	Buena Vista	3
Colonia colonus	Villavicencio	4
Colonia colonus	Alto Bonito	3
Colonia colonus	Novita	2
Colonia colonus	Noanama	1
Colonia colonus	San Jose	4
Colonia colonus	Cisneros	3
Colonia colonus	Cerro Munchique	2
Colonia colonus	Barbacoas	4
Colonia colonus	Buenavista	1
Colonia colonus	Puerto Valdivia	1
Colonia colonus	Puerto Berrio	1
Colonia colonus	Honda	5
Machetornis rixosa	La Playa	3
Machetornis rixosa	Rio Magdalena	1
Machetornis rixosa	Villavicencio	1
Muscisaxicola alpinus	Paramo Santa Isabel	5
Platyrinchus flavigularis	La Candela	5
Platyrinchus mystaceus	Lomitas	2
Platyrinchus mystaceus	La Manuelita	1
Platyrinchus mystaceus	Rio Frio	1
Platyrinchus mystaceus	La Candela	1
Platyrinchus coronatus	La Morelia	2
Rhynchocyclus olivaceus	La Morelia	3
Rhynchocyclus olivaceus	Florencia	1
Rhynchocyclus pacificus	Alto Bonito	2
Rhynchocyclus pacificus	Juntas de Tamana	1
Rhynchocyclus pacificus	NA	1
Rhynchocyclus pacificus	Novita	1
Rhynchocyclus pacificus	Barbacoas	2
Rhynchocyclus fulvipectus	Ricaurte	3
Rhynchocyclus fulvipectus	Cerro Munchique	1
Rhynchocyclus fulvipectus	Andalucia	2
Rhynchocyclus fulvipectus	Aguadita	1
Tolmomyias sulphurescens	Dabeiba	1
Tolmomyias sulphurescens	Rio Frio	1
Tolmomyias sulphurescens	Cali	1
Tolmomyias sulphurescens	Miraflores	1
Tolmomyias assimilis	Villavicencio	2
Tolmomyias assimilis	Buena Vista	2
Tolmomyias assimilis	Florencia	1
Tolmomyias sulphurescens	Opon	1
Tolmomyias sulphurescens	Malena	1
Tolmomyias sulphurescens	Chicoral	1
Tolmomyias sulphurescens	Novita	1
Tolmomyias sulphurescens	Barbacoas	1
Tolmomyias sulphurescens	Buenavista	1
Tolmomyias flaviventris	Florencia	1
Tolmomyias flaviventris	Varrud	1
Tolmomyias poliocephalus	La Morelia	2
Tolmomyias poliocephalus	Florencia	3
Todirostrum cinereum	Turbaco	1
Todirostrum cinereum	Dabeiba	5
Todirostrum cinereum	Alto Bonito	3
Todirostrum cinereum	Peque	1
Todirostrum cinereum	Bagado	1
Todirostrum cinereum	Juntas de Tamana	1
Todirostrum cinereum	San Jose	1
Todirostrum cinereum	Caldas	1
Todirostrum cinereum	Lomitas	1
Todirostrum cinereum	Puerto Valdivia	2
Todirostrum cinereum	Cali	5
Todirostrum cinereum	Rio Frio	1
Todirostrum cinereum	Miraflores	1
Todirostrum cinereum	Andalucia	4
Todirostrum cinereum	Fusagasuga	2
Todirostrum cinereum	Chicoral	2
Todirostrum cinereum	Honda	4
Todirostrum cinereum	Malena	1
Todirostrum cinereum	Calamar	3
Todirostrum cinereum	Villavicencio	1
Todirostrum cinereum	Tumaco	2
Todirostrum cinereum	Barbacoas	3
Todirostrum cinereum	Buenavista	1
Todirostrum nigriceps	Malena	1
Poecilotriccus sylvia	Cisneros	1
Poecilotriccus sylvia	La Manuelita	1
Poecilotriccus sylvia	Rio Frio	1
Poecilotriccus sylvia	Puerto Berrio	2
Poecilotriccus sylvia	Honda	2
Poecilotriccus sylvia	Chicoral	1
Poecilotriccus sylvia	Villavicencio	1
Poecilotriccus latirostris	Florencia	2
Poecilotriccus ruficeps	Salento	3
Poecilotriccus ruficeps	Santa Elena	1
Poecilotriccus ruficeps	Rio Toche	1
Poecilotriccus ruficeps	El Eden	6
Poecilotriccus ruficeps	Cerro Munchique	3
Poecilotriccus ruficeps	La Palma	2
Hemitriccus zosterops	Florencia	2
Hemitriccus granadensis	Alban	1
Hemitriccus granadensis	Coast Range	2
Hemitriccus granadensis	Cocal	3
Hemitriccus granadensis	Almaguer	3
Hemitriccus granadensis	Laguneta	3
Hemitriccus granadensis	Santa Elena	2
Hemitriccus margaritaceiventer	Honda	2
Pseudotriccus pelzelni	Buena Vista	1
Pseudotriccus pelzelni	Cerro Munchique	2
Pseudotriccus pelzelni	Cocal	2
Pseudotriccus ruficeps	Cocal	3
Pseudotriccus ruficeps	Coast Range	5
Pseudotriccus ruficeps	Almaguer	1
Pseudotriccus ruficeps	Paramo Santa Isabel	1
Lophotriccus vitiosus	La Morelia	1
Lophotriccus pileatus	La Frijolera	1
Lophotriccus pileatus	Alban	2
Lophotriccus pileatus	Lomitas	5
Lophotriccus pileatus	San Antonio	1
Lophotriccus pileatus	Miraflores	2
Lophotriccus pileatus	La Candela	1
Lophotriccus pileatus	San Agustin	1
Lophotriccus pileatus	Fusagasuga	1
Lophotriccus pileatus	Buena Vista	4
Lophotriccus pileatus	Ricaurte	1
Lophotriccus pileatus	Barbacoas	2
Myiornis atricapillus	Alto Bonito	1
Myiornis atricapillus	Novita	1
Myiornis atricapillus	San Jose	1
Myiornis atricapillus	Barbacoas	1
Atalotriccus pilaris	La Playa	1
Atalotriccus pilaris	Honda	2
Atalotriccus pilaris	Chicoral	1
Euscarthmus meloryphus	Chicoral	1
Pseudocolopteryx acutipennis	Salento	1
Polystictus pectoralis	Bogota	1
Phylloscartes poecilotis	San Antonio	2
Phylloscartes poecilotis	Cerro Munchique	2
Phylloscartes poecilotis	Miraflores	1
Phylloscartes poecilotis	Salento	3
Phylloscartes poecilotis	Rio Toche	1
Phylloscartes poecilotis	La Candela	2
Phylloscartes poecilotis	Aguadita	1
Phylloscartes ophthalmicus	Alban	1
Phylloscartes ophthalmicus	Lomitas	3
Phylloscartes ophthalmicus	San Antonio	1
Phylloscartes ophthalmicus	Cerro Munchique	1
Phylloscartes ophthalmicus	Gallera	3
Phylloscartes ophthalmicus	Salento	2
Phylloscartes ophthalmicus	Rio Toche	1
Poecilotriccus plumbeiceps	Lomitas	1
Poecilotriccus plumbeiceps	San Antonio	1
Poecilotriccus plumbeiceps	Gallera	1
Poecilotriccus plumbeiceps	Miraflores	1
Poecilotriccus plumbeiceps	Salento	1
Poecilotriccus plumbeiceps	La Candela	2
Serpophaga cinerea	San Jose	2
Serpophaga cinerea	Caldas	2
Serpophaga cinerea	Ricaurte	1
Serpophaga cinerea	Miraflores	1
Serpophaga cinerea	Salento	5
Serpophaga cinerea	Rio Toche	3
Serpophaga cinerea	Andalucia	6
Serpophaga cinerea	San Agustin	2
Serpophaga cinerea	Aguadita	2
Serpophaga cinerea	Quetame	2
Inezia caudata	Algodonal	1
Anairetes parulus	La Sierra	1
Anairetes parulus	Valle de las Papas	2
Uromyias agilis	Valle de las Papas	1
Uromyias agilis	Choachi	1
Mionectes striaticollis	San Antonio	1
Mionectes striaticollis	Cerro Munchique	1
Mionectes striaticollis	La Manuelita	1
Mionectes striaticollis	Salento	2
Mionectes striaticollis	Santa Elena	1
Mionectes striaticollis	La Candela	4
Mionectes striaticollis	San Agustin	1
Mionectes striaticollis	Fusagasuga	2
Mionectes olivaceus	Novita Trail	1
Mionectes olivaceus	Juntas de Tamana	1
Mionectes olivaceus	San Jose	2
Mionectes olivaceus	Cisneros	1
Mionectes olivaceus	Lomitas	1
Mionectes olivaceus	Cocal	1
Mionectes olivaceus	Barbacoas	5
Mionectes olivaceus	Puerto Valdivia	1
Mionectes olivaceus	Buena Vista	2
Mionectes oleagineus	Villavicencio	2
Mionectes oleagineus	Florencia	2
Mionectes oleagineus	Puerto Valdivia	2
Mionectes oleagineus	Honda	1
Mionectes oleagineus	Chicoral	2
Mionectes oleagineus	Andalucia	1
Leptopogon superciliaris	Alto Bonito	1
Leptopogon superciliaris	Dabeiba	2
Leptopogon superciliaris	Peque	1
Leptopogon superciliaris	Cocal	1
Leptopogon superciliaris	Miraflores	2
Leptopogon superciliaris	Buena Vista	2
Leptopogon superciliaris	Villavicencio	2
Leptopogon amaurocephalus	Chicoral	1
Leptopogon amaurocephalus	Villavicencio	1
Leptopogon rufipectus	Salento	3
Leptopogon rufipectus	Santa Elena	2
Leptopogon rufipectus	La Palma	6
Leptopogon rufipectus	La Candela	3
Leptopogon rufipectus	Aguadita	4
Capsiempis flaveola	Chicoral	2
Phyllomyias griseiceps	Bogota	1
Phyllomyias griseiceps	Miraflores	2
Phyllomyias burmeisteri	Buena Vista	1
Phaeomyias murina	Cisneros	1
Phaeomyias murina	Cali	5
Phaeomyias murina	Calamar	2
Phaeomyias murina	Chicoral	1
Phaeomyias murina	Honda	3
Phaeomyias murina	Fusagasuga	1
Phaeomyias murina	Villavicencio	1
Camptostoma obsoletum	Rio Atrato	1
Camptostoma obsoletum	Banco	1
Camptostoma obsoletum	Carpintero	1
Camptostoma obsoletum	Algodonal	1
Camptostoma obsoletum	Chicoral	1
Camptostoma obsoletum	Villavicencio	1
Camptostoma obsoletum	Rio Frio	2
Camptostoma obsoletum	Miraflores	2
Ornithion brunneicapillus	Alto Bonito	1
Ornithion brunneicapillus	Buenaventura	1
Ornithion brunneicapillus	Puerto Berrio	1
Tyrannulus elatus	Quibdo	1
Tyrannulus elatus	Buenaventura	1
Tyrannulus elatus	Barbacoas	4
Tyrannulus elatus	Puerto Valdivia	1
Tyrannulus elatus	Cali	2
Tyrannulus elatus	Rio Frio	1
Tyrannulus elatus	Calamar	1
Tyrannulus elatus	Honda	1
Tyrannulus elatus	La Morelia	1
Phyllomyias uropygialis	Choachi	1
Phyllomyias nigrocapillus	Coast Range	1
Phyllomyias nigrocapillus	Almaguer	1
Phyllomyias nigrocapillus	Salento	1
Phyllomyias nigrocapillus	Santa Elena	1
Phyllomyias cinereiceps	Santa Elena	1
Phyllomyias cinereiceps	El Eden	1
Zimmerius chrysops	Cisneros	1
Zimmerius chrysops	Puerto Valdivia	1
Zimmerius chrysops	Lomitas	2
Zimmerius chrysops	San Antonio	7
Zimmerius chrysops	Gallera	1
Zimmerius chrysops	Ricaurte	3
Zimmerius chrysops	Rio Frio	1
Zimmerius chrysops	La Sierra	4
Zimmerius chrysops	Miraflores	2
Zimmerius chrysops	Santa Elena	10
Zimmerius chrysops	San Agustin	1
Zimmerius chrysops	La Palma	1
Zimmerius chrysops	Fusagasuga	3
Zimmerius chrysops	Aguadita	3
Zimmerius chrysops	Honda	2
Zimmerius chrysops	Buena Vista	3
Zimmerius chrysops	Villavicencio	1
Elaenia flavogaster	Barbacoas	2
Elaenia flavogaster	Cisneros	1
Elaenia flavogaster	Caldas	1
Elaenia flavogaster	Lomitas	2
Elaenia flavogaster	San Antonio	1
Elaenia flavogaster	Cali	3
Elaenia flavogaster	Rio Frio	1
Elaenia flavogaster	Popayan	1
Elaenia flavogaster	Miraflores	1
Elaenia flavogaster	La Palma	1
Elaenia flavogaster	Andalucia	2
Elaenia flavogaster	Chicoral	1
Elaenia flavogaster	Honda	3
Elaenia flavogaster	Remedios	1
Elaenia flavogaster	Calamar	1
Elaenia flavogaster	Bocas de Chimi	1
Elaenia flavogaster	Quetame	5
Elaenia gigas	La Morelia	1
Elaenia gigas	Villavicencio	2
Elaenia chiriquensis	San Antonio	2
Elaenia chiriquensis	La Florida	1
Elaenia chiriquensis	Miraflores	1
Elaenia chiriquensis	San Agustin	11
Elaenia chiriquensis	La Candela	1
Elaenia chiriquensis	Andalucia	1
Elaenia chiriquensis	Fusagasuga	1
Elaenia chiriquensis	Monteredondo	1
Elaenia frantzii	Coast Range	1
Elaenia frantzii	Cerro Munchique	6
Elaenia frantzii	Florida	1
Elaenia frantzii	Ricaurte	2
Elaenia frantzii	La Sierra	2
Elaenia parvirostris	Florencia	5
Elaenia frantzii	Barro Blanco	4
Elaenia frantzii	Salento	1
Elaenia frantzii	Laguneta	1
Elaenia frantzii	Rio Toche	2
Elaenia frantzii	Fusagasuga	3
Elaenia frantzii	Santa Elena	10
Elaenia frantzii	Choachi	4
Elaenia frantzii	Subia	2
Elaenia frantzii	La Pradera	1
Myiopagis viridicata	Cisneros	3
Myiopagis viridicata	Caldas	2
Myiopagis viridicata	Jiminez	5
Myiopagis viridicata	Pavas	1
Myiopagis viridicata	Rio Frio	2
Myiopagis viridicata	Honda	3
Legatus leucophaius	Cisneros	1
Legatus leucophaius	Lomitas	1
Legatus leucophaius	San Antonio	6
Legatus leucophaius	NA	1
Sublegatus arenarum	La Playa	2
Sublegatus arenarum	Algodonal	1
Myiozetetes cayanensis	Dabeiba	3
Myiozetetes cayanensis	Quibdo	2
Myiozetetes cayanensis	Bagado	4
Myiozetetes cayanensis	Rio Andagueda	2
Myiozetetes cayanensis	Baudo	1
Myiozetetes cayanensis	Juntas de Tamana	1
Myiozetetes cayanensis	Novita	2
Myiozetetes cayanensis	San Jose	2
Myiozetetes cayanensis	Tumaco	3
Myiozetetes cayanensis	Barbacoas	1
Myiozetetes cayanensis	Puerto Valdivia	3
Myiozetetes cayanensis	Caldas	2
Myiozetetes cayanensis	San Antonio	2
Myiozetetes cayanensis	Cali	1
Myiozetetes cayanensis	Rio Frio	1
Myiozetetes cayanensis	Miraflores	1
Myiozetetes cayanensis	San Agustin	3
Myiozetetes cayanensis	Andalucia	2
Myiozetetes cayanensis	Fusagasuga	1
Myiozetetes cayanensis	Honda	2
Myiozetetes cayanensis	Puerto Berrio	4
Myiozetetes similis	Remedios	1
Myiozetetes similis	Chicoral	2
Myiozetetes similis	Andalucia	1
Myiozetetes granadensis	Alto Bonito	2
Myiozetetes granadensis	Bagado	1
Myiozetetes granadensis	San Jose	1
Myiozetetes granadensis	Barbacoas	1
Myiozetetes granadensis	Calamar	1
Myiozetetes granadensis	Villavicencio	1
Myiozetetes similis	La Morelia	1
Myiozetetes similis	Buena Vista	1
Myiozetetes similis	Villavicencio	3
Conopias cinchoneti	La Frijolera	1
Conopias cinchoneti	NA	1
Conopias cinchoneti	Miraflores	1
Conopias cinchoneti	Aguadita	1
Pitangus sulphuratus	La Playa	2
Pitangus sulphuratus	Calamar	4
Pitangus sulphuratus	Honda	2
Pitangus sulphuratus	Chicoral	1
Pitangus sulphuratus	Andalucia	1
Pitangus sulphuratus	Villavicencio	2
Pitangus sulphuratus	Cali	6
Pitangus sulphuratus	Florida	1
Pitangus sulphuratus	Rio Frio	1
Pitangus lictor	Bocas de Chimi	1
Sirystes albocinereus	Barrigon	1
Myiodynastes maculatus	Alto Bonito	1
Myiodynastes maculatus	Dabeiba	3
Myiodynastes maculatus	Puerto Valdivia	3
Myiodynastes maculatus	La Manuelita	2
Myiodynastes maculatus	Chicoral	3
Myiodynastes maculatus	Puerto Berrio	2
Myiodynastes maculatus	Malena	1
Myiodynastes maculatus	Calamar	2
Myiodynastes luteiventris	Chicoral	1
Myiodynastes chrysocephalus	La Frijolera	2
Myiodynastes chrysocephalus	Lomitas	21
Myiodynastes chrysocephalus	San Antonio	3
Myiodynastes chrysocephalus	Miraflores	1
Myiodynastes chrysocephalus	Salento	3
Myiodynastes chrysocephalus	San Agustin	3
Myiodynastes chrysocephalus	La Palma	2
Myiodynastes chrysocephalus	Andalucia	3
Myiodynastes chrysocephalus	Buena Vista	1
Megarynchus pitangua	Chicoral	1
Onychorhynchus coronatus	Villavicencio	1
Hirundinea ferruginea	Quetame	2
Cnipodectes subbrunneus	La Morelia	2
Myiobius barbatus	Florencia	3
Myiobius barbatus	La Morelia	1
Myiobius barbatus	Dabeiba	1
Myiobius barbatus	Caldas	2
Myiobius barbatus	Barbacoas	3
Myiobius barbatus	Rio Frio	1
Myiobius barbatus	Malena	1
Myiobius villosus	Cocal	1
Myiobius villosus	Ricaurte	3
Myiobius sulphureipygius	Alto Bonito	4
Myiobius sulphureipygius	NA	3
Myiobius sulphureipygius	Baudo	2
Myiobius sulphureipygius	Novita	2
Myiobius sulphureipygius	Juntas de Tamana	2
Myiobius sulphureipygius	San Jose	1
Myiobius sulphureipygius	Barbacoas	2
Pyrrhomyias cinnamomeus	San Antonio	6
Pyrrhomyias cinnamomeus	Cerro Munchique	7
Pyrrhomyias cinnamomeus	Coast Range	1
Pyrrhomyias cinnamomeus	Cocal	3
Pyrrhomyias cinnamomeus	Almaguer	2
Pyrrhomyias cinnamomeus	Miraflores	1
Pyrrhomyias cinnamomeus	Salento	5
Pyrrhomyias cinnamomeus	Santa Elena	5
Pyrrhomyias cinnamomeus	Laguneta	1
Pyrrhomyias cinnamomeus	Rio Toche	1
Pyrrhomyias cinnamomeus	El Eden	1
Pyrrhomyias cinnamomeus	La Palma	8
Pyrrhomyias cinnamomeus	La Candela	3
Pyrrhomyias cinnamomeus	Andalucia	1
Pyrrhomyias cinnamomeus	Aguadita	3
Pyrrhomyias cinnamomeus	Los Robles	4
Pyrrhomyias cinnamomeus	Chipaque	1
Myiophobus flavicans	San Antonio	2
Myiophobus flavicans	Cerro Munchique	2
Myiophobus flavicans	La Florida	1
Myiophobus flavicans	Cocal	1
Myiophobus flavicans	Gallera	1
Myiophobus flavicans	Salento	3
Myiophobus flavicans	Santa Elena	5
Myiophobus flavicans	El Eden	4
Myiophobus flavicans	Fusagasuga	1
Myiophobus flavicans	Los Robles	2
Myiophobus phoenicomitra	Novita Trail	1
Nephelomyias pulcher	Gallera	1
Nephelomyias pulcher	Cocal	2
Nephelomyias pulcher	Aguadita	2
Nephelomyias pulcher	Los Robles	2
Myiophobus fasciatus	Caldas	2
Myiophobus fasciatus	Lomitas	2
Myiophobus fasciatus	San Antonio	1
Myiophobus fasciatus	Salento	1
Myiophobus fasciatus	Andalucia	1
Myiophobus fasciatus	Honda	1
Myiophobus fasciatus	Quetame	1
Terenotriccus erythrurus	Alto Bonito	2
Terenotriccus erythrurus	San Jose	2
Terenotriccus erythrurus	Puerto Valdivia	2
Myiotriccus ornatus	La Frijolera	4
Myiotriccus ornatus	Fusagasuga	4
Myiotriccus ornatus	Subia	1
Myiotriccus ornatus	W of Honda	1
Myiotriccus ornatus	NA	1
Myiotriccus ornatus	Novita Trail	1
Myiotriccus ornatus	Gallera	2
Myiotriccus ornatus	Cocal	2
Myiotriccus ornatus	Buenavista	6
Myiotriccus ornatus	Caqueta Trail	1
Pyrocephalus rubinus	La Morelia	1
Pyrocephalus rubinus	Tumaco	5
Pyrocephalus rubinus	Caldas	3
Pyrocephalus rubinus	San Antonio	1
Pyrocephalus rubinus	Cali	9
Pyrocephalus rubinus	La Manuelita	2
Pyrocephalus rubinus	Miraflores	1
Pyrocephalus rubinus	Popayan	1
Pyrocephalus rubinus	Andalucia	2
Pyrocephalus rubinus	Chicoral	2
Pyrocephalus rubinus	Honda	1
Cnemotriccus fuscatus	Bocas de Chimi	1
Knipolegus poecilurus	Coast Range	1
Knipolegus poecilurus	Santa Elena	1
Knipolegus poecilurus	La Candela	1
Knipolegus poecilurus	La Palma	2
Knipolegus poecilurus	San Agustin	1
Mitrephanes phaeocercus	Rio Monguido	1
Mitrephanes phaeocercus	Alto Bonito	1
Sayornis nigricans	San Jose	1
Sayornis nigricans	Cisneros	2
Sayornis nigricans	Caldas	1
Sayornis nigricans	Salento	2
Sayornis nigricans	Rio Toche	4
Sayornis nigricans	San Agustin	1
Sayornis nigricans	Andalucia	8
Sayornis nigricans	Quetame	7
Empidonax virescens	Juntas de Tamana	2
