dynamicproperties	catalognumber	recordnumber	recordedby	sex	lifestage	reproductivecondition	preparations	occurrenceremarks	fieldnumber	eventdate	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	eventremarks	country	countrycode	stateprovince	locality	decimallatitude	decimallongitude	georeferenceddate	scientificname	class	order	family	genus	specificepithet	infraspecificepithet	underivedlifestage	underivedsex
	4970		Unknown	male	immature		study skin	From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 28932.  The number 470 is recorded on the original label from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Heliodoxa rubinoides	Aves	Apodiformes	Trochilidae	Heliodoxa	rubinoides		immature	male
	4992		Unknown	female			study skin	From the collection of Frank S. Wright. Previously from the collection of H.K. Coale, No. 28927.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Coeligena bonapartei	Aves	Apodiformes	Trochilidae	Coeligena	bonapartei			female
	5040		Unknown	female			study skin	From the collection of Louis Agassiz Fuertes.  Previously from the Carpenter Collection.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Lafresnaya lafresnayi	Aves	Apodiformes	Trochilidae	Lafresnaya	lafresnayi			female
	5042		Unknown	female			study skin	From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Lafresnaya lafresnayi	Aves	Apodiformes	Trochilidae	Lafresnaya	lafresnayi			female
	5067		Unknown	female			study skin	From the collection of Frank S. Wright.  The number 2799 is recorded on the original label.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Aglaeactis cupripennis	Aves	Apodiformes	Trochilidae	Aglaeactis	cupripennis			female
	5076		Unknown	in question			study skin	From the collection of Louis Agassiz Fuertes.  Previously from the Carpenter Collection.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Boissonneaua flavescens	Aves	Apodiformes	Trochilidae	Boissonneaua	flavescens			in question
	5119		Unknown	male	immature		study skin	From the collection of Louis Agassiz Fuertes.  Previously from the collection of H.K Coale, No. 19070.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Haplophaedia aureliae aureliae	Aves	Apodiformes	Trochilidae	Haplophaedia	aureliae	aureliae	immature	male
	5125		Unknown	male			study skin	From the collection of Frank S. Wright.  Number 470 is recorded on the original label from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Eriocnemis alinae	Aves	Apodiformes	Trochilidae	Eriocnemis	alinae			male
	5161		Unknown	male	immature		study skin	From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 19653; Brodkorb No. 4097.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Heliangelus amethysticollis clarisse	Aves	Apodiformes	Trochilidae	Heliangelus	amethysticollis	clarisse	immature	male
	5239		Unknown	male			study skin	From the collection of Frank S. Wright.  Exchanged to Carleton College, 1942.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Aglaiocercus kingi	Aves	Apodiformes	Trochilidae	Aglaiocercus	kingi			male
	5433		Unknown	male			study skin	From the collection of Frank S. Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Acestrura mulsant	Aves	Apodiformes	Trochilidae	Chaetocercus	mulsant			male
	6235		Unknown	in question			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Melanerpes subelegans	Aves	Piciformes	Picidae	Melanerpes	subelegans			in question
{colors:Leg color: salmon }	6955		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		Santa Elena	NA	NA		Pseudocolaptes boissonneautii boissonneautii	Aves	Passeriformes	Furnariidae	Pseudocolaptes	boissonneautii	boissonneautii		male
	7198		Unknown	undetermined			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Grallaria squamigera squamigera	Aves	Passeriformes	Formicariidae	Grallaria	squamigera	squamigera		unknown
	13293	FSW 15105	Unknown				study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Cinnycerthia unirufa unirufa	Aves	Passeriformes	Troglodytidae	Cinnycerthia	unirufa	unirufa		
	15754		Unknown	female			study skin	From the collection of Frank S Wright.		1904-07-24	206	206	1904	7	24	1904-07-24		Colombia	CO		Jiminez	NA	NA		Vireo olivaceus	Aves	Passeriformes	Vireonidae	Vireo	olivaceus			female
	15844		Unknown				study skin			1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Diglossa caerulescens	Aves	Passeriformes	Thraupidae	Diglossa	caerulescens			
	15729		Smith	female			study skin			1899-09-26	269	269	1899	9	26	1899-09-26		Colombia	CO		Santa Marta	NA	NA		Vireo olivaceus	Aves	Passeriformes	Vireonidae	Vireo	olivaceus			female
	15854		Unknown	female			study skin	From the collection of Frank S Wright.		1909-06-01	152	152	1909	6	1	1909-06-01		Colombia	CO	Chocó	Rio San Juan	NA	NA		Cyanerpes caeruleus	Aves	Passeriformes	Thraupidae	Cyanerpes	caeruleus			female
	15872		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Cyanerpes cyaneus	Aves	Passeriformes	Thraupidae	Cyanerpes	cyaneus			male
	15931		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Conirostrum sitticolor	Aves	Passeriformes	Thraupidae	Conirostrum	sitticolor			male
	15899		Unknown	male			study skin	From the collection of Frank S Wright.		1909-05-21	141	141	1909	5	21	1909-05-21		Colombia	CO	Chocó	Tado, Rio San Juan	NA	NA		Dacnis coerebicolor	Aves	Passeriformes	Thraupidae	Dacnis	coerebicolor			male
	15917		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Chlorophanes spiza	Aves	Passeriformes	Thraupidae	Chlorophanes	spiza			male
	18141		Unknown	undetermined			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Saltator albicollis	Aves	Passeriformes	Cardinalidae	Saltator	albicollis			unknown
	22810		J. H. Batty	male			study skin			1898-06-25	176	176	1898	6	25	1898-06-25		Colombia	CO		Castillo	NA	NA		Chlorochrysa nitidissima	Aves	Passeriformes	Thraupidae	Chlorochrysa	nitidissima			male
	22815		Unknown	male			study skin			1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Tangara chilensis	Aves	Passeriformes	Thraupidae	Tangara	chilensis			male
	6055		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01	'Imported by WFH Rosenberg'	Colombia	CO		unspecified	NA	NA		Aulacorhynchus albivitta albivitta	Aves	Piciformes	Ramphastidae	Aulacorhynchus	albivitta	albivitta		male
{colors:Leg color: light brown }	7397	MGP 2455	Mervyn G. Palmer	male			study skin	Maxilla dark brown, mandible light brown.; From the collection of Frank S Wright.		1909-01-08	8	8	1909	1	8	1909-01-08		Colombia	CO	Chocó	Noanama, Rio San Juan, elevation 100 ft.	NA	NA		Ceratopipra mentalis minor	Aves	Passeriformes	Pipridae	Ceratopipra	mentalis	minor		male
	4639		Unknown	female			study skin	From the collection of Frank S. Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Damophila julie julie	Aves	Apodiformes	Trochilidae	Damophila	julie	julie		female
	4675		Unknown	male			study skin	From the collection of Louis Agassiz Fuertes.  Previously from the Carpenter Collection.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Chlorostilbon poortmani	Aves	Apodiformes	Trochilidae	Chlorostilbon	poortmani			male
	5207		Unknown	undetermined			study skin	From the collection of Louis Agassiz Fuertes.  Previously from the Carpenter Collection.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Oxypogon guerinii	Aves	Apodiformes	Trochilidae	Oxypogon	guerinii			unknown
	7421		Unknown	male			study skin	From the collection of Henry K Coale. From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Teleonema filicauda	Aves	Passeriformes	Pipridae	Pipra	filicauda			male
	10545		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Cyanolyca armillata	Aves	Passeriformes	Corvidae	Cyanolyca	armillata			male
	4528		Unknown	female			study skin	From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 28964.   The number 470 is recorded on the original label from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Amazilia cyanifrons	Aves	Apodiformes	Trochilidae	Amazilia	cyanifrons			female
	4734		H. Whitely	male			study skin	From the collection of Frank S. Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Chalybura buffonii caeruleogaster	Aves	Apodiformes	Trochilidae	Chalybura	buffonii	caeruleogaster		male
	5181		Unknown	male			study skin	From the collection of Frank S. Wright.  Numbers 15/16 and 470 are recorded on the original label from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Heliangelus exortis	Aves	Apodiformes	Trochilidae	Heliangelus	exortis			male
	5210		Unknown	female			study skin	From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 27502.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Oxypogon guerinii	Aves	Apodiformes	Trochilidae	Oxypogon	guerinii			female
	5015		Unknown	male			study skin	From the collection of Frank S. Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Coeligena helianthea	Aves	Apodiformes	Trochilidae	Coeligena	helianthea			male
	5035		Unknown	male			study skin	From the collection of Frank S. Wright.  Numbers 169 and 470 are recorded on the original label from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Coeligena prunellei	Aves	Apodiformes	Trochilidae	Coeligena	prunellei			male
	7422		Unknown	male			study skin	From the collection of Frank S Wright. Originally sexed as female.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Teleonema filicauda	Aves	Passeriformes	Pipridae	Pipra	filicauda			male
	7403		Unknown	male			study skin	From the collection of Frank S Wright.  Exchanged to Carleton College.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Pipra erythrocephala erythrocephala	Aves	Passeriformes	Pipridae	Pipra	erythrocephala	erythrocephala		male
	4621		Unknown	male			study skin	From the collection of Frank S. Wright.  The following is recorded on Cornell's specimen label:  'If this bird actually is from Colombia it ought to be longirostris - GMS'.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Chrysuronia oenone oenone	Aves	Apodiformes	Trochilidae	Chrysuronia	oenone	oenone		male
	5117		Unknown	female			study skin	From the collection of Louis Agassiz Fuertes.  Previously from the collection of H.K. Coale, No. 16899.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Haplophaedia aureliae aureliae	Aves	Apodiformes	Trochilidae	Haplophaedia	aureliae	aureliae		female
{colors:Bill color: black; Leg color: black }	7287	MGP 2686	Mervyn G. Palmer	male			study skin	From the collection of Frank S Wright.		1909-06-02	153	153	1909	6	2	1909-06-02		Colombia	CO	Chocó	Tado, Rio San Juan, elevation 230 ft.	NA	NA		Rhytipterna holerythra rosenbergi	Aves	Passeriformes	Tyrannidae	Rhytipterna	holerythra	rosenbergi		male
	7232		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Rupicola peruviana	Aves	Passeriformes	Cotingidae	Rupicola	peruviana			male
	20922		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO	Antioquia	Antioquia	NA	NA		Chlorornis riefferii	Aves	Passeriformes	Thraupidae	Chlorornis	riefferii			male
	7093		Rosenberg	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO	Valle del Cauca	Rio Dagua; Valle	NA	NA		Myrmotherula surinamensis pacifica	Aves	Passeriformes	Thamnophilidae	Myrmotherula	surinamensis	pacifica		male
	4444		Unknown	male			study skin	From the collection of Frank S. Wright.  Imported by W.F.H. Rosenberg, 57, Haverstock Hill, London.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Phaethornis anthophilus	Aves	Apodiformes	Trochilidae	Phaethornis	anthophilus			male
	5057		Unknown	male			study skin	From the collection of Frank S. Wright.  Number 470 is recorded on the original label from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Pterophanes cyanopterus temmincki	Aves	Apodiformes	Trochilidae	Pterophanes	cyanopterus	temmincki		male
	7102		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Formicivora grisea intermedia	Aves	Passeriformes	Thamnophilidae	Formicivora	grisea	intermedia		male
	5014		Unknown	female			study skin	From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 16869.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Coeligena helianthea	Aves	Apodiformes	Trochilidae	Coeligena	helianthea			female
	5115		Unknown	male			study skin	Eyelashes black.; From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, 16450.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Eriocnemis cupreoventris	Aves	Apodiformes	Trochilidae	Eriocnemis	cupreoventris			male
	19101		Unknown	male			study skin	From the collection of Frank S Wright. Specimen in same tray as insect damaged specimens, March 2010		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO	Antioquia	Antioquia	NA	NA		Arremon aurantiirostris	Aves	Passeriformes	Emberizidae	Arremon	aurantiirostris			male
	9104		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Tachycineta albiventer	Aves	Passeriformes	Hirundinidae	Tachycineta	albiventer			male
	4990		Unknown	female			study skin	From the collection of Frank S. Wright.  Number 470 and 'Ven. 17/40, col. 15/19' are recorded on the original label from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Coeligena bonapartei	Aves	Apodiformes	Trochilidae	Coeligena	bonapartei			female
	5255		Unknown	female			study skin	From the collection of Frank S. Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Lesbia victoriae victoriae	Aves	Apodiformes	Trochilidae	Lesbia	victoriae	victoriae		female
	5464		Unknown	male			study skin	From the collection of Frank S. Wright.  The number 470 is recorded on the original label which is from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Popelairia conversii conversii	Aves	Apodiformes	Trochilidae	Discosura	conversii	conversii		male
	20913		Mervyn G. Palmer	female			study skin	From the collection of Frank S Wright.		1909-01-13	13	13	1909	1	13	1909-01-13		Colombia	CO	Chocó	Rio San Juan	NA	NA		Chlorothraupis olivacea	Aves	Passeriformes	Thraupidae	Chlorothraupis	olivacea			female
	5180		Unknown	female	immature		study skin	From the collection of H.K. Coale, No. 25867; Brodkorb No. 4096.  Imported by W.F.H. Rosenberg, London.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Heliangelus exortis	Aves	Apodiformes	Trochilidae	Heliangelus	exortis		immature	female
{colors:Leg color: black }	7398	MGP 2643	Mervyn G. Palmer	female			study skin	maxilla: black, mandible: light brown; From the collection of Frank S Wright.		1909-05-08	128	128	1909	5	8	1909-05-08		Colombia	CO	Chocó	Tado, Rio San Juan, elevation 230 ft.	NA	NA		Ceratopipra mentalis minor	Aves	Passeriformes	Pipridae	Ceratopipra	mentalis	minor		female
	5039		Unknown	male			study skin	From the collection of Louis Agassiz Fuertes.  Previously from the Carpenter Collection.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Lafresnaya lafresnayi	Aves	Apodiformes	Trochilidae	Lafresnaya	lafresnayi			male
	15853		Unknown	male			study skin	From the collection of Frank S Wright.		1909-05-31	151	151	1909	5	31	1909-05-31		Colombia	CO	Chocó	Rio San Juan	NA	NA		Cyanerpes caeruleus	Aves	Passeriformes	Thraupidae	Cyanerpes	caeruleus			male
	22890		Unknown				study skin			1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Tangara gyrola	Aves	Passeriformes	Thraupidae	Tangara	gyrola			
	15814		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Diglossa lafresnayii	Aves	Passeriformes	Thraupidae	Diglossa	lafresnayii			male
	6058		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Aulacorhynchus albivitta phaeolaemus	Aves	Piciformes	Ramphastidae	Aulacorhynchus	albivitta	phaeolaemus		male
	4629		Unknown	male			study skin	Eyelashes black.; From the collection of Louis Agassiz Fuertes.  Previously from the collection of H.K. Coale, No. 9734A.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Chlorestes notatus	Aves	Apodiformes	Trochilidae	Chlorestes	notatus			male
	17969		Unknown	male			study skin	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Molothrus bonariensis cabanisii	Aves	Passeriformes	Icteridae	Molothrus	bonariensis	cabanisii		male
	5056		Unknown	female	immature		study skin	From the collection of Louis Agassiz Fuertes.  Previously from the Carpenter Collection.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Pterophanes cyanopterus temmincki	Aves	Apodiformes	Trochilidae	Pterophanes	cyanopterus	temmincki	immature	female
	5066		Unknown	male			study skin	From the collection of Frank S. Wright.  The numbers 3065 and 15/128 are recorded on the original label from W.F.H. Rosenberg, London.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Aglaeactis cupripennis	Aves	Apodiformes	Trochilidae	Aglaeactis	cupripennis			male
	4658		Unknown	male			study skin	From the collection of Frank S. Wright.  Imported by W.F.H. Rosenberg, 57, Haverstock Hill, London.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Chlorostilbon gibsoni	Aves	Apodiformes	Trochilidae	Chlorostilbon	gibsoni			male
	A-0001062		unknown		adult		whole organism (isopropanol) - 2		Z1062	1860-01-01	1	1	1860	1	1	0/0/0		Colombia	CO		Tolima, Quindio Mts.	NA	NA		Rana palmipes	Amphibia	Anura	Ranidae	Rana	palmipes		adult	
	A-0001863		unknown				whole organism (unknown) - 1		Z1863	1860-01-01	1	1	1860	1	1	0/0/0		Colombia	CO		valle de pappas	NA	NA		Eleutherodactylus curtipes	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	curtipes			
	A-0002619		unknown		adult		whole organism (isopropanol) - 2		Z2619A	1860-01-01	1	1	1860	1	1	0/0/0		Colombia	CO		Choco	NA	NA		Bufo diptychus	Amphibia	Anura	Bufonidae	Bufo	diptychus		adult	
	A-0001074		unknown		juvenile		whole organism (isopropanol) - 4	Specimen Not Found - NOV2007, KLS.	Z1074	1860-01-01	1	1	1860	1	1	0/0/0		Colombia	CO		Tolima, Quindio Mts.	NA	NA		Eleutherodactylus gollineri	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	gollineri		juvenile	
	A-0001106		unknown				whole organism (isopropanol) - 2		Z1106	1860-01-01	1	1	1860	1	1	0/0/0		Colombia	CO		Medellin	NA	NA		Hyla labialis	Amphibia	Anura	Hylidae	Hyla	labialis			
	A-0001081		unknown				whole organism (isopropanol) - 2	Specimen Not Found - NOV2007, KLS.	Z1081	1860-01-01	1	1	1860	1	1	0/0/0		Colombia	CO		Bogota	NA	NA		Eleutherodactylus bogotensis	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	bogotensis			
	5022		H. Whitely	male			study skin	From the collection of Frank S. Wright.  Numbers 167 and 2546 are recorded on the original label.		1860-01-01	1	1	1860	1	1	1860-01-01	'New Grenada'	Colombia	CO		unspecified	NA	NA		Coeligena torquata	Aves	Apodiformes	Trochilidae	Coeligena	torquata			male
	5182		H. Parzudaki	female	immature		study skin	From the collection of Frank S. Wright.  Numbers 470 and 15/14 are recorded on the original label from the Museum Boucard.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Heliangelus exortis	Aves	Apodiformes	Trochilidae	Heliangelus	exortis		immature	female
	5902		H. E. M. James	undetermined			study skin; unknown	From the collection of Frank S Wright.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Malacoptila mystacalis	Aves	Piciformes	Bucconidae	Malacoptila	mystacalis			unknown
	4488		Unknown	male			study skin	From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale; No. 16433.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Florisuga mellivora	Aves	Apodiformes	Trochilidae	Florisuga	mellivora			male
	4521		Unknown	male			study skin	From the collection of Frank S. Wright.  The number 2796 is recorded on the original label.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Amazilia franciae	Aves	Apodiformes	Trochilidae	Amazilia	franciae			male
	4529		Unknown	male			study skin	From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 19694.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Amazilia cyanifrons	Aves	Apodiformes	Trochilidae	Amazilia	cyanifrons			male
	4531		Unknown	female			study skin	From the colleciton of H.K. Coale, No. 19695.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Amazilia cyanifrons	Aves	Apodiformes	Trochilidae	Amazilia	cyanifrons			female
	4659		Unknown	male			study skin	From the collection of Louis Agassiz Fuertes.  Previously from the collection of H.K. Coale, No. 17926.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Chlorostilbon gibsoni	Aves	Apodiformes	Trochilidae	Chlorostilbon	gibsoni			male
	4731		Unknown	male			study skin	Eyelashes light brown.; From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale; No. 16423.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Chalybura buffonii	Aves	Apodiformes	Trochilidae	Chalybura	buffonii			male
	4974		Unknown	female			study skin	From the colleciton of Louis Agassiz Fuertes.  Previously from the collection of H.K. Coale, No. 16991.		1860-01-01	1	1	1860	1	1	1860-01-01		Colombia	CO		unspecified	NA	NA		Heliodoxa leadbeateri leadbeateri	Aves	Apodiformes	Trochilidae	Heliodoxa	leadbeateri	leadbeateri		female
