Institution	CatalogNumberPrefix	CatalogNumber	CatalogNumberSuffix	CollectorName	CollectorNumber	Order	Family	Genus.Verb	Species.Verb	Subspecies.Verb	Genus.Clem	Species.Clem	Sex.Verbatim	Sex	Age	Country	ProvinceStateTerritory	PreciseLocation.Verbatim	Locality	Elevation.Verbatim	LatitudeDecimal	LongitudeDecimal	Date.From	Date.To	Date.Verbatim	Year	Month	Day	Date	ExpeditionName	ReproductiveNotes	SoftPartColorNotes	Preparation.Description	Remarks	CollectionName	InventoryStatus	InventoryDateRecorded	DeaccessionDate	DeaccessionMethod	DeaccessionNotes	AccessionNumber
CUMV		5433					Trochilidae	Chaetocercus	mulsant					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S. Wright.						
CUMV		6235					Picidae	Melanerpes	subelegans					in question		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		6955					Furnariidae	Pseudocolaptes	boissonneautii	boissonneautii				male		Colombia		Santa Elena			NA	NA	1	1	1860-01-01	1860	1	1				{colors:Leg color: salmon }	study skin		From the collection of Frank S Wright.						
CUMV		7198					Formicariidae	Grallaria	squamigera	squamigera				undetermined		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		13293			FSW 15105		Troglodytidae	Cinnycerthia	unirufa	unirufa						Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		15754					Vireonidae	Vireo	olivaceus					female		Colombia		Jiminez			NA	NA	206	206	7/24/04	1904	7	24					study skin		From the collection of Frank S Wright.						
CUMV		15844					Thraupidae	Diglossa	caerulescens							Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin								
CUMV		15729		Smith			Vireonidae	Vireo	olivaceus					female		Colombia		Santa Marta			NA	NA	269	269	1899-09-26	1899	9	26					study skin								
CUMV		15854					Thraupidae	Cyanerpes	caeruleus					female		Colombia	Chocó	Rio San Juan			NA	NA	152	152	6/1/09	1909	6	1					study skin		From the collection of Frank S Wright.						
CUMV		15872					Thraupidae	Cyanerpes	cyaneus					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		15931					Thraupidae	Conirostrum	sitticolor					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		15899					Thraupidae	Dacnis	coerebicolor					male		Colombia	Chocó	"Tado, Rio San Juan"			NA	NA	141	141	5/21/09	1909	5	21					study skin		From the collection of Frank S Wright.						
CUMV		15917					Thraupidae	Chlorophanes	spiza					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		18141					Cardinalidae	Saltator	albicollis					undetermined		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		22810		J. H. Batty			Thraupidae	Chlorochrysa	nitidissima					male		Colombia		Castillo			NA	NA	176	176	1898-06-25	1898	6	25					study skin								
CUMV		22815					Thraupidae	Tangara	chilensis					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin								
CUMV		6055					Ramphastidae	Aulacorhynchus	albivitta	albivitta				male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin	'Imported by WFH Rosenberg'	From the collection of Frank S Wright.						
CUMV		7397		Mervyn G. Palmer	MGP 2455		Pipridae	Ceratopipra	mentalis	minor				male		Colombia	Chocó	"Noanama, Rio San Juan, elevation 100 ft."			NA	NA	8	8	1/8/09	1909	1	8				{colors:Leg color: light brown }	study skin		"Maxilla dark brown, mandible light brown.; From the collection of Frank S Wright."						
CUMV		4639					Trochilidae	Damophila	julie	julie				female		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S. Wright.						
CUMV		4675					Trochilidae	Chlorostilbon	poortmani					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Louis Agassiz Fuertes.  Previously from the Carpenter Collection.						
CUMV		5207					Trochilidae	Oxypogon	guerinii					undetermined		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Louis Agassiz Fuertes.  Previously from the Carpenter Collection.						
CUMV		7421					Pipridae	Pipra	filicauda					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Henry K Coale. From the collection of Frank S Wright.						
CUMV		10545					Corvidae	Cyanolyca	armillata					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		4528					Trochilidae	Amazilia	cyanifrons					female		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		"From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 28964.   The number 470 is recorded on the original label from the Museum Boucard."						
CUMV		4734		H. Whitely			Trochilidae	Chalybura	buffonii	caeruleogaster				male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S. Wright.						
CUMV		5181					Trochilidae	Heliangelus	exortis					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S. Wright.  Numbers 15/16 and 470 are recorded on the original label from the Museum Boucard.						
CUMV		5210					Trochilidae	Oxypogon	guerinii					female		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		"From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 27502."						
CUMV		5015					Trochilidae	Coeligena	helianthea					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S. Wright.						
CUMV		5035					Trochilidae	Coeligena	prunellei					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S. Wright.  Numbers 169 and 470 are recorded on the original label from the Museum Boucard.						
CUMV		7422					Pipridae	Pipra	filicauda					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright. Originally sexed as female.						
CUMV		7403					Pipridae	Pipra	erythrocephala	erythrocephala				male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.  Exchanged to Carleton College.						
CUMV		4621					Trochilidae	Chrysuronia	oenone	oenone				male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S. Wright.  The following is recorded on Cornell's specimen label:  'If this bird actually is from Colombia it ought to be longirostris - GMS'.						
CUMV		5117					Trochilidae	Haplophaedia	aureliae	aureliae				female		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		"From the collection of Louis Agassiz Fuertes.  Previously from the collection of H.K. Coale, No. 16899."						
CUMV		7287		Mervyn G. Palmer	MGP 2686		Tyrannidae	Rhytipterna	holerythra	rosenbergi				male		Colombia	Chocó	"Tado, Rio San Juan, elevation 230 ft."			NA	NA	153	153	6/2/09	1909	6	2				{colors:Bill color: black; Leg color: black }	study skin		From the collection of Frank S Wright.						
CUMV		7232					Cotingidae	Rupicola	peruviana					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		20922					Thraupidae	Chlorornis	riefferii					male		Colombia	Antioquia	Antioquia			NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		7093		Rosenberg			Thamnophilidae	Myrmotherula	surinamensis	pacifica				male		Colombia	Valle del Cauca	Rio Dagua; Valle			NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
CUMV		4444					Trochilidae	Phaethornis	anthophilus					male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		"From the collection of Frank S. Wright.  Imported by W.F.H. Rosenberg, 57, Haverstock Hill, London."						
CUMV		5057					Trochilidae	Pterophanes	cyanopterus	temmincki				male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S. Wright.  Number 470 is recorded on the original label from the Museum Boucard.						
CUMV		7102					Thamnophilidae	Formicivora	grisea	intermedia				male		Colombia					NA	NA	1	1	1860-01-01	1860	1	1					study skin		From the collection of Frank S Wright.						
