Institution	CatalogNumberPrefix	CatalogNumber	CatalogNumberSuffix	CollectorName	CollectorNumber	Order	Family	Genus.Verb	Species.Verb	Subspecies.Verb	Genus.Clem	Species.Clem	Sex.Verbatim	Sex	Age	Country	ProvinceStateTerritory	PreciseLocation.Verbatim	Locality	Elevation.Verbatim	LatitudeDecimal	LongitudeDecimal	Date.From	Date.To	Date.Verbatim	Year	Month	Day	Date	ExpeditionName	ReproductiveNotes	SoftPartColorNotes	Preparation.Description	Remarks	CollectionName	InventoryStatus	InventoryDateRecorded	DeaccessionDate	DeaccessionMethod	DeaccessionNotes	AccessionNumber
CUMV	NA	16990	NA			NA	Parulidae	Basileuterus	auricapillus		Basileuterus	culicivorus	NA	male		Colombia			NA	NA	NA	NA	231	231	8/19/03	1903	8	19	1903.08.19	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	7510	NA			NA	Tyrannidae	Ochthoeca	cinnamomeiventris		Ochthoeca	cinnamomeiventris	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	NA	NA	1903	1903	NA	NA	1903.NA.NA	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	8334	NA			NA	Tyrannidae	Mecocerculus	leucophrys	setophagoides	Mecocerculus	leucophrys	NA	female		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	NA	NA	1903	1903	NA	NA	1903.NA.NA	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	4522	NA			NA	Trochilidae	Amazilia	franciae		Amazilia	franciae	NA	female		Colombia			NA	NA	NA	NA	NA	NA	1903	1903	NA	NA	1903.NA.NA	NA			study skin		Eyelashes buffy white.; From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 16417.	NA	NA	NA	NA	NA	NA
CUMV	NA	4655	NA			NA	Trochilidae	Chlorostilbon	gibsoni		Chlorostilbon	gibsoni	NA	male		Colombia			NA	NA	NA	NA	45	45	2/14/04	1904	2	14	1904.02.14	NA			study skin		From the collection of Louis Agassiz Fuertes.  Previously from the collection of H.K. Coale, No. 10026.	NA	NA	NA	NA	NA	NA
CUMV	NA	15754	NA			NA	Vireonidae	Vireo	olivaceus		Vireo	olivaceus	NA	female		Colombia		Jiminez	NA	NA	NA	NA	206	206	7/24/04	1904	7	24	1904.07.24	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	4478	NA			NA	Trochilidae	Campylopterus	falcatus		Campylopterus	falcatus	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	170	170	6/19/05	1905	6	19	1905.06.19	NA			study skin		Note on original label:  'Shafts not as flat as 17058'.; From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, No. 10011.	NA	NA	NA	NA	NA	NA
CUMV	NA	4701	NA			NA	Trochilidae	Thalurania	colombica	colombica	Thalurania	colombica	NA	female		Colombia			NA	NA	NA	NA	NA	NA	1906-04	1906	4	NA	1906.04.NA	NA			study skin	'New Grenada'	Eyelashes black.; From the collection of H.K. Coale, No. 10030.	NA	NA	NA	NA	NA	NA
CUMV	NA	7582	NA	Mervyn G. Palmer		NA	Tyrannidae	Pyrocephalus	rubinus	obscurus	Pyrocephalus	rubinus	NA	male		Colombia		Atuncela, elevation 3000 ft.	NA	NA	NA	NA	169	169	6/18/07	1907	6	18	1907.06.18	NA		{colors:Bill color: dark brown; Leg color: black }	study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	22865	NA			NA	Thraupidae	Tangara	nigrocincta		Stilpnia	nigrocincta	NA	male		Colombia		Juntas	NA	NA	NA	NA	215	215	8/3/07	1907	8	3	1907.08.03	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	7564	NA	Mervyn G. Palmer		NA	Tyrannidae	Sayornis	nigricans	latirostris	Sayornis	nigricans	NA	male		Colombia		Jimenez, West Colombia, elevation 1600 ft.	NA	NA	NA	NA	218	218	8/6/07	1907	8	6	1907.08.06	NA		{colors:Bill color: black; Leg color: black }	study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	7389	NA	Mervyn G. Palmer	MGP 2031	NA	Pipridae	Pipra	coronata	minuscula	Lepidothrix	coronata	NA	in question	immature	Colombia	Chocó	Noanama, Rio San Juan, elevation 100 ft.	NA	NA	NA	NA	241	241	8/28/08	1908	8	28	1908.08.28	NA		{colors:Leg color: dark gray }	study skin		maxilla black, mandible blue; From the collection of Frank S Wright. From the collection of Henry K Coale #23181.	NA	NA	NA	NA	NA	NA
CUMV	NA	7281	NA	Mervyn G. Palmer	MGP 2451	NA	Cotingidae	Lipaugus	unirufus	castaneotinctus	Lipaugus	unirufus	NA	female		Colombia	Chocó	Noanama, Rio San Juan, elevation 100 ft.	NA	NA	NA	NA	6	6	1/6/09	1909	1	6	1909.01.06	NA		{colors:Leg color: brown }	study skin		Maxilla (upper mandible) dark brown; lower mandible light brown.; From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	7397	NA	Mervyn G. Palmer	MGP 2455	NA	Pipridae	Ceratopipra	mentalis	minor	Ceratopipra	mentalis	NA	male		Colombia	Chocó	Noanama, Rio San Juan, elevation 100 ft.	NA	NA	NA	NA	8	8	1/8/09	1909	1	8	1909.01.08	NA		{colors:Leg color: light brown }	study skin		Maxilla dark brown, mandible light brown.; From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	20913	NA	Mervyn G. Palmer		NA	Thraupidae	Chlorothraupis	olivacea		Chlorothraupis	olivacea	NA	female		Colombia	Chocó	Rio San Juan	NA	NA	NA	NA	13	13	1/13/09	1909	1	13	1909.01.13	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	7398	NA	Mervyn G. Palmer	MGP 2643	NA	Pipridae	Ceratopipra	mentalis	minor	Ceratopipra	mentalis	NA	female		Colombia	Chocó	Tado, Rio San Juan, elevation 230 ft.	NA	NA	NA	NA	128	128	5/8/09	1909	5	8	1909.05.08	NA		{colors:Leg color: black }	study skin		maxilla: black, mandible: light brown; From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	15899	NA			NA	Thraupidae	Dacnis	coerebicolor		Dacnis	cayana	NA	male		Colombia	Chocó	Tado, Rio San Juan	NA	NA	NA	NA	141	141	5/21/09	1909	5	21	1909.05.21	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	15853	NA			NA	Thraupidae	Cyanerpes	caeruleus		Cyanerpes	caeruleus	NA	male		Colombia	Chocó	Rio San Juan	NA	NA	NA	NA	151	151	5/31/09	1909	5	31	1909.05.31	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	15854	NA			NA	Thraupidae	Cyanerpes	caeruleus		Cyanerpes	caeruleus	NA	female		Colombia	Chocó	Rio San Juan	NA	NA	NA	NA	152	152	6/1/09	1909	6	1	1909.06.01	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	7287	NA	Mervyn G. Palmer	MGP 2686	NA	Tyrannidae	Rhytipterna	holerythra	rosenbergi	Rhytipterna	holerythra	NA	male		Colombia	Chocó	Tado, Rio San Juan, elevation 230 ft.	NA	NA	NA	NA	153	153	6/2/09	1909	6	2	1909.06.02	NA		{colors:Bill color: black; Leg color: black }	study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	20936	NA	Mervyn G. Palmer		NA	Thraupidae	Heterospingus	xanthopygius		Heterospingus	xanthopygius	NA	female		Colombia	Chocó	Tado, Rio San Juan	NA	NA	NA	NA	167	167	6/16/09	1909	6	16	1909.06.16	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	7329	NA	William Bebb Richardson	NA	NA	Cotingidae	Querula	purpurata		Querula	purpurata	NA	male	NA	Colombia	Cauca	San Jose, elevation 200 ft.	San Jose	NA	NA	NA	341	341	12/7/10	1910	12	7	1910.12.07	NA	testes enlarged	{colors:Bill color: bluish grey }	study skin	NA	NA	NA	NA	NA	NA	NA	NA
CUMV	NA	17674	NA	Louis Agassiz Fuertes		NA	Icteridae	Icterus	nigrogularis		Icterus	nigrogularis	NA	male		Colombia		Marangue, Magdalena River	Marangue	NA	NA	NA	1	1	1/1/11	1911	1	1	1911.01.01	NA			study skin	Locality not in gazeteer, see notes.		NA	NA	NA	NA	NA	NA
CUMV	NA	22838	NA	William Bebb Richardson		NA	Thraupidae	Tangara	arthus		Tangara	arthus	NA	male		Colombia	Cundinamarca	San Antonio	San Antonio	NA	2.982327	-76.50968	20	20	1/20/11	1911	1	20	1911.01.20	NA			study skin	Chapman Expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	7475	NA	William Bebb Richardson		NA	Pipridae	Manacus	vitellinus	viridiventris	Manacus	vitellinus	NA	male		Colombia	Cauca	Los Cisneros	Cisneros	NA	3.82	-76.78	79	79	3/20/11	1911	3	20	1911.03.20	NA			study skin	Expedition no. 1; Site no. 21	From the collection of Louis Agassiz Fuertes. From the collection of the American Museum of Natural History #108255.	NA	NA	NA	NA	NA	NA
CUMV	NA	5170	NA	Louis Agassiz Fuertes	LAF 2580	NA	Trochilidae	Heliangelus	exortis		Heliangelus	exortis	NA	male		Colombia		Central Andes, near El Eden [Elevation 8000 feet]	El Eden	NA	NA	NA	80	80	3/21/11	1911	3	21	1911.03.21	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	22809	NA	Louis Agassiz Fuertes		NA	Thraupidae	Chlorochrysa	nitidissima		Chlorochrysa	nitidissima	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	86	86	3/27/11	1911	3	27	1911.03.27	NA			study skin	Expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	13073	NA	Louis Agassiz Fuertes	LAF 2282	NA	Troglodytidae	Thryothorus	genibarbis	saltuensis	Pheugopedius	mystacalis	NA	male		Colombia		El Tigre		NA	NA	NA	86	86	3/27/11	1911	3	27	1911.03.27	NA			study skin		Name on original label: Pheugopedius macrurus saltuensis	NA	NA	NA	NA	NA	NA
CUMV	NA	7263	NA	Louis Agassiz Fuertes	LAF 2286	NA	Cotingidae	Pipreola	riefferii	occidentalis	Pipreola	riefferii	NA	male		Colombia	Narino	San Antonio, elevation 6600 ft.	San Antonio	NA	NA	NA	86	86	3/27/11	1911	3	27	1911.03.27	NA		{colors:Bill color: cherry red }	study skin		Feet vermillion, orange lined	NA	NA	NA	NA	NA	NA
CUMV	NA	5121	NA	Louis Agassiz Fuertes	LAF 2288	NA	Trochilidae	Haplophaedia	aureliae	caucensis	Haplophaedia	aureliae	NA	female		Colombia	Narino	San Antonio [Elevation 6600 feet]	San Antonio	NA	NA	NA	86	86	3/27/11	1911	3	27	1911.03.27	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	7264	NA	Louis Agassiz Fuertes	LAF 2287	NA	Cotingidae	Pipreola	riefferii	occidentalis	Pipreola	riefferii	NA	female		Colombia	Narino	San Antonio, elevation 6600 ft.	San Antonio	NA	NA	NA	86	86	3/27/11	1911	3	27	1911.03.27	NA		{colors:Bill color: cherry red }	study skin		Feet vermillion, orange soles	NA	NA	NA	NA	NA	NA
CUMV	NA	22992	NA	Louis Agassiz Fuertes		NA	Thraupidae	Tachyphonus	rufus		Tachyphonus	rufus	NA	male		Colombia		El Tigre		NA	NA	NA	86	86	3/27/11	1911	3	27	1911.03.27	NA			study skin	No given site no. or offical expedition dates in gazeteer.		NA	NA	NA	NA	NA	NA
CUMV	NA	5478	NA	Louis Agassiz Fuertes	LAF 2289	NA	Trogonidae	Pharomachrus	antisianus		Pharomachrus	antisianus	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	89	89	3/30/11	1911	3	30	1911.03.30	NA		{colors:Bill color: Corn yellow }	study skin	[Elevation 6600 feet]	Feet greenish yellow, dull; iris bright rose or magenta.; From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	6339	NA	Louis Agassiz Fuertes	LAF 2293	NA	Picidae	Piculus	rubiginosus	gularis	Colaptes	rubiginosus	NA	female		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	89	89	3/30/11	1911	3	30	1911.03.30	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	6337	NA	Louis Agassiz Fuertes	LAF 2292	NA	Picidae	Piculus	rubiginosus	gularis	Colaptes	rubiginosus	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	89	89	3/30/11	1911	3	30	1911.03.30	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	3359	NA	Louis Agassiz Fuertes	LAF 2615	NA	Cuculidae	Crotophaga	major		Crotophaga	major	NA	male		Colombia	Antioquia	Puerto Berrio, Magdalena River	Puerto Berrio	NA	NA	NA	89	89	3/30/11	1911	3	30	1911.03.30	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	7236	NA	Louis Agassiz Fuertes		NA	Cotingidae	Pyroderus	scutatus	occidentalis	Pyroderus	scutatus	NA	female		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	90	90	3/31/11	1911	3	31	1911.03.31	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	6870	NA	Louis Agassiz Fuertes	LAF 2300	NA	Furnariidae	Lepidocolaptes	lacrymiger	lacrymiger	Lepidocolaptes	lacrymiger	NA	female		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	90	90	3/31/11	1911	3	31	1911.03.31	NA			study skin	Chapman expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	22956	NA	Louis Agassiz Fuertes		NA	Thraupidae	Ramphocelus	flammigerus		Ramphocelus	flammigerus	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	90	90	3/31/11	1911	3	31	1911.03.31	NA			study skin	Chapman Expedition no.1 (March 30-April 7); Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	7069	NA	Louis Agassiz Fuertes	LAF 2297	NA	Thamnophilidae	Dysithamnus	mentalis	extremus	Dysithamnus	mentalis	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	90	90	3/31/11	1911	3	31	1911.03.31	NA			study skin	Chapman Expedition no. 1, Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	14067	NA	Louis Agassiz Fuertes	LAF 2296	NA	Turdidae	Myadestes	ralloides	plumbeiceps	Myadestes	ralloides	NA	male		Colombia	Narino	San Antonio, aqltitude 6600 feey	San Antonio	NA	NA	NA	90	90	3/31/11	1911	3	31	1911.03.31	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	6653	NA	Louis Agassiz Fuertes		NA	Picidae	Picumnus	granadensis	granadensis	Picumnus	granadensis	NA	female		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	91	91	4/1/11	1911	4	1	1911.04.01	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	16972	NA	Louis Agassiz Fuertes		NA	Parulidae	Basileuterus	coronatus		Myiothlypis	coronata	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	91	91	4/1/11	1911	4	1	1911.04.01	NA			study skin	Expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	17965	NA	Louis Agassiz Fuertes		NA	Icteridae	Molothrus	bonariensis	cabanisii	Molothrus	bonariensis	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	91	91	4/1/11	1911	4	1	1911.04.01	NA			study skin	Chapman expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	18819	NA	Louis Agassiz Fuertes		NA	Fringillidae	Carduelis	xanthogastra		Spinus	xanthogastrus	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	91	91	4/1/11	1911	4	1	1911.04.01	NA			study skin	Chapman expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	7018	NA	Louis Agassiz Fuertes	LAF 2304	NA	Thamnophilidae	Thamnophilus	multistriatus		Thamnophilus	multistriatus	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	91	91	4/1/11	1911	4	1	1911.04.01	NA			study skin	Chapman expedition no. 1(March 30 -April 7); Site no. 54	legs, feet, lower mandible, and edge of upper mandible, pale lead blue	NA	NA	NA	NA	NA	NA
CUMV	NA	5128	NA	Louis Agassiz Fuertes	LAF 2311	NA	Trochilidae	Ocreatus	underwoodii	underwoodi	Ocreatus	underwoodii	NA	male		Colombia	Narino	San Antonio [Elevation 6200 feet]	San Antonio	NA	NA	NA	91	91	4/1/11	1911	4	1	1911.04.01	NA			study skin		From the collection of Louis Agassiz Fuertes.  Number 33 is recorded on the original label.	NA	NA	NA	NA	NA	NA
CUMV	NA	15829	NA	Louis Agassiz Fuertes		NA	Thraupidae	Diglossa			NA	NA	NA	female		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	91	91	4/1/11	1911	4	1	1911.04.01	NA			study skin	Expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	7068	NA	Louis Agassiz Fuertes	LAF 2314	NA	Thamnophilidae	Dysithamnus	mentalis	extremus	Dysithamnus	mentalis	NA	female		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	92	92	4/2/11	1911	4	2	1911.04.02	NA			study skin	Chapman Expedition no. 1, Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	22957	NA	Louis Agassiz Fuertes		NA	Thraupidae	Ramphocelus	flammigerus		Ramphocelus	flammigerus	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	92	92	4/2/11	1911	4	2	1911.04.02	NA			study skin	Chapman Expedition no.1 (March 30 - April 7); Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	16981	NA	Louis Agassiz Fuertes		NA	Parulidae	Basileuterus	tristriatus		Basileuterus	tristriatus	NA	female		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	92	92	4/2/11	1911	4	2	1911.04.02	NA			study skin	Expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	19037	NA	Louis Agassiz Fuertes		NA	Emberizidae	Atlapetes	gutturalis		Atlapetes	albinucha	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	92	92	4/2/11	1911	4	2	1911.04.02	NA			study skin	Chapman expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	7067	NA	Louis Agassiz Fuertes	LAF 2313	NA	Thamnophilidae	Dysithamnus	mentalis	extremus	Dysithamnus	mentalis	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	92	92	4/2/11	1911	4	2	1911.04.02	NA			study skin	Chapman Expedition no. 1, Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	4592	NA	Louis Agassiz Fuertes	LAF 2312A	NA	Trochilidae	Hylocharis	grayi		Hylocharis	grayi	NA	female		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	92	92	4/2/11	1911	4	2	1911.04.02	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	17966	NA	Louis Agassiz Fuertes		NA	Icteridae	Molothrus	bonariensis	cabanisii	Molothrus	bonariensis	NA	male	juvenile	Colombia		San Antonio	San Antonio	NA	3.5	-76.63	92	92	4/2/11	1911	4	2	1911.04.02	NA			study skin	Chapman expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	1153	NA	Louis Agassiz Fuertes	LAF 2316	NA	Falconidae	Falco	sparverius	caucae	Falco	sparverius	NA	male		Colombia	Valle del Cauca	Cauca Valley, San Antonio, near Cali; Valle	San Antonio	NA	NA	NA	92	92	4/2/11	1911	4	2	1911.04.02	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	7289	NA	Louis Agassiz Fuertes	LAF 2322	NA	Cotingidae	Pachyramphus	versicolor	versicolor	Pachyramphus	versicolor	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	93	93	4/3/11	1911	4	3	1911.04.03	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	5129	NA	Louis Agassiz Fuertes	LAF 2323	NA	Trochilidae	Ocreatus	underwoodii	underwoodi	Ocreatus	underwoodii	NA	female		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	93	93	4/3/11	1911	4	3	1911.04.03	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	3128	NA	Louis Agassiz Fuertes	LAF 2320	NA	Columbidae	Geotrygon	frenata	bourcieri	Zentrygon	frenata	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	93	93	4/3/11	1911	4	3	1911.04.03	NA		{colors:Bill color: Black }	study skin		Small eyespace carmine; scales on legs and feet carmine; smooth skin flesh color, dull.; From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	3034	NA	Louis Agassiz Fuertes	LAF 2321	NA	Columbidae	Columba	fasciata	albilinea	Patagioenas	fasciata	NA	male		Colombia	Narino	San Antonio; Norino	San Antonio	NA	NA	NA	93	93	4/3/11	1911	4	3	1911.04.03	NA			study skin		Feet light cadmium yellow; entire bill same; iris crown, yellow line around pupil; lids carmine.; From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	1014	NA	Louis Agassiz Fuertes	LAF 2324	NA	Accipitridae	Buteo	platypterus	platypterus	Buteo	platypterus	NA	male		Colombia		San Antonio, elevation 6600 feet	San Antonio	NA	NA	NA	93	93	4/3/11	1911	4	3	1911.04.03	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	3173	NA	Louis Agassiz Fuertes	LAF 2330	NA	Psittacidae	Aratinga	wagleri	wagleri	Psittacara	wagleri	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	94	94	4/4/11	1911	4	4	1911.04.04	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	5477	NA	Louis Agassiz Fuertes	LAF 2325	NA	Trogonidae	Pharomachrus	antisianus		Pharomachrus	antisianus	NA	male	immature	Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	94	94	4/4/11	1911	4	4	1911.04.04	NA			study skin	[Elevation 6600 feet]	From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	22873	NA	Louis Agassiz Fuertes		NA	Thraupidae	Tangara	ruficervix		Chalcothraupis	ruficervix	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	94	94	4/4/11	1911	4	4	1911.04.04	NA			study skin	Chapman Expedition no.1, (March 30- April 7); Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	17967	NA	Louis Agassiz Fuertes		NA	Icteridae	Molothrus	bonariensis	cabanisii	Molothrus	bonariensis	NA	female		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	94	94	4/4/11	1911	4	4	1911.04.04	NA			study skin	Chapman expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	1770	NA	Louis Agassiz Fuertes	LAF 2327	NA	Charadriidae	Vanellus	chilensis	cayennensis	Vanellus	chilensis	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	94	94	4/4/11	1911	4	4	1911.04.04	NA			study skin		Fat eyelids magenta; basal half of bill and tibia dark pink; tarsi and feet dark; iris carmine, deep.	NA	NA	NA	NA	NA	NA
CUMV	NA	6390	NA	Louis Agassiz Fuertes	LAF 2329	NA	Picidae	Campephilus	malherbii		Campephilus	melanoleucos	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	94	94	4/4/11	1911	4	4	1911.04.04	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	22916	NA	Louis Agassiz Fuertes		NA	Thraupidae	Tangara	heinei		Stilpnia	heinei	NA	female		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	94	94	4/4/11	1911	4	4	1911.04.04	NA			study skin	Chapman Expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	3035	NA	Louis Agassiz Fuertes	LAF 2326	NA	Columbidae	Columba	fasciata	albilinea	Patagioenas	fasciata	NA	male		Colombia	Narino	San Antonio; Norino	San Antonio	NA	NA	NA	94	94	4/4/11	1911	4	4	1911.04.04	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	6951	NA	Louis Agassiz Fuertes	LAF 2335	NA	Furnariidae	Premnoplex	brunnescens	brunnescens	Premnoplex	brunnescens	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	95	95	4/5/11	1911	4	5	1911.04.05	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	1	NA	Louis Agassiz Fuertes	LAF 2333	NA	Tinamidae	Tinamus	tao		Tinamus	tao	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	95	95	4/5/11	1911	4	5	1911.04.05	NA		{colors:Leg color: light blue,dull }	study skin		bill: pale blue below, dark above; From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	8351	NA	Louis Agassiz Fuertes		NA	Tyrannidae	Phyllomyias	plumbeiceps		Phyllomyias	plumbeiceps	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	95	95	4/5/11	1911	4	5	1911.04.05	NA			study skin		From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	5494	NA	Louis Agassiz Fuertes	LAF 2334	NA	Trogonidae	Trogon	collaris	collaris	Trogon	collaris	NA	male		Colombia	Narino	San Antonio [Elevation 6600 feet]	San Antonio	NA	NA	NA	95	95	4/5/11	1911	4	5	1911.04.05	NA			study skin	Bird shot on 4th, lost, found on 5th.  Eye damaged and spider. (as it's recorded on the label)	Eyelids scarlet; feet greenish gray.; From the collection of Louis Agassiz Fuertes.	NA	NA	NA	NA	NA	NA
CUMV	NA	16939	NA	Louis Agassiz Fuertes		NA	Parulidae	Myioborus	verticalis		Myioborus	miniatus	NA	male		Colombia		San Antonio	San Antonio	NA	3.5	-76.63	96	96	4/6/11	1911	4	6	1911.04.06	NA			study skin	Expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
CUMV	NA	6063	NA	Louis Agassiz Fuertes		NA	Ramphastidae	Aulacorhynchus	haematopygus		Aulacorhynchus	haematopygus	NA	male		Colombia	Narino	San Antonio	San Antonio	NA	3.467929	-76.54546	96	96	4/6/11	1911	4	6	1911.04.06	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	19069	NA	Louis Agassiz Fuertes		NA	Emberizidae	Atlapetes	brunneinucha		Arremon	brunneinucha	NA	undetermined	juvenile	Colombia		San Antonio	San Antonio	NA	3.5	-76.63	96	96	4/6/11	1911	4	6	1911.04.06	NA			study skin	Chapman expedition no. 1; Site no. 54		NA	NA	NA	NA	NA	NA
