Institution	CatalogNumberPrefix	CatalogNumber	CatalogNumberSuffix	CollectorName	CollectorNumber	Order	Family	Genus.Verb	Species.Verb	Subspecies.Verb	Genus.Clem	Species.Clem	Sex.Verbatim	Sex	Age	Country	ProvinceStateTerritory	PreciseLocation.Verbatim	Locality	Elevation.Verbatim	LatitudeDecimal	LongitudeDecimal	Date.From	Date.To	Date.Verbatim	Year	Month	Day	Date	ExpeditionName	ReproductiveNotes	SoftPartColorNotes	Preparation.Description	Remarks	CollectionName	InventoryStatus	InventoryDateRecorded	DeaccessionDate	DeaccessionMethod	DeaccessionNotes	AccessionNumber
CUMV	NA	19059	NA			NA	Emberizidae	Atlapetes	schistaceus		Atlapetes	schistaceus	NA			Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	5283	NA			NA	Trochilidae	Heliomaster	longirostris	longirostris	Heliomaster	longirostris	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S. Wright.  Numbers 15/14 and 1811 are recorded on the original label.	NA	NA	NA	NA	NA	NA
CUMV	NA	15851	NA			NA	Thraupidae	Cyanerpes	caeruleus		Cyanerpes	caeruleus	NA	in question		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	22874	NA			NA	Thraupidae	Tangara	ruficervix		Chalcothraupis	ruficervix	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	20717	NA			NA	Cardinalidae	Piranga	rubiceps		Piranga	rubriceps	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin			NA	NA	NA	NA	NA	NA
CUMV	NA	4552	NA			NA	Trochilidae	Amazilia	viridigaster		Amazilia	viridigaster	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S. Wright.  No. 184 is recorded on the original label.	NA	NA	NA	NA	NA	NA
CUMV	NA	5084	NA			NA	Trochilidae	Boissonneaua	flavescens		Boissonneaua	flavescens	NA	female		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of H.K. Coale, No. 27039.	NA	NA	NA	NA	NA	NA
CUMV	NA	22849	NA			NA	Thraupidae	Tangara	labradorides		Tangara	labradorides	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	18220	NA			NA	Thraupidae	Catamblyrhynchus	diadema		Catamblyrhynchus	diadema	NA	undetermined		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	5120	NA			NA	Trochilidae	Haplophaedia	aureliae	aureliae	Haplophaedia	aureliae	NA	female		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S. Wright.  Previously from the collection of H.K. Coale, 27053.	NA	NA	NA	NA	NA	NA
CUMV	NA	5192	NA			NA	Trochilidae	Metallura	tyrianthina	tyrianthina	Metallura	tyrianthina	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of H.K. Coale, No. 16425; Brodkorb No. 3875.	NA	NA	NA	NA	NA	NA
CUMV	NA	18161	NA			NA	Thraupidae	Chlorophonia	pyrrhophrys		Chlorophonia	pyrrhophrys	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	16976	NA			NA	Parulidae	Basileuterus	luteoviridis		Myiothlypis	luteoviridis	NA			Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of Frank S Wright.	NA	NA	NA	NA	NA	NA
CUMV	NA	5083	NA			NA	Trochilidae	Boissonneaua	flavescens		Boissonneaua	flavescens	NA	male		Colombia	Cundinamarca	Bogota; istrito Capital de	NA	NA	4.609866	-74.08205	1	1	1860-01-01	1860	1	1	1860.01.01	NA			study skin		From the collection of H.K. Coale, No. 23941.	NA	NA	NA	NA	NA	NA
